Site,Category,Total Jobs,Completed Jobs,Average Completion Time,Average Waiting Time
0,0,26,26,6.051384615384617,0.2553972239448515
0,1,36,34,8.160588235294115,0.2702388308001001
0,2,45,43,10.05848837209302,0.39155192375849246
