time_bin,goodput,time_bin_mid
"[1, 2)",39.0,1.5
"[2, 3)",9.0,2.5
"[3, 4)",10.5,3.5
"[9, 10)",42.75,9.5
"[10, 11)",21.0,10.5
"[11, 12)",12.75,11.5
"[12, 13)",23.375,12.5
"[13, 14)",27.0,13.5
"[14, 15)",35.5,14.5
"[15, 16)",15.0,15.5
"[16, 17)",24.0,16.5
"[17, 18)",28.5,17.5
"[18, 19)",32.333333333333336,18.5
"[19, 20)",15.0,19.5
"[20, 21)",38.5,20.5
"[21, 22)",29.5,21.5
"[22, 23)",13.5,22.5
"[23, 24)",42.75,23.5
"[24, 25)",15.0,24.5
"[25, 26)",19.5,25.5
"[26, 27)",25.666666666666668,26.5
"[27, 28)",4.5,27.5
"[28, 29)",46.125,28.5
"[29, 30)",23.7,29.5
"[30, 31)",10.875,30.5
"[31, 32)",3.0,31.5
"[32, 33)",30.0,32.5
"[33, 34)",14.25,33.5
"[34, 35)",15.0,34.5
"[35, 36)",10.0,35.5
"[36, 37)",11.785714285714286,36.5
"[37, 38)",39.0,37.5
"[38, 39)",24.166666666666668,38.5
"[39, 40)",34.875,39.5
"[40, 41)",39.7,40.5
"[41, 42)",10.5,41.5
"[42, 43)",28.875,42.5
"[43, 44)",35.0,43.5
"[44, 45)",26.7,44.5
"[45, 46)",25.5,45.5
"[46, 47)",30.0,46.5
"[47, 48)",27.0,47.5
"[48, 49)",33.0,48.5
"[49, 50)",0.0,49.5
"[50, 51)",0.0,50.5
"[51, 52)",37.0,51.5
"[52, 53)",47.6,52.5
"[53, 54)",9.5,53.5
"[54, 55)",28.5,54.5
"[55, 56)",57.5,55.5
"[56, 57)",10.5,56.5
"[58, 59)",36.5,58.5
"[59, 60)",28.5,59.5
"[60, 61)",0.0,60.5
"[61, 62)",0.0,61.5
"[62, 63)",0.0,62.5
"[63, 64)",0.0,63.5
"[64, 65)",0.75,64.5
"[65, 66)",0.0,65.5
"[66, 67)",9.375,66.5
"[67, 68)",27.785714285714285,67.5
"[68, 69)",16.0,68.5
"[69, 70)",27.0,69.5
"[70, 71)",7.428571428571429,70.5
"[71, 72)",4.25,71.5
"[72, 73)",6.5,72.5
"[73, 74)",33.0,73.5
"[74, 75)",25.666666666666668,74.5
"[75, 76)",22.0625,75.5
"[76, 77)",19.285714285714285,76.5
"[77, 78)",22.5,77.5
"[78, 79)",22.5,78.5
"[79, 80)",23.7,79.5
"[80, 81)",22.5,80.5
"[81, 82)",25.3125,81.5
"[82, 83)",10.75,82.5
"[83, 84)",2.5,83.5
"[84, 85)",19.125,84.5
"[85, 86)",2.3333333333333335,85.5
"[86, 87)",21.0,86.5
"[87, 88)",35.625,87.5
"[88, 89)",37.5,88.5
"[89, 90)",36.0,89.5
"[90, 91)",44.0,90.5
"[91, 92)",23.7,91.5
"[92, 93)",18.5,92.5
"[93, 94)",21.75,93.5
"[94, 95)",6.5,94.5
"[95, 96)",38.5,95.5
"[97, 98)",0.0,97.5
"[99, 100)",54.5,99.5
"[100, 101)",9.25,100.5
"[101, 102)",0.0,101.5
"[102, 103)",39.75,102.5
"[103, 104)",15.0,103.5
"[104, 105)",85.5,104.5
"[105, 106)",49.5,105.5
"[106, 107)",36.0,106.5
"[107, 108)",29.333333333333332,107.5
"[108, 109)",51.833333333333336,108.5
"[109, 110)",26.25,109.5
"[110, 111)",0.0,110.5
"[111, 112)",22.125,111.5
"[112, 113)",82.5,112.5
"[113, 114)",85.5,113.5
"[114, 115)",58.5,114.5
"[117, 118)",42.75,117.5
"[118, 119)",14.25,118.5
"[119, 120)",0.0,119.5
"[120, 121)",16.5,120.5
"[121, 122)",38.4,121.5
"[122, 123)",20.333333333333332,122.5
"[123, 124)",27.75,123.5
"[124, 125)",27.7,124.5
"[125, 126)",23.1,125.5
"[126, 127)",22.333333333333332,126.5
"[127, 128)",15.0,127.5
"[128, 129)",16.5,128.5
"[129, 130)",28.875,129.5
"[130, 131)",27.6,130.5
"[131, 132)",14.25,131.5
"[132, 133)",32.25,132.5
"[133, 134)",13.0,133.5
"[134, 135)",13.6,134.5
"[135, 136)",0.0,135.5
"[137, 138)",56.25,137.5
"[138, 139)",33.0,138.5
"[139, 140)",32.0,139.5
"[140, 141)",75.0,140.5
"[141, 142)",23.5,141.5
"[142, 143)",43.5,142.5
"[143, 144)",3.0,143.5
"[145, 146)",38.25,145.5
"[146, 147)",33.75,146.5
"[147, 148)",16.5,147.5
"[148, 149)",0.0,148.5
"[149, 150)",22.125,149.5
"[150, 151)",33.833333333333336,150.5
"[151, 152)",21.9,151.5
"[152, 153)",20.833333333333332,152.5
"[153, 154)",15.0,153.5
"[154, 155)",22.625,154.5
"[155, 156)",5.166666666666667,155.5
"[156, 157)",0.0,156.5
"[157, 158)",42.75,157.5
"[158, 159)",33.75,158.5
"[159, 160)",17.666666666666668,159.5
"[160, 161)",15.0,160.5
"[161, 162)",37.5,161.5
"[162, 163)",61.25,162.5
"[163, 164)",0.0,163.5
"[164, 165)",0.0,164.5
"[165, 166)",35.0,165.5
"[166, 167)",11.5,166.5
"[167, 168)",4.3,167.5
"[168, 169)",1.0,168.5
"[169, 170)",0.0,169.5
"[170, 171)",3.0,170.5
"[171, 172)",30.6,171.5
"[172, 173)",20.833333333333332,172.5
"[173, 174)",12.9,173.5
"[174, 175)",27.5,174.5
"[175, 176)",42.25,175.5
"[176, 177)",32.357142857142854,176.5
"[177, 178)",21.571428571428573,177.5
"[178, 179)",17.75,178.5
"[179, 180)",20.0,179.5
"[180, 181)",16.5,180.5
"[181, 182)",42.5,181.5
"[182, 183)",18.0,182.5
"[183, 184)",20.0,183.5
