time_bin,rtt,time_bin_mid
"[1, 2)",0.11269499999999993,1.5
"[2, 3)",0.28085638297872295,2.5
"[5, 6)",0.13822680851062918,5.5
"[6, 7)",0.48372579999997484,6.5
"[7, 8)",0.6636205555555373,7.5
"[14, 15)",0.09660363636364057,14.5
"[15, 16)",0.31475031250002666,15.5
"[16, 17)",0.665783018867975,16.5
"[17, 18)",0.1722953225806323,17.5
"[18, 19)",0.5409330000000149,18.5
"[19, 20)",0.6689325000000858,19.5
"[20, 21)",0.1270259523809562,20.5
"[28, 29)",0.1448249999999893,28.5
"[29, 30)",0.43604458333336177,29.5
"[37, 38)",0.11269500000001198,37.5
"[38, 39)",0.2337798214285836,38.5
"[56, 57)",0.1607545614035545,56.5
"[57, 58)",0.5226941000000194,57.5
"[58, 59)",0.6601399999998847,58.5
"[59, 60)",0.09180846153847656,59.5
"[60, 61)",0.321609500000066,60.5
"[61, 62)",0.7302341891891478,61.5
"[68, 69)",0.5339900000000171,68.5
"[69, 70)",0.2238766666666218,69.5
"[70, 71)",0.4254948750000421,70.5
"[71, 72)",0.33249000000000706,71.5
"[72, 73)",0.21305617977523783,72.5
"[73, 74)",0.35086857142865624,73.5
"[74, 75)",0.2742514444444489,74.5
"[75, 76)",0.6081000000002575,75.5
"[82, 83)",0.09358833333330807,82.5
"[83, 84)",0.155454166666675,83.5
"[84, 85)",0.09660363636361198,84.5
"[85, 86)",0.3115773999999121,85.5
"[86, 87)",0.7277342696630312,86.5
"[87, 88)",0.6801250000003378,87.5
"[88, 89)",0.1653667796609443,88.5
"[89, 90)",0.572051309523888,89.5
"[92, 93)",0.15162471698106572,92.5
"[93, 94)",0.4999000000000598,93.5
"[99, 100)",0.16215652173905923,99.5
"[100, 101)",0.5229097368420951,100.5
"[101, 102)",0.687031445783328,101.5
"[109, 110)",0.09028499999997308,109.5
"[110, 111)",0.3266250999999123,110.5
"[111, 112)",0.6770032876714075,111.5
"[112, 113)",0.15384796296289555,112.5
"[113, 114)",0.4485768115942864,113.5
"[116, 117)",0.12737166666661182,116.5
"[117, 118)",0.4455530434782998,117.5
"[135, 136)",0.11345333333335361,135.5
"[136, 137)",0.25324846153867436,136.5
"[137, 138)",0.6280599999998935,137.5
"[138, 139)",0.6800999999994133,138.5
"[139, 140)",0.14908576923084382,139.5
"[140, 141)",0.30022499999979857,140.5
"[141, 142)",0.11345333333335361,141.5
"[142, 143)",0.24833247191032523,142.5
"[143, 144)",0.6205574468083608,143.5
"[144, 145)",0.17467079365096896,144.5
"[145, 146)",0.40428278481021934,145.5
"[146, 147)",0.5023692307689975,146.5
"[173, 174)",0.18190857142859937,173.5
"[174, 175)",0.2903956179775917,174.5
"[175, 176)",0.5079377777773667,175.5
"[185, 186)",0.12303714285717351,185.5
"[186, 187)",0.2804801123596773,186.5
"[187, 188)",0.5453649999996202,187.5
"[188, 189)",0.1676416666668345,188.5
"[189, 190)",0.5284776923076131,189.5
"[190, 191)",0.2655797916668785,190.5
"[191, 192)",0.6372945454544551,191.5
"[192, 193)",0.7701549999994256,192.5
"[194, 195)",0.17467079365096896,194.5
"[195, 196)",0.5495734693878955,195.5
"[196, 197)",0.48213114942510193,196.5
"[197, 198)",0.39139149484538205,197.5
"[198, 199)",0.4212074210528436,198.5
"[199, 200)",0.699129999999667,199.5
