Site,Category,Total Jobs,Completed Jobs,Average Completion Time,Average Waiting Time
2,0,23,23,6.184,0.281569960555575
2,1,38,35,9.208761904761905,0.27944405925497595
2,2,44,42,10.471250000000001,0.5017989201365323
