time,Queue_1_load,Queue_2_load,Queue_3_load
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0
0.1,0.0,0.0,0.0
0.2,0.0,0.0,0.0
0.2,0.0,0.0,0.0
0.30000000000000004,0.0,0.0,0.0
0.30000000000000004,0.0,0.0,0.0
0.4,0.0,0.0,0.0
0.4,0.0,0.0,0.0
0.5,0.0,0.0,0.0
0.5,0.0,0.0,0.0
0.6,0.0,0.0,0.0
0.6,0.0,0.0,0.0
0.7,0.0,0.0,0.0
0.7,0.0,0.0,0.0
0.7999999999999999,0.0,0.0,0.0
0.7999999999999999,0.0,0.0,0.0
0.8999999999999999,0.0,0.0,0.0
0.8999999999999999,0.0,0.0,0.0
0.9999999999999999,0.0,0.0,0.0
0.9999999999999999,0.0,0.0,0.0
1.0999999999999999,0.0,0.0,0.0
1.0999999999999999,0.0,0.0,0.0
1.2,0.0,0.0,0.0
1.2,0.0,0.0,0.0
1.3,0.0,0.0,0.0
1.3,0.0,0.0,0.0
1.4000000000000001,0.0,0.0,0.0
1.4000000000000001,0.0,0.0,0.0
1.5000000000000002,0.0,0.0,0.0
1.5000000000000002,0.0,0.0,0.0
1.6000000000000003,0.0,0.0,0.0
1.6000000000000003,0.0,0.0,0.0
1.7000000000000004,0.0,0.0,0.0
1.7000000000000004,0.0,0.0,0.0
1.8000000000000005,0.0,0.0,0.0
1.8000000000000005,0.0,0.0,0.0
1.9000000000000006,0.0,0.0,0.0
1.9000000000000006,0.0,0.0,0.0
2.0000000000000004,0.0,0.0,0.0
2.0000000000000004,0.0,0.0,0.0
2.1000000000000005,0.0,0.0,0.0
2.1000000000000005,0.0,0.0,0.0
2.2000000000000006,0.0,0.0,0.0
2.2000000000000006,0.0,0.0,0.0
2.3000000000000007,0.0,0.0,0.0
2.3000000000000007,0.0,0.0,0.0
2.400000000000001,0.0,0.0,0.0
2.400000000000001,0.0,0.0,0.0
2.500000000000001,0.0,0.0,0.0
2.500000000000001,0.0,0.0,0.0
2.600000000000001,0.0,0.0,0.0
2.600000000000001,0.0,0.0,0.0
2.700000000000001,0.0,0.0,0.0
2.700000000000001,0.0,0.0,0.0
2.800000000000001,0.0,0.0,0.0
2.800000000000001,0.0,0.0,0.0
2.9000000000000012,0.0,0.0,0.0
2.9000000000000012,0.0,0.0,0.0
3.0000000000000013,0.0,0.0,0.0
3.0000000000000013,0.0,0.0,0.0
3.1000000000000014,0.0,0.0,0.0
3.1000000000000014,0.0,0.0,0.0
3.2000000000000015,0.0,0.0,0.0
3.2000000000000015,0.0,0.0,0.0
3.3000000000000016,0.0,0.0,0.0
3.3000000000000016,0.0,0.0,0.0
3.4000000000000017,0.0,0.0,0.0
3.4000000000000017,0.0,0.0,0.0
3.5000000000000018,0.0,0.0,0.0
3.5000000000000018,0.0,0.0,0.0
3.600000000000002,0.0,0.0,0.0
3.600000000000002,0.0,0.0,0.0
3.700000000000002,0.0,0.0,0.0
3.700000000000002,0.0,0.0,0.0
3.800000000000002,0.0,0.0,0.0
3.800000000000002,0.0,0.0,0.0
3.900000000000002,0.0,0.0,0.0
3.900000000000002,0.0,0.0,0.0
4.000000000000002,0.0,0.0,0.0
4.000000000000002,0.0,0.0,0.0
4.100000000000001,0.0,0.0,0.0
4.100000000000001,0.0,0.0,0.0
4.200000000000001,0.0,0.0,0.0
4.200000000000001,0.0,0.0,0.0
4.300000000000001,0.0,0.0,0.0
4.300000000000001,0.0,0.0,0.0
4.4,0.0,0.0,0.0
4.4,0.0,0.0,0.0
4.5,0.0,0.0,0.0
4.5,0.0,0.0,0.0
4.6,0.0,0.0,0.0
4.6,0.0,0.0,0.0
4.699999999999999,0.0,0.0,0.0
4.699999999999999,0.0,0.0,0.0
4.799999999999999,0.0,0.0,0.0
4.799999999999999,0.0,0.0,0.0
4.899999999999999,0.0,0.0,0.0
4.899999999999999,0.0,0.0,0.0
4.999999999999998,0.0,0.0,0.0
4.999999999999998,0.0,0.0,0.0
5.099999999999998,0.0,0.0,0.0
5.099999999999998,0.0,0.0,0.0
5.1999999999999975,0.0,0.0,0.0
5.1999999999999975,0.0,0.0,0.0
5.299999999999997,0.0,0.0,0.0
5.299999999999997,0.0,0.0,0.0
5.399999999999997,0.0,0.0,0.0
5.399999999999997,0.0,0.0,0.0
5.4999999999999964,0.0,0.0,0.0
5.4999999999999964,0.0,0.0,0.0
5.599999999999996,0.0,0.0,0.0
5.599999999999996,0.0,0.0,0.0
5.699999999999996,0.0,0.0,0.0
5.699999999999996,0.0,0.0,0.0
5.799999999999995,0.0,0.0,0.0
5.799999999999995,0.0,0.0,0.0
5.899999999999995,0.0,0.0,0.0
5.899999999999995,0.0,0.0,0.0
5.999999999999995,0.0,0.0,0.0
5.999999999999995,0.0,0.0,0.0
6.099999999999994,0.0,0.0,0.0
6.099999999999994,0.0,0.0,0.0
6.199999999999994,0.0,0.0,0.0
6.199999999999994,0.0,0.0,0.0
6.299999999999994,0.0,0.0,0.0
6.299999999999994,0.0,0.0,0.0
6.399999999999993,0.0,0.0,0.0
6.399999999999993,0.0,0.0,0.0
6.499999999999993,0.0,0.0,0.0
6.499999999999993,0.0,0.0,0.0
6.5999999999999925,0.0,0.0,0.0
6.5999999999999925,0.0,0.0,0.0
6.699999999999992,0.0,0.0,0.0
6.699999999999992,0.0,0.0,0.0
6.799999999999992,0.0,0.0,0.0
6.799999999999992,0.0,0.0,0.0
6.8999999999999915,0.0,0.0,0.0
6.8999999999999915,0.0,0.0,0.0
6.999999999999991,0.0,0.0,0.0
6.999999999999991,0.0,0.0,0.0
7.045239999999989,,1.0,
7.099999999999991,0.0,1.0,0.0
7.099999999999991,0.0,0.0,0.0
7.099999999999991,0.0,0.0,0.0
7.11007499999999,,0.0,
7.140179999999989,,1.0,
7.140209999999989,,2.0,
7.19999999999999,0.0,2.0,0.0
7.19999999999999,0.0,1.0,0.0
7.21007499999999,,1.0,
7.21007499999999,,0.0,
7.21007499999999,,0.0,
7.22014999999999,,0.0,
7.240179999999989,,1.0,
7.240209999999989,,2.0,
7.250254999999989,,3.0,
7.250284999999988,,4.0,
7.29999999999999,0.0,,0.0
7.31007499999999,,4.0,
7.31007499999999,,3.0,
7.320149999999989,,3.0,
7.320149999999989,,2.0,
7.320149999999989,,2.0,
7.320149999999989,,1.0,
7.330224999999989,,1.0,
7.330224999999989,,0.0,
7.330224999999989,,0.0,
7.3402999999999885,,0.0,
7.350254999999988,,1.0,
7.350284999999988,,2.0,
7.360329999999988,,3.0,
7.360329999999988,,4.0,
7.360359999999988,,5.0,
7.360359999999988,,6.0,
7.370404999999987,,7.0,
7.370434999999987,,8.0,
7.39999999999999,0.0,,0.0
7.4302249999999885,,8.0,
7.4302249999999885,,7.0,
7.440299999999988,,7.0,
7.440299999999988,,6.0,
7.440299999999988,,6.0,
7.440299999999988,,5.0,
7.450374999999988,,5.0,
7.450374999999988,,4.0,
7.450374999999988,,3.0,
7.450374999999988,,3.0,
7.460449999999987,,3.0,
7.460449999999987,,2.0,
7.460449999999987,,1.0,
7.460449999999987,,1.0,
7.470404999999987,,2.0,
7.470434999999987,,3.0,
7.470524999999987,,3.0,
7.470524999999987,,2.0,
7.470524999999987,,1.0,
7.470524999999987,,1.0,
7.480479999999987,,2.0,
7.480479999999987,,3.0,
7.4805099999999864,,4.0,
7.4805099999999864,,5.0,
7.480599999999987,,5.0,
7.480599999999987,,4.0,
7.480599999999987,,3.0,
7.480599999999987,,3.0,
7.490554999999986,,4.0,
7.490584999999986,,5.0,
7.490674999999986,,5.0,
7.490674999999986,,4.0,
7.490674999999986,,3.0,
7.490674999999986,,3.0,
7.499999999999989,0.0,,0.0
7.500629999999986,,4.0,
7.500629999999986,,5.0,
7.500659999999986,,6.0,
7.500659999999986,,7.0,
7.500749999999986,,7.0,
7.500749999999986,,6.0,
7.500749999999986,,5.0,
7.500749999999986,,5.0,
7.510824999999985,,5.0,
7.510824999999985,,4.0,
7.510824999999985,,3.0,
7.510824999999985,,3.0,
7.520899999999985,,3.0,
7.520899999999985,,2.0,
7.520899999999985,,1.0,
7.520899999999985,,1.0,
7.530974999999985,,1.0,
7.530974999999985,,0.0,
7.530974999999985,,0.0,
7.541049999999984,,0.0,
7.599999999999989,0.0,,0.0
7.630974999999984,,0.0,
7.641049999999984,,0.0,
7.699999999999989,0.0,,0.0
7.730974999999984,,0.0,
7.7410499999999836,,0.0,
7.799999999999988,0.0,,0.0
7.830974999999984,,0.0,
7.841049999999983,,0.0,
7.899999999999988,0.0,,0.0
