all_processing_times,all_data_arrival_times
4.33,0.41693999999999753
3.2699999999999996,0.2716099999999315
5.900000000000002,2.611555000000088
2.253999999999998,0.3733400000020026
5.050000000000004,4.593270000001802
4.153999999999996,0.21685000000137222
5.548000000000002,0.3943300000008918
5.406000000000006,0.21246000000020615
2.337999999999994,3.0662300000007576
3.98599999999999,0.3335700000008899
5.622000000000014,2.92993500000037
4.8019999999999925,0.23703500000036115
4.430000000000007,0.34405999999989945
2.684000000000001,0.17015999999997966
3.6640000000000015,3.2887950000000075
4.602000000000004,1.1548050000006427
3.136000000000003,0.3569700000030167
2.1440000000000055,0.34985000000172306
3.0859999999999985,0.3134000000006978
4.534000000000006,0.28752000000010014
2.288000000000011,0.28195999999968535
4.388000000000005,0.3105200000006789
2.1260000000000048,0.2449299999999539
4.722000000000008,0.18961500000042975
5.494,4.07334999999992
3.0380000000000003,0.3796299999999988
5.3919999999999995,3.2987250000000046
4.9040000000000035,1.8757800000011144
4.777999999999999,1.450275000001362
5.5,0.2753400000016626
5.219999999999999,0.3844300000008616
5.766000000000005,0.3721600000001928
4.364000000000004,3.6646400000008725
4.259999999999991,0.24994000000077676
4.616000000000014,0.2885900000000845
2.5519999999999925,0.24283500000026947
3.0720000000000027,1.9081199999997978
5.453333333333333,3.385565000000067
5.046666666666667,0.2147550000010483
3.443333333333328,0.30001500000281567
2.7133333333333383,0.498944999998713
2.730000000000004,0.2971549999970904
2.700000000000003,0.21690499999739643
5.61666666666666,2.724480000000142
4.653333333333336,0.24469999999968195
4.3300000000000125,4.420115000001658
4.930000000000007,0.2693550000042819
3.333333333333343,3.484410000000395
4.670000000000002,0.30618499999990334
5.606666666666669,0.4607750000034443
3.336666666666673,2.1019650000012007
5.573333333333338,0.5344449999987262
5.086666666666673,3.4412649999984666
4.236666666666665,0.19030499999657025
4.766666666666666,5.607079999999115
4.846666666666664,5.741380000004369
4.283333333333331,0.2834750000029942
5.596666666666664,2.878910000003799
2.643333333333345,0.3161200000013764
2.759999999999998,0.21713499999972186
5.06666666666667,0.4608750000034476
2.8866666666666703,0.28557500000037805
2.8599999999999994,0.2931249999979002
2.4933333333333394,2.9377649999983504
4.36666666666666,0.28395499999595586
3.88333333333334,3.7810500000000644
2.1466666666666754,3.9933900000030462
3.969999999999999,0.2937150000039992
5.099999999999994,1.8790100000038024
4.960000000000001,0.29640000000002686
4.591249999999999,0.25521999999971356
2.1625000000000014,0.29002000000060946
4.497500000000002,0.2704000000040594
4.991250000000001,0.2660000000075371
4.685000000000002,0.28021500000079413
4.452500000000001,0.2253149999987727
4.364999999999995,0.21895499999686763
2.2975000000000136,0.23853499999967198
2.383749999999992,6.276660000005876
5.530000000000001,0.2516200000213473
4.431250000000006,3.8650700000046925
5.733750000000001,0.43520000000008885
2.15625,0.2516199999994022
3.2650000000000006,0.2746600000016812
4.863749999999996,0.23472000000499094
5.771249999999995,0.23424000000855472
3.575000000000003,0.2817749999997545
2.2549999999999955,0.23667499999808683
3.2549999999999955,0.24841499999627104
4.930000000000007,0.25623500000523336
5.172500000000014,0.27672000001132346
5.293749999999989,3.1859300000064366
3.1125000000000114,0.25167000000965345
4.623750000000001,0.4353000000000886
5.982500000000002,0.2610199999992382
4.378749999999997,0.28844000000297854
5.728749999999998,0.24092000000624125
4.256249999999994,4.59387500000156
4.176249999999996,0.2526949999992496
2.643749999999997,0.25071499999748426
2.9737499999999955,0.27029499999565587
2.0162500000000136,2.7328050000053565
2.741250000000008,0.2728600000165784
3.8187499999999943,0.3153900000121723
3.884999999999991,0.24539000001470868
