Site,Category,Total Jobs,Completed Jobs,Average Completion Time,Average Waiting Time
1,0,31,30,6.512466666666664,0.24535534071497594
1,1,34,32,7.569166666666667,0.24035411094178308
1,2,43,42,8.836101190476198,0.37690366568636585
