time_bin,goodput,time_bin_mid
"[2, 3)",0.0,2.5
"[7, 8)",0.0,7.5
"[13, 14)",88.5,13.5
"[14, 15)",47.5,14.5
"[19, 20)",56.0,19.5
"[21, 22)",0.0,21.5
"[23, 24)",66.0,23.5
"[24, 25)",87.0,24.5
"[25, 26)",50.5,25.5
"[26, 27)",24.0,26.5
"[32, 33)",88.5,32.5
"[33, 34)",35.5,33.5
"[35, 36)",43.5,35.5
"[36, 37)",71.5,36.5
"[38, 39)",88.5,38.5
"[39, 40)",150.0,39.5
"[40, 41)",40.25,40.5
"[42, 43)",0.0,42.5
"[48, 49)",61.5,48.5
"[49, 50)",69.0,49.5
"[50, 51)",42.5,50.5
"[51, 52)",61.25,51.5
"[52, 53)",97.5,52.5
"[53, 54)",78.0,53.5
"[54, 55)",24.5,54.5
"[55, 56)",72.0,55.5
"[56, 57)",64.5,56.5
"[59, 60)",34.5,59.5
"[60, 61)",102.0,60.5
"[62, 63)",0.0,62.5
"[64, 65)",13.5,64.5
"[65, 66)",56.25,65.5
"[66, 67)",61.25,66.5
"[67, 68)",48.0,67.5
"[68, 69)",76.5,68.5
"[69, 70)",6.0,69.5
"[70, 71)",30.375,70.5
"[71, 72)",64.75,71.5
"[72, 73)",1.5,72.5
"[73, 74)",3.0,73.5
"[74, 75)",8.0,74.5
"[75, 76)",70.5,75.5
"[76, 77)",42.5,76.5
"[77, 78)",50.0,77.5
"[78, 79)",67.5,78.5
"[79, 80)",48.75,79.5
"[80, 81)",19.5,80.5
"[81, 82)",25.5,81.5
"[82, 83)",30.75,82.5
"[83, 84)",133.5,83.5
"[84, 85)",36.5,84.5
"[85, 86)",63.0,85.5
"[86, 87)",45.5,86.5
"[87, 88)",94.0,87.5
"[90, 91)",55.5,90.5
"[91, 92)",75.0,91.5
"[92, 93)",76.5,92.5
"[93, 94)",67.75,93.5
"[94, 95)",100.5,94.5
"[102, 103)",0.0,102.5
"[104, 105)",0.0,104.5
"[106, 107)",4.5,106.5
"[107, 108)",6.0,107.5
"[108, 109)",48.75,108.5
"[109, 110)",65.0,109.5
"[110, 111)",71.33333333333333,110.5
"[111, 112)",76.5,111.5
"[112, 113)",16.0,112.5
"[115, 116)",64.5,115.5
"[116, 117)",49.5,116.5
"[117, 118)",24.166666666666668,117.5
"[118, 119)",60.75,118.5
"[119, 120)",60.75,119.5
"[120, 121)",31.5,120.5
"[121, 122)",6.0,121.5
"[122, 123)",14.25,122.5
"[123, 124)",28.0,123.5
"[124, 125)",30.75,124.5
"[125, 126)",28.5,125.5
"[126, 127)",12.75,126.5
"[127, 128)",39.75,127.5
"[128, 129)",25.5,128.5
"[129, 130)",30.0,129.5
"[130, 131)",76.5,130.5
"[131, 132)",9.5,131.5
"[132, 133)",30.0,132.5
"[133, 134)",51.75,133.5
"[134, 135)",65.25,134.5
"[135, 136)",46.5,135.5
"[136, 137)",10.5,136.5
"[137, 138)",81.0,137.5
"[138, 139)",30.0,138.5
"[142, 143)",0.0,142.5
"[144, 145)",0.0,144.5
"[145, 146)",6.75,145.5
"[146, 147)",14.25,146.5
"[147, 148)",12.0,147.5
"[148, 149)",13.5,148.5
"[149, 150)",54.75,149.5
"[150, 151)",52.5,150.5
"[151, 152)",15.75,151.5
"[152, 153)",45.0,152.5
"[153, 154)",76.75,153.5
"[154, 155)",75.0,154.5
"[155, 156)",64.5,155.5
"[156, 157)",34.5,156.5
"[157, 158)",30.75,157.5
"[158, 159)",43.5,158.5
"[159, 160)",70.0,159.5
"[160, 161)",42.0,160.5
"[161, 162)",55.5,161.5
"[162, 163)",21.0,162.5
"[163, 164)",48.0,163.5
"[164, 165)",44.25,164.5
"[165, 166)",81.0,165.5
"[166, 167)",53.0,166.5
"[169, 170)",23.25,169.5
"[170, 171)",45.75,170.5
"[171, 172)",48.0,171.5
"[172, 173)",29.25,172.5
"[173, 174)",25.5,173.5
"[174, 175)",28.5,174.5
"[175, 176)",9.0,175.5
"[176, 177)",9.0,176.5
"[177, 178)",11.25,177.5
"[178, 179)",19.5,178.5
"[179, 180)",29.375,179.5
"[180, 181)",38.5,180.5
"[181, 182)",55.5,181.5
"[182, 183)",49.5,182.5
"[183, 184)",45.0,183.5
"[184, 185)",28.0,184.5
"[185, 186)",6.375,185.5
"[186, 187)",18.5,186.5
"[187, 188)",27.0,187.5
"[188, 189)",44.0,188.5
"[189, 190)",46.5,189.5
"[190, 191)",17.5,190.5
"[191, 192)",23.666666666666668,191.5
"[192, 193)",19.2,192.5
"[193, 194)",36.0,193.5
"[194, 195)",30.0,194.5
"[195, 196)",40.875,195.5
"[196, 197)",18.0,196.5
"[197, 198)",30.375,197.5
"[198, 199)",54.5,198.5
"[199, 200)",41.5,199.5
