time,retransmissions,connection_id,src,dst
121.16507500000216,0,50241,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
133.7007704345132,0,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
133.7008004345132,1,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
133.75893100519943,2,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
133.75896100519944,3,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
133.81233275454989,4,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
133.8123627545499,5,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
133.85780178523154,6,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
133.85783178523155,7,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
133.900098437078,5,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
133.900128437078,6,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
133.93836925744364,4,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
133.93839925744365,5,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
133.97436747526356,4,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
133.97439747526357,5,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.00712716585602,5,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.00715716585603,6,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.05845314512442,2,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.05848314512443,3,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.10966212698426,2,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.10969212698427,3,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.16201873611163,2,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.16204873611164,3,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.2141295190981,1,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.2141595190981,2,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.24712520421122,2,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.24715520421123,3,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.27725767868523,2,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.27728767868524,3,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.32631484384999,0,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.72269193435315,0,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.74369356755943,0,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.74372356755944,1,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.76460749661493,0,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.76463749661494,1,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.7816496845385,2,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.7816796845385,3,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.7990728489716,2,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.79910284897161,3,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.8130606178506,4,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.8130906178506,5,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.86811116561972,2,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.86814116561973,3,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.90494789491768,2,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
134.90497789491772,3,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
135.98245378305347,0,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
136.05753018517225,1,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
136.1424394509822,2,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
136.1949650000032,0,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
136.2049950000032,0,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
136.2150250000032,0,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
137.5789500000026,0,93780,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
144.25122500000037,0,55237,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A240D0>
172.00776703125024,0,47302,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A240D0>
172.00779703125025,1,47302,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A240D0>
172.087158027344,2,47302,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A240D0>
172.087188027344,3,47302,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A240D0>
175.61422500000032,0,79678,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A240D0>
176.75214500000038,0,79678,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A240D0>
176.7521750000004,1,79678,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A240D0>
187.95300480060703,0,62069,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A240D0>
190.35732605920674,0,18254,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
190.35735605920675,1,18254,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
190.36946342680622,2,18254,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
190.36949342680623,3,18254,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
190.38134487345576,3,18254,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
190.38137487345577,4,18254,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
190.05007000000236,0,73100,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A2FC40>
192.3567900000011,0,74430,<entities.dtn.DTN object at 0x000002608DC9EFA0>,<entities.dtn.DTN object at 0x00000260B9A240D0>
