time_bin,goodput,time_bin_mid
"[1, 2)",31.5,1.5
"[3, 4)",0.0,3.5
"[4, 5)",0.0,4.5
"[5, 6)",15.75,5.5
"[6, 7)",81.0,6.5
"[7, 8)",81.5,7.5
"[8, 9)",70.0,8.5
"[9, 10)",126.0,9.5
"[11, 12)",81.0,11.5
"[12, 13)",159.5,12.5
"[13, 14)",0.0,13.5
"[14, 15)",0.0,14.5
"[16, 17)",122.0,16.5
"[18, 19)",322.0,18.5
"[19, 20)",63.5,19.5
"[21, 22)",0.0,21.5
"[22, 23)",60.0,22.5
"[23, 24)",165.5,23.5
"[25, 26)",108.2,25.5
"[27, 28)",64.0,27.5
"[33, 34)",105.25,33.5
"[35, 36)",84.5,35.5
"[40, 41)",0.0,40.5
"[41, 42)",48.142857142857146,41.5
"[42, 43)",60.6,42.5
"[43, 44)",55.666666666666664,43.5
"[44, 45)",0.0,44.5
"[45, 46)",0.0,45.5
"[46, 47)",254.0,46.5
"[47, 48)",317.0,47.5
"[52, 53)",88.0,52.5
"[53, 54)",38.0,53.5
"[55, 56)",60.2,55.5
"[56, 57)",69.0,56.5
"[57, 58)",0.0,57.5
"[59, 60)",218.0,59.5
"[61, 62)",164.5,61.5
"[62, 63)",159.0,62.5
"[64, 65)",130.0,64.5
"[66, 67)",93.0,66.5
"[69, 70)",73.5,69.5
"[72, 73)",163.0,72.5
"[74, 75)",63.333333333333336,74.5
"[76, 77)",79.6,76.5
"[80, 81)",0.0,80.5
"[82, 83)",0.0,82.5
"[83, 84)",78.25,83.5
"[84, 85)",115.66666666666667,84.5
"[85, 86)",0.0,85.5
"[86, 87)",0.0,86.5
"[87, 88)",0.0,87.5
"[88, 89)",0.0,88.5
"[89, 90)",0.0,89.5
"[90, 91)",29.2,90.5
"[91, 92)",26.5,91.5
"[92, 93)",69.77777777777777,92.5
"[93, 94)",45.42857142857143,93.5
"[94, 95)",21.181818181818183,94.5
"[95, 96)",0.0,95.5
"[96, 97)",109.25,96.5
"[97, 98)",55.166666666666664,97.5
"[103, 104)",55.333333333333336,103.5
"[105, 106)",102.0,105.5
"[106, 107)",0.0,106.5
"[107, 108)",85.25,107.5
"[108, 109)",100.66666666666667,108.5
"[109, 110)",66.0,109.5
"[110, 111)",144.0,110.5
"[115, 116)",0.0,115.5
"[117, 118)",122.4,117.5
"[121, 122)",43.0,121.5
"[122, 123)",0.0,122.5
"[123, 124)",0.0,123.5
"[124, 125)",84.33333333333333,124.5
"[127, 128)",0.0,127.5
"[130, 131)",159.66666666666666,130.5
"[131, 132)",169.5,131.5
"[132, 133)",48.75,132.5
"[133, 134)",158.5,133.5
"[134, 135)",0.0,134.5
"[135, 136)",129.0,135.5
"[140, 141)",79.0,140.5
"[141, 142)",145.5,141.5
"[142, 143)",0.0,142.5
"[143, 144)",0.0,143.5
"[145, 146)",63.0,145.5
"[146, 147)",0.0,146.5
"[147, 148)",170.66666666666666,147.5
"[148, 149)",103.33333333333333,148.5
"[149, 150)",84.6,149.5
"[155, 156)",144.0,155.5
"[156, 157)",0.0,156.5
"[157, 158)",0.0,157.5
"[158, 159)",0.0,158.5
"[159, 160)",0.0,159.5
"[160, 161)",0.0,160.5
"[161, 162)",23.5,161.5
"[162, 163)",78.79166666666667,162.5
"[163, 164)",0.0,163.5
"[164, 165)",0.0,164.5
"[165, 166)",122.0,165.5
"[166, 167)",49.4,166.5
"[172, 173)",224.0,172.5
"[173, 174)",121.5,173.5
"[174, 175)",0.0,174.5
"[175, 176)",0.0,175.5
"[176, 177)",12.166666666666666,176.5
"[177, 178)",9.666666666666666,177.5
"[178, 179)",0.0,178.5
"[179, 180)",0.0,179.5
"[180, 181)",48.375,180.5
"[181, 182)",188.08333333333334,181.5
"[182, 183)",0.0,182.5
"[183, 184)",0.0,183.5
"[184, 185)",0.0,184.5
"[185, 186)",0.0,185.5
"[186, 187)",0.0,186.5
"[187, 188)",12.5,187.5
"[188, 189)",14.125,188.5
"[189, 190)",0.0,189.5
"[190, 191)",29.90909090909091,190.5
"[191, 192)",6.818181818181818,191.5
"[192, 193)",0.0,192.5
"[193, 194)",17.55,193.5
"[194, 195)",55.2,194.5
"[195, 196)",6.9,195.5
"[196, 197)",14.090909090909092,196.5
"[197, 198)",85.38461538461539,197.5
