time_bin,goodput,time_bin_mid
"[1, 2)",63.0,1.5
"[3, 4)",0.0,3.5
"[5, 6)",0.0,5.5
"[7, 8)",88.5,7.5
"[8, 9)",84.5,8.5
"[10, 11)",88.5,10.5
"[11, 12)",150.0,11.5
"[12, 13)",10.5,12.5
"[13, 14)",0.0,13.5
"[14, 15)",0.0,14.5
"[15, 16)",4.5,15.5
"[16, 17)",57.0,16.5
"[17, 18)",17.5,17.5
"[21, 22)",12.75,21.5
"[22, 23)",31.5,22.5
"[23, 24)",82.5,23.5
"[24, 25)",107.5,24.5
"[25, 26)",23.25,25.5
"[26, 27)",118.5,26.5
"[27, 28)",60.0,27.5
"[28, 29)",75.0,28.5
"[29, 30)",65.0,29.5
"[33, 34)",88.5,33.5
"[34, 35)",141.5,34.5
"[35, 36)",87.0,35.5
"[36, 37)",72.25,36.5
"[37, 38)",66.0,37.5
"[38, 39)",150.0,38.5
"[39, 40)",109.5,39.5
"[40, 41)",0.0,40.5
"[41, 42)",0.0,41.5
"[42, 43)",0.0,42.5
"[44, 45)",0.0,44.5
"[51, 52)",73.5,51.5
"[52, 53)",41.5,52.5
"[53, 54)",35.75,53.5
"[55, 56)",0.0,55.5
"[57, 58)",0.0,57.5
"[59, 60)",54.0,59.5
"[60, 61)",150.0,60.5
"[61, 62)",99.0,61.5
"[63, 64)",73.5,63.5
"[64, 65)",67.5,64.5
"[67, 68)",73.5,67.5
"[68, 69)",42.5,68.5
"[74, 75)",0.0,74.5
"[80, 81)",19.5,80.5
"[81, 82)",132.0,81.5
"[82, 83)",5.0,82.5
"[83, 84)",0.0,83.5
"[87, 88)",21.0,87.5
"[88, 89)",49.0,88.5
"[90, 91)",0.0,90.5
"[92, 93)",0.0,92.5
"[95, 96)",0.0,95.5
"[99, 100)",73.5,99.5
"[100, 101)",66.5,100.5
"[101, 102)",44.25,101.5
"[102, 103)",73.5,102.5
"[103, 104)",50.0,103.5
"[104, 105)",80.5,104.5
"[105, 106)",22.5,105.5
"[106, 107)",65.5,106.5
"[107, 108)",0.0,107.5
"[111, 112)",103.5,111.5
"[112, 113)",87.5,112.5
"[115, 116)",0.0,115.5
"[119, 120)",72.0,119.5
"[121, 122)",103.5,121.5
"[122, 123)",42.25,122.5
"[123, 124)",0.0,123.5
"[127, 128)",0.0,127.5
"[134, 135)",0.0,134.5
"[140, 141)",88.5,140.5
"[141, 142)",126.0,141.5
"[142, 143)",50.25,142.5
"[143, 144)",0.0,143.5
"[146, 147)",0.0,146.5
"[147, 148)",0.0,147.5
"[148, 149)",34.5,148.5
"[149, 150)",51.0,149.5
"[150, 151)",69.0,150.5
"[151, 152)",129.0,151.5
"[152, 153)",12.5,152.5
"[153, 154)",58.5,153.5
"[154, 155)",94.5,154.5
"[155, 156)",76.25,155.5
"[156, 157)",60.0,156.5
"[157, 158)",28.5,157.5
"[158, 159)",27.0,158.5
"[159, 160)",90.0,159.5
"[160, 161)",30.25,160.5
"[163, 164)",43.5,163.5
"[164, 165)",60.0,164.5
"[165, 166)",45.0,165.5
"[166, 167)",37.25,166.5
"[167, 168)",22.5,167.5
"[168, 169)",24.0,168.5
"[169, 170)",48.0,169.5
"[170, 171)",55.5,170.5
"[171, 172)",45.0,171.5
"[172, 173)",108.0,172.5
"[174, 175)",0.0,174.5
"[175, 176)",1.5,175.5
"[176, 177)",27.0,176.5
"[177, 178)",75.0,177.5
"[178, 179)",113.5,178.5
"[181, 182)",49.5,181.5
"[182, 183)",45.5,182.5
"[183, 184)",0.0,183.5
"[184, 185)",37.5,184.5
"[185, 186)",43.5,185.5
"[186, 187)",59.75,186.5
"[187, 188)",118.5,187.5
"[188, 189)",74.0,188.5
"[189, 190)",2.25,189.5
"[190, 191)",46.5,190.5
"[191, 192)",52.5,191.5
"[192, 193)",112.5,192.5
"[193, 194)",13.166666666666666,193.5
"[194, 195)",52.5,194.5
"[195, 196)",28.5,195.5
"[196, 197)",41.75,196.5
"[197, 198)",30.5,197.5
