time_bin,goodput,time_bin_mid
"[1, 2)",73.5,1.5
"[6, 7)",0.0,6.5
"[7, 8)",0.0,7.5
"[8, 9)",0.0,8.5
"[9, 10)",0.0,9.5
"[10, 11)",0.0,10.5
"[11, 12)",197.125,11.5
"[12, 13)",93.66666666666667,12.5
"[13, 14)",0.0,13.5
"[14, 15)",59.5,14.5
"[19, 20)",28.0,19.5
"[21, 22)",143.0,21.5
"[22, 23)",52.0,22.5
"[23, 24)",39.333333333333336,23.5
"[26, 27)",212.0,26.5
"[27, 28)",42.5,27.5
"[28, 29)",170.5,28.5
"[30, 31)",106.33333333333333,30.5
"[31, 32)",96.0,31.5
"[32, 33)",0.0,32.5
"[33, 34)",124.0,33.5
"[38, 39)",0.0,38.5
"[39, 40)",0.0,39.5
"[40, 41)",98.625,40.5
"[41, 42)",28.75,41.5
"[43, 44)",82.5,43.5
"[44, 45)",52.0,44.5
"[47, 48)",0.0,47.5
"[48, 49)",0.0,48.5
"[49, 50)",0.0,49.5
"[50, 51)",0.0,50.5
"[51, 52)",0.0,51.5
"[52, 53)",85.5,52.5
"[53, 54)",0.0,53.5
"[54, 55)",91.33333333333333,54.5
"[55, 56)",188.66666666666666,55.5
"[59, 60)",0.0,59.5
"[60, 61)",69.2,60.5
"[61, 62)",79.0,61.5
"[64, 65)",0.0,64.5
"[67, 68)",169.4,67.5
"[68, 69)",138.5,68.5
"[69, 70)",0.0,69.5
"[71, 72)",77.0,71.5
"[74, 75)",0.0,74.5
"[76, 77)",27.0,76.5
"[77, 78)",91.5,77.5
"[78, 79)",92.75,78.5
"[80, 81)",178.66666666666666,80.5
"[85, 86)",53.5,85.5
"[88, 89)",0.0,88.5
"[89, 90)",90.0,89.5
"[90, 91)",0.0,90.5
"[91, 92)",0.0,91.5
"[92, 93)",0.0,92.5
"[93, 94)",113.33333333333333,93.5
"[94, 95)",0.0,94.5
"[95, 96)",0.0,95.5
"[96, 97)",0.0,96.5
"[97, 98)",0.0,97.5
"[98, 99)",0.0,98.5
"[99, 100)",0.5,99.5
"[100, 101)",32.5,100.5
"[101, 102)",64.81818181818181,101.5
"[102, 103)",94.27777777777777,102.5
"[103, 104)",59.714285714285715,103.5
"[104, 105)",147.0,104.5
"[105, 106)",42.0,105.5
"[106, 107)",0.0,106.5
"[108, 109)",83.0,108.5
"[109, 110)",65.33333333333333,109.5
"[110, 111)",322.0,110.5
"[112, 113)",113.5,112.5
"[113, 114)",98.0,113.5
"[114, 115)",141.0,114.5
"[116, 117)",128.5,116.5
"[117, 118)",172.5,117.5
"[120, 121)",120.75,120.5
"[121, 122)",157.5,121.5
"[122, 123)",169.5,122.5
"[124, 125)",159.0,124.5
"[126, 127)",0.0,126.5
"[127, 128)",0.0,127.5
"[128, 129)",62.0,128.5
"[129, 130)",0.0,129.5
"[130, 131)",28.0,130.5
"[131, 132)",11.0,131.5
"[132, 133)",30.125,132.5
"[133, 134)",0.0,133.5
"[134, 135)",0.0,134.5
"[135, 136)",0.0,135.5
"[136, 137)",22.5,136.5
"[137, 138)",205.94444444444446,137.5
"[138, 139)",134.4,138.5
"[142, 143)",43.666666666666664,142.5
"[143, 144)",0.0,143.5
"[144, 145)",0.0,144.5
"[145, 146)",82.4,145.5
"[146, 147)",0.0,146.5
"[147, 148)",0.0,147.5
"[148, 149)",0.0,148.5
"[149, 150)",0.0,149.5
"[150, 151)",0.0,150.5
"[151, 152)",0.0,151.5
"[152, 153)",0.0,152.5
"[153, 154)",0.0,153.5
"[154, 155)",21.571428571428573,154.5
"[155, 156)",0.0,155.5
"[156, 157)",0.0,156.5
"[157, 158)",0.0,157.5
"[158, 159)",10.071428571428571,158.5
"[159, 160)",0.0,159.5
"[160, 161)",0.0,160.5
"[161, 162)",0.0,161.5
"[162, 163)",0.0,162.5
"[163, 164)",0.0,163.5
"[164, 165)",15.5,164.5
"[165, 166)",0.0,165.5
"[166, 167)",14.625,166.5
"[167, 168)",60.15,167.5
"[168, 169)",45.22727272727273,168.5
"[169, 170)",55.15,169.5
"[170, 171)",57.05555555555556,170.5
"[171, 172)",41.57142857142857,171.5
"[172, 173)",0.0,172.5
"[173, 174)",0.0,173.5
"[174, 175)",0.0,174.5
"[175, 176)",19.4,175.5
"[176, 177)",0.0,176.5
"[177, 178)",0.0,177.5
"[178, 179)",0.0,178.5
"[179, 180)",46.25,179.5
"[180, 181)",0.0,180.5
"[181, 182)",0.0,181.5
"[182, 183)",43.0,182.5
"[183, 184)",0.0,183.5
"[184, 185)",0.0,184.5
"[185, 186)",0.0,185.5
"[186, 187)",0.0,186.5
"[187, 188)",0.0,187.5
"[188, 189)",0.0,188.5
"[189, 190)",0.0,189.5
"[190, 191)",0.0,190.5
"[191, 192)",0.0,191.5
"[192, 193)",0.0,192.5
"[193, 194)",0.0,193.5
"[194, 195)",0.0,194.5
"[195, 196)",0.0,195.5
"[196, 197)",0.0,196.5
"[197, 198)",0.0,197.5
"[198, 199)",0.0,198.5
"[199, 200)",0.0,199.5
