processor_ids,avg_processing_times,avg_data_arrival_times
0,4.057636363636365,2.1003272727259534
1,4.001666666666665,1.9235249999983985
2,4.094,1.4813363636346757
3,3.3542424242424236,3.7959636363611513
4,3.3299999999999996,3.6369599999977495
5,3.7460606060606056,3.2575454545427647
6,4.154791666666664,5.695175000000262
7,4.2602777777777785,9.560922222223539
8,4.228977272727272,7.269045454547123
