waiting_times,completion_times,turnaround_time,mid_points
0.19891634100192768,6.6875,6.886416341001928,8.5
0.3627658417386215,8.305,8.667765841738621,9.5
0.3205896865467732,4.82,5.1405896865467735,15.5
0.16434255978999346,8.7925,8.956842559789994,19.5
0.1816985606917676,6.704999999999998,6.886698560691766,30.5
0.3867773468785529,9.783749999999998,10.17052734687855,32.5
0.04306203325720048,10.612500000000004,10.655562033257205,37.5
0.43705664695465885,12.898750000000007,13.335806646954666,52.5
0.2237778551308338,16.512500000000003,16.736277855130837,54.5
0.3740793626276897,7.266249999999999,7.640329362627689,57.5
0.20881938913765907,8.915,9.123819389137658,72.5
0.22775230923835466,14.20375,14.431502309238354,83.5
0.02137367024147352,8.568749999999994,8.590123670241468,85.5
0.10495395428614529,7.650000000000006,7.754953954286151,97.5
0.24851220364553228,5.408749999999998,5.65726220364553,98.5
0.14636565616356734,6.227500000000006,6.373865656163574,113.5
0.1950777630773075,6.77000000000001,6.965077763077318,114.5
0.4206606357036833,4.337500000000034,4.758160635703717,124.5
0.12564062863711456,6.784999999999997,6.910640628637111,128.5
0.1893680720392581,5.99875000000003,6.188118072039288,134.5
0.37430754546463163,5.802500000000009,6.176807545464641,136.5
0.36754491434373904,7.572500000000019,7.940044914343758,142.5
0.422475155970659,4.827500000000015,5.249975155970674,143.5
0.07089300273821664,7.262500000000017,7.333393002738234,159.5
0.2393052355356815,8.476250000000022,8.715555235535703,161.5
0.4780052424582095,11.012500000000017,11.490505242458227,172.5
0.34460033544945645,7.126250000000027,7.470850335449484,173.5
0.3578725041917892,11.38500000000002,11.742872504191809,187.5
