processor_ids,avg_processing_times,avg_data_arrival_times
18,3.9439999999999955,1.9310833333317985
19,4.290545454545455,2.620554545453173
20,3.995636363636365,2.5042636363625466
21,3.950999999999999,2.2558799999971195
22,4.204000000000004,2.595399999997494
23,3.9846666666666666,4.216769999997216
24,3.4483653846153834,4.948230769232352
25,3.8758333333333277,7.239187500003528
26,3.664062500000004,6.5831708333345675
