time_bin_mid,avg_wait_time
5.5,0.09999999999999787
7.5,0.9999999999999947
8.5,0.036975000000060376
9.5,0.03779500000005598
10.5,0.11959186274506839
11.5,0.05626022880854715
12.5,0.05300491246712875
13.5,0.054307513892320976
14.5,0.053265646858273334
15.5,0.05450690229510271
16.5,0.05423469273738546
17.5,0.06727547207034115
18.5,0.06481500000028007
19.5,0.05096894348133674
20.5,0.03961955642654148
21.5,0.4048657575757659
22.5,0.05531994736840815
23.5,0.044626790325388646
24.5,0.5887906291711099
25.5,0.05930449826266466
26.5,0.06376955255802283
27.5,0.058585175920017364
28.5,0.5367518813571799
29.5,0.05629628738482661
30.5,0.04867453470335897
31.5,0.04693963213761805
32.5,0.05334153571235325
33.5,0.053386761658108524
34.5,0.0781149999990376
35.5,0.05170352941169633
36.5,0.0532425460123408
37.5,0.07614045454539542
40.5,0.04188500000265094
42.5,0.16813833333323985
43.5,0.05300154822327817
44.5,0.05577023372689876
45.5,0.05161740989699356
46.5,0.05412847393432079
47.5,0.05165515529531585
48.5,0.056545535714269804
50.5,0.05479999999812188
51.5,0.05085704023010229
52.5,0.05533981818191482
53.5,0.05330063113199132
54.5,0.07545111111955667
55.5,0.05686211974449081
57.5,0.0516922018349254
58.5,0.05629705479442548
59.5,0.044969341639602096
60.5,0.06388170365489998
62.5,1.2576368181819266
63.5,0.05284499999908121
64.5,1.6182156896553912
65.5,0.05319813370468078
66.5,0.055813137063530714
67.5,0.051341845638807546
68.5,0.05041153284671024
69.5,0.053297339055784335
72.5,0.05342285714287779
73.5,0.05247635097493801
74.5,0.055737310924168754
80.5,0.049545161290247795
81.5,0.05227019774013477
82.5,0.056260595237878436
85.5,0.05093124423957477
86.5,0.05432587813617785
88.5,0.05047126670532612
94.5,0.038640731708112275
95.5,0.053524846796679536
96.5,0.06124687499811721
97.5,0.05056454545452996
98.5,0.05548650190109476
100.5,0.0506645161288296
101.5,0.05338462643698333
102.5,0.047652957745324534
107.5,0.05410805555601112
108.5,0.0523475820897903
109.5,0.05729170731613273
110.5,0.053979405479617985
111.5,0.052977300275401186
112.5,0.05268504672902943
114.5,0.05927634146477675
115.5,0.052037883008546365
116.5,0.05566169491415358
117.5,0.050417011952830874
118.5,0.05294988410508855
119.5,0.05028435377037255
120.5,0.05423351851850684
121.5,0.09517000000799669
123.5,0.05114290322543429
124.5,0.05306179941046546
125.5,0.05321137614543853
127.5,0.023769999987933943
130.5,0.37442499999821166
131.5,0.06511499999726311
132.5,0.06593499999721075
133.5,0.06675499999715839
134.5,0.12127321192057286
135.5,0.04950573426588479
136.5,0.06537718094020625
137.5,0.02691615384924699
138.5,0.055900035586380396
139.5,0.05005780612217041
140.5,0.051642658228513987
141.5,0.04884360169472203
142.5,0.05567609865513183
144.5,0.06644000000872552
146.5,1.4928049999990662
147.5,0.09844499999985601
148.5,0.04967499999978031
149.5,0.0009049999997046143
150.5,0.09352366255149258
151.5,0.05424835718259626
152.5,0.05186591051093373
153.5,0.05264152476040872
154.5,0.05249727411098988
155.5,0.042959999997407294
160.5,0.050856129032502674
161.5,0.04972085714258299
162.5,0.04830538355066096
163.5,0.03411540916407285
164.5,0.05171460905208415
165.5,0.05631463123904916
166.5,0.056497347039633716
167.5,0.05019877551026288
168.5,0.07797741935445493
177.5,0.07791000001680004
179.5,0.04621200000181602
180.5,0.04904000000549047
181.5,0.05052000000542023
182.5,0.17116613636474362
183.5,0.05607516260189127
184.5,0.05167121203401098
185.5,0.04963304542975658
190.5,0.05475989690739015
191.5,0.051250714285902686
192.5,0.04864059999952701
193.5,0.047802999999938575
194.5,0.05323878504697761
198.5,0.046072234043501165
199.5,0.050810759493731386
