time_bin,cwnd,time_bin_mid
"[0, 1)",44.171598804785475,0.5
"[8, 9)",54.96553945359851,8.5
"[9, 10)",53.22284686025663,9.5
"[13, 14)",25.0,13.5
"[14, 15)",43.74732220771853,14.5
"[16, 17)",55.48674264678262,16.5
"[18, 19)",31.0,18.5
"[25, 26)",47.455863595444825,25.5
"[26, 27)",12.568962572805363,26.5
"[27, 28)",25.673138896813384,27.5
"[28, 29)",48.87665572429236,28.5
"[29, 30)",48.217435129796385,29.5
"[34, 35)",18.5,34.5
"[35, 36)",55.444376240716565,35.5
"[36, 37)",49.72630763803993,36.5
"[39, 40)",23.5,39.5
"[44, 45)",53.038336693206986,44.5
"[45, 46)",56.270660079026236,45.5
"[49, 50)",53.8103889917962,49.5
"[50, 51)",1.0,50.5
"[51, 52)",1.0,51.5
"[52, 53)",1.0,52.5
"[53, 54)",1.0,53.5
"[54, 55)",1.0,54.5
"[55, 56)",1.0,55.5
"[56, 57)",18.796665747666758,56.5
"[57, 58)",15.037420858429133,57.5
"[61, 62)",48.87665572429236,61.5
"[62, 63)",65.60568908252999,62.5
"[63, 64)",52.41813432373413,63.5
"[64, 65)",37.570559885660465,64.5
"[66, 67)",50.592014054784855,66.5
"[68, 69)",33.0,68.5
"[69, 70)",64.17159629192778,69.5
"[71, 72)",53.66021844716311,71.5
"[73, 74)",1.0,73.5
"[74, 75)",1.0,74.5
"[75, 76)",1.0,75.5
"[76, 77)",1.0,76.5
"[77, 78)",1.0,77.5
"[78, 79)",1.0,78.5
"[79, 80)",23.0,79.5
"[80, 81)",52.18464524852571,80.5
"[81, 82)",47.70949077040785,81.5
"[82, 83)",34.786004329949684,82.5
"[83, 84)",51.41248357213941,83.5
"[84, 85)",1.0,84.5
"[85, 86)",1.0,85.5
"[86, 87)",1.0,86.5
"[87, 88)",37.42324426006275,87.5
"[88, 89)",16.70504216542656,88.5
"[89, 90)",56.17940804786349,89.5
"[90, 91)",48.48713043463511,90.5
"[92, 93)",50.6544229819929,92.5
"[93, 94)",56.17940804786349,93.5
"[94, 95)",52.00156966249404,94.5
"[98, 99)",49.126870417302015,98.5
"[99, 100)",46.89241719482099,99.5
"[100, 101)",46.40508704096522,100.5
"[106, 107)",8.826086956521738,106.5
"[107, 108)",52.64450888650334,107.5
"[108, 109)",1.0,108.5
"[109, 110)",1.0,109.5
"[110, 111)",1.0,110.5
"[111, 112)",21.565217391304348,111.5
"[112, 113)",1.0,112.5
"[113, 114)",43.31021753813758,113.5
"[114, 115)",1.0,114.5
"[115, 116)",1.0,115.5
"[116, 117)",1.0,116.5
"[117, 118)",51.00424039494439,117.5
"[118, 119)",1.0,118.5
"[119, 120)",1.0,119.5
"[120, 121)",1.0,120.5
"[121, 122)",1.0,121.5
"[122, 123)",1.0,122.5
"[123, 124)",31.626301871496203,123.5
"[124, 125)",1.0,124.5
"[125, 126)",1.0,125.5
"[126, 127)",45.236617977345134,126.5
"[127, 128)",47.87999337732207,127.5
"[128, 129)",1.0,128.5
"[129, 130)",1.0,129.5
"[130, 131)",1.0,130.5
"[131, 132)",1.0,131.5
"[132, 133)",47.30292817081171,132.5
"[133, 134)",16.0,133.5
"[134, 135)",1.0,134.5
"[135, 136)",1.0,135.5
"[136, 137)",1.0,136.5
"[137, 138)",1.0,137.5
"[138, 139)",19.340394683056523,138.5
"[139, 140)",25.791612819991776,139.5
"[140, 141)",39.28095584955129,140.5
"[142, 143)",53.54302220543354,142.5
"[145, 146)",53.40108429098616,145.5
"[147, 148)",54.32154615369002,147.5
"[149, 150)",55.701783918423736,149.5
"[150, 151)",55.130627099890575,150.5
"[151, 152)",52.22747656617115,151.5
"[152, 153)",54.134402987548995,152.5
"[156, 157)",52.88827919666286,156.5
"[157, 158)",43.30565088745497,157.5
"[158, 159)",1.0,158.5
"[159, 160)",20.024390243902438,159.5
"[160, 161)",1.0,160.5
"[161, 162)",43.92760678301948,161.5
"[162, 163)",42.990595740159584,162.5
"[163, 164)",25.84,163.5
"[164, 165)",1.0,164.5
"[165, 166)",1.0,165.5
"[166, 167)",1.0,166.5
"[167, 168)",1.0,167.5
"[168, 169)",1.0,168.5
"[169, 170)",1.0,169.5
"[170, 171)",44.57851380684682,170.5
"[171, 172)",1.0,171.5
"[172, 173)",1.0,172.5
"[173, 174)",1.0,173.5
"[174, 175)",1.0,174.5
"[175, 176)",1.0,175.5
"[176, 177)",1.0,176.5
"[177, 178)",1.0,177.5
"[178, 179)",11.491018366492646,178.5
"[179, 180)",25.847059816962222,179.5
"[180, 181)",15.511282634591016,180.5
"[181, 182)",12.940936188326067,181.5
"[182, 183)",26.80558577872696,182.5
"[183, 184)",1.0,183.5
"[184, 185)",1.0,184.5
"[185, 186)",1.0,185.5
"[186, 187)",1.0,186.5
"[187, 188)",1.0,187.5
"[188, 189)",1.0,188.5
"[189, 190)",1.0,189.5
"[190, 191)",1.0,190.5
"[191, 192)",1.0,191.5
"[192, 193)",1.0,192.5
"[193, 194)",1.0,193.5
"[194, 195)",1.0,194.5
"[195, 196)",1.0,195.5
"[196, 197)",1.24,196.5
"[197, 198)",7.633092763732872,197.5
"[198, 199)",14.30926150741105,198.5
"[199, 200)",13.036562583244061,199.5
