time_bin,throughput,time_bin_mid
"[1, 2)",73.5,1.5
"[9, 10)",150.0,9.5
"[10, 11)",129.0,10.5
"[14, 15)",35.0,14.5
"[15, 16)",71.5,15.5
"[17, 18)",157.16666666666666,17.5
"[19, 20)",44.0,19.5
"[23, 24)",0.0,23.5
"[25, 26)",0.0,25.5
"[26, 27)",66.5,26.5
"[27, 28)",66.375,27.5
"[28, 29)",27.5,28.5
"[29, 30)",95.0,29.5
"[30, 31)",91.0,30.5
"[34, 35)",0.0,34.5
"[35, 36)",25.5,35.5
"[36, 37)",156.25,36.5
"[37, 38)",132.33333333333334,37.5
"[40, 41)",33.0,40.5
"[45, 46)",127.5,45.5
"[46, 47)",169.5,46.5
"[48, 49)",0.0,48.5
"[50, 51)",90.33333333333333,50.5
"[51, 52)",74.66666666666667,51.5
"[52, 53)",0.0,52.5
"[53, 54)",67.0,53.5
"[54, 55)",33.5,54.5
"[55, 56)",0.0,55.5
"[56, 57)",72.6,56.5
"[57, 58)",137.83333333333334,57.5
"[58, 59)",22.5,58.5
"[62, 63)",148.66666666666666,62.5
"[64, 65)",121.5,64.5
"[65, 66)",54.25,65.5
"[66, 67)",0.0,66.5
"[67, 68)",106.5,67.5
"[69, 70)",63.0,69.5
"[72, 73)",132.75,72.5
"[73, 74)",0.0,73.5
"[74, 75)",304.0,74.5
"[75, 76)",304.0,75.5
"[76, 77)",304.0,76.5
"[77, 78)",304.0,77.5
"[78, 79)",152.0,78.5
"[79, 80)",0.0,79.5
"[80, 81)",21.666666666666668,80.5
"[81, 82)",81.33333333333333,81.5
"[82, 83)",71.2,82.5
"[83, 84)",34.0,83.5
"[84, 85)",32.857142857142854,84.5
"[85, 86)",0.0,85.5
"[86, 87)",0.0,86.5
"[87, 88)",36.3,87.5
"[88, 89)",220.07142857142858,88.5
"[89, 90)",100.0,89.5
"[90, 91)",167.5,90.5
"[91, 92)",93.0,91.5
"[93, 94)",106.0,93.5
"[94, 95)",168.0,94.5
"[95, 96)",117.5,95.5
"[99, 100)",96.5,99.5
"[100, 101)",84.5,100.5
"[101, 102)",82.5,101.5
"[104, 105)",0.0,104.5
"[106, 107)",0.0,106.5
"[107, 108)",138.0,107.5
"[108, 109)",70.5,108.5
"[109, 110)",114.0,109.5
"[110, 111)",114.0,110.5
"[111, 112)",114.0,111.5
"[112, 113)",81.2,112.5
"[113, 114)",0.0,113.5
"[114, 115)",29.8,114.5
"[115, 116)",0.0,115.5
"[116, 117)",0.0,116.5
"[117, 118)",0.0,117.5
"[118, 119)",39.833333333333336,118.5
"[119, 120)",0.0,119.5
"[120, 121)",0.0,120.5
"[121, 122)",0.0,121.5
"[122, 123)",0.0,122.5
"[123, 124)",0.0,123.5
"[124, 125)",14.0,124.5
"[125, 126)",0.0,125.5
"[126, 127)",0.0,126.5
"[127, 128)",21.875,127.5
"[128, 129)",25.375,128.5
"[129, 130)",0.0,129.5
"[130, 131)",0.0,130.5
"[131, 132)",0.0,131.5
"[132, 133)",0.0,132.5
"[133, 134)",22.333333333333332,133.5
"[134, 135)",5.777777777777778,134.5
"[135, 136)",0.0,135.5
"[136, 137)",0.0,136.5
"[137, 138)",0.0,137.5
"[138, 139)",99.42857142857143,138.5
"[139, 140)",128.4375,139.5
"[140, 141)",163.8181818181818,140.5
"[141, 142)",98.5,141.5
"[143, 144)",132.5,143.5
"[146, 147)",130.75,146.5
"[148, 149)",141.5,148.5
"[150, 151)",160.0,150.5
"[151, 152)",152.0,151.5
"[152, 153)",119.25,152.5
"[153, 154)",139.0,153.5
"[157, 158)",83.66666666666667,157.5
"[158, 159)",46.666666666666664,158.5
"[159, 160)",138.0,159.5
"[160, 161)",127.2,160.5
"[161, 162)",289.0,161.5
"[162, 163)",182.25,162.5
"[163, 164)",163.0,163.5
"[164, 165)",144.5,164.5
"[165, 166)",100.66666666666667,165.5
"[166, 167)",100.66666666666667,166.5
"[167, 168)",100.66666666666667,167.5
"[168, 169)",100.66666666666667,168.5
"[169, 170)",0.0,169.5
"[170, 171)",0.0,170.5
"[171, 172)",21.125,171.5
"[172, 173)",0.0,172.5
"[173, 174)",0.0,173.5
"[174, 175)",0.0,174.5
"[175, 176)",0.0,175.5
"[176, 177)",0.0,176.5
"[177, 178)",0.0,177.5
"[178, 179)",9.818181818181818,178.5
"[179, 180)",68.6842105263158,179.5
"[180, 181)",76.92105263157895,180.5
"[181, 182)",81.25,181.5
"[182, 183)",75.73333333333333,182.5
"[183, 184)",43.166666666666664,183.5
"[184, 185)",21.0,184.5
"[185, 186)",10.5,185.5
"[186, 187)",43.375,186.5
"[187, 188)",38.55555555555556,187.5
"[188, 189)",67.88888888888889,188.5
"[189, 190)",47.0,189.5
"[190, 191)",20.307692307692307,190.5
"[191, 192)",37.61538461538461,191.5
"[192, 193)",34.92857142857143,192.5
"[193, 194)",18.857142857142858,193.5
"[194, 195)",36.285714285714285,194.5
"[195, 196)",36.285714285714285,195.5
"[196, 197)",25.4,196.5
"[197, 198)",16.625,197.5
"[198, 199)",33.95,198.5
"[199, 200)",35.9,199.5
