job_ids,handling_times
1,0.0
5,0.006839999999999957
4,0.005279999999999951
6,0.007480000000000153
12,1.581719999999999
14,2.201614999999993
15,0.0
19,0.0
20,0.008440000000000225
21,4.371290000000318
27,0.0
29,0.0
31,0.0
32,3.8696250000009016
33,0.002400000000001512
42,2.9999750000007133
35,0.009640000000000981
46,0.0037999999999982492
45,2.6928650000000047
47,0.0
49,2.1387200000000703
52,0.0
54,0.0
55,1.801670000000108
56,2.8708299999999625
58,0.0
62,0.005639999999999645
64,0.010159999999999059
68,0.0
72,1.6505899999916522
74,0.0
75,1.08958999999912
76,1.184045000000026
79,1.033565000000003
82,0.0
86,0.00871999999999673
87,0.0021199999999979013
90,2.7598249999978464
94,0.0
92,0.0
96,0.0
99,0.0
100,1.013499999997478
101,0.0
104,1.3897549999999654
109,0.0
110,0.0
111,0.0
118,0.007199999999997431
119,0.0054800000000057025
121,0.0
122,2.1606399999951833
124,0.009399999999999409
125,0.004480000000000928
123,4.693879999999879
127,0.0
126,0.00892000000000337
134,1.6159250000000753
136,0.0
137,0.0
140,0.0
141,0.0
143,0.009240000000005466
148,0.0
149,0.0032800000000037244
151,0.0
155,0.0
158,3.6027050000047325
157,3.726140000000669
161,0.0061199999999956844
164,2.108535000001069
160,3.7902949999994178
170,0.0
173,1.8650150000009944
175,0.0
176,0.0
180,0.0
183,0.9865250000001424
186,1.7880150000022468
188,0.0026799999999980173
189,0.003720000000001278
192,0.0
193,0.0
195,1.5835299999991008
194,0.0
197,0.007080000000001974
198,0.0
199,0.0
200,0.003359999999986485
202,1.401849999999257
212,0.002600000000001046
213,2.6295950000020696
216,0.0
214,4.402429999999725
220,1.4885249999998678
219,0.011120000000005348
222,0.0
215,0.0
229,0.007640000000009195
231,0.0
235,1.6807050000003585
237,1.8986450000004993
239,2.523475000001298
243,4.142015000000555
246,0.0
247,0.0
252,0.0
253,3.5642449999153882
260,0.0
261,0.0
265,0.0
266,0.0
267,0.0
270,0.013759999999990669
272,4.459769999995814
273,0.0
278,0.0
283,2.0800750000003916
284,0.0
287,0.0037599999999997635
288,4.389914999997558
290,0.0
291,0.0
294,2.211039999993318
298,0.0
305,2.6556000000003053
308,2.803809999956968
307,0.0
311,0.0
310,0.006120000000009895
312,0.0
