processor_ids,avg_processing_times,avg_data_arrival_times
9,3.5283333333333338,1.8889583333320743
10,3.759272727272726,1.9814272727255917
11,4.087999999999999,2.391445454543551
12,3.830833333333332,3.077141666662388
13,3.5986111111111114,3.649591666662539
14,3.9552777777777792,3.217658333329087
15,3.7400000000000015,8.102550000001788
16,3.7241964285714295,5.315817857143929
17,3.878660714285716,5.270528571429446
