time_bin_mid,Router_4_avg_load,Router_5_avg_load,Router_6_avg_load
0.5,25.090458488228006,0.0,0.0
1.5,0.0,0.0,0.0
2.5,0.0,0.0,0.0
3.5,0.0,0.0,0.0
4.5,0.0,0.0,0.0
5.5,0.0,0.0,1.4
6.5,0.0,0.0,2.5
7.5,0.0,0.0,5.388888888888889
8.5,0.0,0.0,7.5
9.5,0.0,0.0,11.5
10.5,0.0,25.771844660194176,18.51826484018265
11.5,0.0,33.857723577235774,90.16485417696491
12.5,0.7,0.0,57.48549618320611
13.5,11.815315315315315,0.0,0.0
14.5,39.13557779799818,0.0,0.0
15.5,0.0,0.0,0.0
16.5,0.0,0.0,0.0
17.5,0.0,0.0,0.0
18.5,8.695187165775401,0.0,0.0
19.5,10.055944055944057,0.0,0.0
20.5,0.0,0.0,45.91494845360825
21.5,18.17808219178082,0.0,0.0
22.5,19.633587786259543,0.5,0.0
23.5,0.0,,0.0
24.5,0.0,,0.0
25.5,0.0,37.08917748917749,0.0
26.5,15.691666666666666,0.0,0.0
27.5,0.0,0.0,46.72727272727273
28.5,0.0,0.0,0.0
29.5,0.2222222222222222,0.0,45.666666666666664
30.5,18.228571428571428,0.0,0.0
31.5,0.5,0.0,0.0
32.5,20.75588235294118,0.0,0.0
33.5,0.0,0.0,0.0
34.5,0.0,0.0,0.0
35.5,0.0,0.0,0.0
36.5,0.0,0.0,0.0
37.5,0.0,0.0,1.4
38.5,0.0,0.0,2.5
39.5,0.0,0.0,66.38936170212766
40.5,0.0,0.0,220.50997866198068
41.5,0.0,0.0,141.82119205298014
42.5,0.0,29.61946902654867,0.0
43.5,18.20926243567753,0.0,0.0
44.5,0.0,0.0,0.0
45.5,0.0,0.0,0.0
46.5,0.0,0.2222222222222222,0.0
47.5,0.0,1.0,0.0
48.5,0.0,2.4,0.0
49.5,0.0,3.0,0.0
50.5,0.0,4.0,0.0
51.5,0.0,4.6,46.72727272727273
52.5,0.0,6.5,0.0
53.5,0.0,8.5,43.366689513365316
54.5,0.0,33.89225908372828,0.0
55.5,0.0,0.0,0.0
56.5,0.0,0.0,0.0
57.5,0.0,0.0,0.0
58.5,0.0,0.5,0.0
59.5,28.06160164271047,15.40952380952381,0.0
60.5,0.0,33.894594594594594,0.0
61.5,0.0,0.0,0.0
62.5,0.0,0.0,0.0
63.5,0.0,0.5,0.0
64.5,0.0,,0.0
65.5,0.0,,0.0
66.5,0.0,40.34958739684921,45.062230437461494
67.5,0.0,0.0,44.380319148936174
68.5,0.5,0.0,0.0
69.5,,0.0,0.0
70.5,13.95813953488372,0.0,0.0
71.5,0.0,0.0,0.0
72.5,0.0,0.0,0.0
73.5,0.0,0.0,0.2222222222222222
74.5,0.0,0.0,
75.5,8.987179487179487,0.0,
76.5,0.0,34.744,
77.5,20.041666666666668,40.42678440029433,
78.5,0.0,0.0,
79.5,0.0,36.49236641221374,47.107162089391494
80.5,0.0,0.0,0.0
81.5,0.0,0.0,0.0
82.5,0.0,0.0,0.0
83.5,0.0,0.0,0.0
84.5,18.437395659432386,0.0,0.0
85.5,0.0,0.0,0.0
86.5,0.0,0.0,0.0
87.5,0.0,0.6,0.0
88.5,0.0,2.0,43.17486338797814
89.5,0.0,3.5,0.5
90.5,0.0,5.5,1.0
91.5,0.0,7.5,2.0
92.5,0.0,8.538461538461538,169.353820197638
93.5,0.0,11.5,136.96941323345817
94.5,0.0,16.09090909090909,0.0
95.5,0.0,19.0,0.0
96.5,0.0,22.235294117647058,0.0
97.5,0.0,33.166666666666664,0.0
98.5,0.0,39.0,0.0
99.5,0.0,43.78436911487759,0.2222222222222222
100.5,0.0,126.00311041990669,
