time_bin,duration,time_bin_mid
"[0, 1)",0.0,0.5
"[1, 2)",0.006080000000000085,1.5
"[5, 6)",0.010959999999999859,5.5
"[8, 9)",0.0,8.5
"[9, 10)",0.0,9.5
"[11, 12)",0.0,11.5
"[13, 14)",0.0,13.5
"[14, 15)",0.009560000000000457,14.5
"[15, 16)",1.3241350000000498,15.5
"[17, 18)",0.011639999999999873,17.5
"[19, 20)",2.3050450000002556,19.5
"[20, 21)",0.0,20.5
"[21, 22)",0.0,21.5
"[22, 23)",1.76884500000045,22.5
"[24, 25)",0.01127999999999929,24.5
"[26, 27)",0.0,26.5
"[28, 29)",0.009299999999999642,28.5
"[30, 31)",0.0,30.5
"[31, 32)",0.0,31.5
"[32, 33)",2.6020500000008866,32.5
"[33, 34)",3.116735000000517,33.5
"[37, 38)",2.969349999998542,37.5
"[38, 39)",0.0,38.5
"[40, 41)",0.0,40.5
"[43, 44)",0.0,43.5
"[44, 45)",0.0,44.5
"[46, 47)",0.0,46.5
"[51, 52)",0.012479999999996494,51.5
"[52, 53)",4.601589999998687,52.5
"[53, 54)",0.0,53.5
"[56, 57)",1.3676800000000462,56.5
"[58, 59)",0.0,58.5
"[59, 60)",0.0,59.5
"[60, 61)",0.0,60.5
"[62, 63)",0.008040000000001157,62.5
"[64, 65)",0.0,64.5
"[66, 67)",1.4498849999993695,66.5
"[69, 70)",0.005319999999997549,69.5
"[72, 73)",0.0,72.5
"[74, 75)",0.0,74.5
"[76, 77)",0.00612000000000279,76.5
"[78, 79)",0.0,78.5
"[79, 80)",0.0,79.5
"[81, 82)",0.0075999999999964984,81.5
"[83, 84)",0.0,83.5
"[85, 86)",2.3864549999989464,85.5
"[88, 89)",0.0,88.5
"[89, 90)",0.006079999999997199,89.5
"[90, 91)",0.013959999999997308,90.5
"[93, 94)",0.006399999999999295,93.5
"[94, 95)",3.0913649999952924,94.5
"[96, 97)",0.006439999999997781,96.5
"[97, 98)",0.0,97.5
"[98, 99)",2.447730000001741,98.5
"[99, 100)",2.407360000001148,99.5
"[101, 102)",0.004379999999997608,101.5
"[102, 103)",0.0,102.5
"[105, 106)",0.8485575000003536,105.5
"[108, 109)",0.0,108.5
"[113, 114)",0.0,113.5
"[114, 115)",0.0,114.5
"[118, 119)",0.0,118.5
"[120, 121)",0.0,120.5
"[121, 122)",0.0,121.5
"[122, 123)",0.0,122.5
"[123, 124)",0.012960000000006744,123.5
"[124, 125)",0.0,124.5
"[128, 129)",0.0,128.5
"[133, 134)",0.011719999999996844,133.5
"[134, 135)",0.9467475000013224,134.5
"[135, 136)",0.0,135.5
"[136, 137)",0.0,136.5
"[137, 138)",0.0,137.5
"[138, 139)",0.0,138.5
"[142, 143)",0.0,142.5
"[144, 145)",0.0,144.5
"[148, 149)",2.2088449999929765,148.5
"[150, 151)",1.993814999999472,150.5
"[151, 152)",0.0063600000000008095,151.5
"[152, 153)",0.0,152.5
"[153, 154)",0.0,153.5
"[154, 155)",0.0,154.5
"[159, 160)",0.0,159.5
"[161, 162)",0.0,161.5
"[163, 164)",0.0,163.5
"[169, 170)",0.951224999996839,169.5
"[172, 173)",1.249709999993442,172.5
"[173, 174)",3.3560949999735783,173.5
"[174, 175)",0.0,174.5
"[176, 177)",0.0028599999999983083,176.5
"[178, 179)",0.003999999999990678,178.5
"[179, 180)",0.005799999999993588,179.5
"[184, 185)",0.0,184.5
"[185, 186)",1.6684349999879373,185.5
"[187, 188)",1.2119624999975969,187.5
"[188, 189)",0.0,188.5
"[189, 190)",0.8539849999974365,189.5
"[193, 194)",0.0,193.5
"[197, 198)",0.008479999999991605,197.5
"[199, 200)",0.0,199.5
