time_bin,goodput,time_bin_mid
"[2, 3)",103.5,2.5
"[3, 4)",48.5,3.5
"[6, 7)",103.5,6.5
"[7, 8)",150.0,7.5
"[8, 9)",20.5,8.5
"[15, 16)",99.0,15.5
"[16, 17)",70.0,16.5
"[18, 19)",103.5,18.5
"[19, 20)",150.0,19.5
"[20, 21)",70.5,20.5
"[21, 22)",150.0,21.5
"[22, 23)",0.25,22.5
"[23, 24)",0.0,23.5
"[26, 27)",0.0,26.5
"[30, 31)",0.0,30.5
"[31, 32)",0.0,31.5
"[33, 34)",0.0,33.5
"[35, 36)",0.0,35.5
"[36, 37)",103.5,36.5
"[37, 38)",150.0,37.5
"[38, 39)",59.75,38.5
"[39, 40)",69.0,39.5
"[41, 42)",103.5,41.5
"[42, 43)",94.5,42.5
"[43, 44)",42.75,43.5
"[45, 46)",0.0,45.5
"[46, 47)",0.0,46.5
"[48, 49)",103.5,48.5
"[49, 50)",24.75,49.5
"[50, 51)",0.0,50.5
"[52, 53)",0.0,52.5
"[53, 54)",0.0,53.5
"[54, 55)",0.0,54.5
"[58, 59)",0.0,58.5
"[63, 64)",103.5,63.5
"[64, 65)",150.0,64.5
"[65, 66)",88.5,65.5
"[69, 70)",43.5,69.5
"[70, 71)",150.0,70.5
"[71, 72)",78.5,71.5
"[72, 73)",39.0,72.5
"[73, 74)",72.5,73.5
"[74, 75)",69.75,74.5
"[75, 76)",112.5,75.5
"[76, 77)",52.0,76.5
"[77, 78)",0.0,77.5
"[82, 83)",103.5,82.5
"[83, 84)",71.5,83.5
"[88, 89)",0.0,88.5
"[91, 92)",0.0,91.5
"[97, 98)",88.5,97.5
"[98, 99)",10.5,98.5
"[101, 102)",0.0,101.5
"[102, 103)",0.0,102.5
"[104, 105)",103.5,104.5
"[105, 106)",43.5,105.5
"[106, 107)",46.75,106.5
"[107, 108)",21.75,107.5
"[108, 109)",30.0,108.5
"[109, 110)",56.75,109.5
"[110, 111)",135.0,110.5
"[111, 112)",98.5,111.5
"[121, 122)",43.5,121.5
"[122, 123)",121.5,122.5
"[126, 127)",0.0,126.5
"[128, 129)",103.5,128.5
"[129, 130)",72.83333333333333,129.5
"[130, 131)",77.0,130.5
"[131, 132)",10.5,131.5
"[132, 133)",12.0,132.5
"[133, 134)",87.0,133.5
"[134, 135)",67.5,134.5
"[135, 136)",6.5,135.5
"[136, 137)",0.0,136.5
"[137, 138)",0.0,137.5
"[142, 143)",103.5,142.5
"[143, 144)",104.5,143.5
"[144, 145)",100.5,144.5
"[145, 146)",55.0,145.5
"[146, 147)",150.0,146.5
"[147, 148)",59.25,147.5
"[148, 149)",0.0,148.5
"[149, 150)",103.5,149.5
"[150, 151)",135.0,150.5
"[151, 152)",7.75,151.5
"[153, 154)",79.0,153.5
"[155, 156)",0.0,155.5
"[163, 164)",0.0,163.5
"[167, 168)",0.0,167.5
"[169, 170)",0.0,169.5
"[178, 179)",103.5,178.5
"[179, 180)",135.0,179.5
"[180, 181)",67.0,180.5
"[181, 182)",150.0,181.5
"[182, 183)",96.5,182.5
"[184, 185)",0.0,184.5
"[188, 189)",43.5,188.5
"[189, 190)",49.0,189.5
"[190, 191)",75.5,190.5
"[191, 192)",73.5,191.5
"[192, 193)",55.0,192.5
"[193, 194)",33.5,193.5
"[195, 196)",38.0,195.5
"[198, 199)",103.5,198.5
"[199, 200)",142.5,199.5
