time_bin,throughput,time_bin_mid
"[1, 2)",48.0,1.5
"[2, 3)",54.0,2.5
"[3, 4)",10.5,3.5
"[9, 10)",61.5,9.5
"[10, 11)",66.5,10.5
"[11, 12)",33.75,11.5
"[12, 13)",68.375,12.5
"[13, 14)",49.5,13.5
"[14, 15)",38.25,14.5
"[15, 16)",0.0,15.5
"[16, 17)",37.875,16.5
"[17, 18)",90.5,17.5
"[18, 19)",60.25,18.5
"[19, 20)",1.5,19.5
"[21, 22)",60.75,21.5
"[22, 23)",27.8,22.5
"[23, 24)",85.0,23.5
"[24, 25)",0.0,24.5
"[25, 26)",120.0,25.5
"[26, 27)",59.625,26.5
"[27, 28)",19.5,27.5
"[28, 29)",82.66666666666667,28.5
"[29, 30)",208.75,29.5
"[30, 31)",341.0,30.5
"[31, 32)",0.0,31.5
"[32, 33)",107.0,32.5
"[33, 34)",51.92857142857143,33.5
"[34, 35)",40.0,34.5
"[35, 36)",25.5,35.5
"[36, 37)",39.25,36.5
"[37, 38)",46.5,37.5
"[38, 39)",45.166666666666664,38.5
"[39, 40)",42.0,39.5
"[40, 41)",69.0,40.5
"[41, 42)",195.5,41.5
"[42, 43)",0.0,42.5
"[43, 44)",0.0,43.5
"[44, 45)",350.0,44.5
"[45, 46)",175.0,45.5
"[46, 47)",87.5,46.5
"[47, 48)",100.75,47.5
"[48, 49)",85.25,48.5
"[49, 50)",50.6,49.5
"[50, 51)",42.166666666666664,50.5
"[51, 52)",51.0,51.5
"[52, 53)",34.708333333333336,52.5
"[53, 54)",12.681818181818182,53.5
"[54, 55)",15.35,54.5
"[55, 56)",15.625,55.5
"[56, 57)",12.727272727272727,56.5
"[57, 58)",23.464285714285715,57.5
"[58, 59)",16.692307692307693,58.5
"[59, 60)",19.76923076923077,59.5
"[60, 61)",0.85,60.5
"[61, 62)",0.6,61.5
"[62, 63)",0.0,62.5
"[63, 64)",1.1666666666666667,63.5
"[64, 65)",14.166666666666666,64.5
"[65, 66)",17.11111111111111,65.5
"[66, 67)",31.65,66.5
"[67, 68)",23.555555555555557,67.5
"[68, 69)",24.90909090909091,68.5
"[69, 70)",28.285714285714285,69.5
"[70, 71)",29.77777777777778,70.5
"[71, 72)",37.785714285714285,71.5
"[72, 73)",14.428571428571429,72.5
"[73, 74)",21.666666666666668,73.5
"[74, 75)",79.5625,74.5
"[75, 76)",32.25,75.5
"[76, 77)",44.0625,76.5
"[77, 78)",38.857142857142854,77.5
"[78, 79)",18.25,78.5
"[79, 80)",24.416666666666668,79.5
