time_bin,throughput,time_bin_mid
"[80, 81)",53.5,80.5
"[81, 82)",4.5,81.5
"[82, 83)",50.25,82.5
"[83, 84)",103.0,83.5
"[84, 85)",42.0,84.5
"[85, 86)",168.0,85.5
"[86, 87)",52.5,86.5
"[87, 88)",105.33333333333333,87.5
"[88, 89)",37.625,88.5
"[89, 90)",5.25,89.5
"[90, 91)",102.0,90.5
"[91, 92)",66.0,91.5
"[92, 93)",60.75,92.5
"[93, 94)",58.5,93.5
"[94, 95)",10.5,94.5
"[96, 97)",75.75,96.5
"[97, 98)",182.5,97.5
"[98, 99)",0.0,98.5
"[99, 100)",11.5,99.5
"[100, 101)",32.5,100.5
"[101, 102)",37.625,101.5
"[102, 103)",50.0,102.5
"[103, 104)",88.125,103.5
"[104, 105)",55.0,104.5
"[105, 106)",0.0,105.5
"[106, 107)",60.0,106.5
"[107, 108)",75.75,107.5
"[108, 109)",132.5,108.5
"[109, 110)",2.0,109.5
"[110, 111)",99.5,110.5
"[111, 112)",115.75,111.5
"[112, 113)",18.375,112.5
"[113, 114)",35.666666666666664,113.5
"[114, 115)",114.5,114.5
"[115, 116)",34.5,115.5
"[116, 117)",6.0,116.5
"[117, 118)",57.0,117.5
"[118, 119)",186.5,118.5
"[119, 120)",0.0,119.5
"[120, 121)",31.3,120.5
"[121, 122)",17.0,121.5
"[122, 123)",75.0,122.5
"[123, 124)",44.2,123.5
"[124, 125)",105.75,124.5
"[125, 126)",89.25,125.5
"[126, 127)",29.3,126.5
"[127, 128)",0.0,127.5
"[128, 129)",145.5,128.5
"[129, 130)",16.5,129.5
"[131, 132)",39.5,131.5
"[132, 133)",185.5,132.5
"[133, 134)",185.5,133.5
"[134, 135)",0.625,134.5
"[135, 136)",87.0,135.5
"[136, 137)",49.05,136.5
"[137, 138)",27.75,137.5
"[138, 139)",42.666666666666664,138.5
"[139, 140)",37.4,139.5
"[140, 141)",41.4,140.5
"[141, 142)",32.1,141.5
"[142, 143)",21.666666666666668,142.5
"[143, 144)",31.5,143.5
"[144, 145)",42.6,144.5
"[145, 146)",40.0,145.5
"[146, 147)",105.75,146.5
"[147, 148)",82.83333333333333,147.5
"[148, 149)",32.166666666666664,148.5
"[149, 150)",142.5,149.5
"[150, 151)",77.0,150.5
"[151, 152)",35.0,151.5
"[152, 153)",86.625,152.5
"[153, 154)",31.5,153.5
"[154, 155)",0.5,154.5
"[155, 156)",0.0,155.5
"[157, 158)",65.25,157.5
"[158, 159)",66.625,158.5
"[159, 160)",125.25,159.5
"[160, 161)",26.0,160.5
"[163, 164)",0.0,163.5
"[165, 166)",151.5,165.5
"[166, 167)",19.0,166.5
"[167, 168)",19.333333333333332,167.5
"[169, 170)",0.0,169.5
"[170, 171)",102.0,170.5
"[171, 172)",69.75,171.5
"[172, 173)",50.5,172.5
"[173, 174)",97.5,173.5
"[174, 175)",135.83333333333334,174.5
"[175, 176)",171.0,175.5
"[179, 180)",44.75,179.5
"[180, 181)",32.5,180.5
"[181, 182)",70.875,181.5
"[182, 183)",59.5,182.5
"[183, 184)",54.666666666666664,183.5
"[184, 185)",22.875,184.5
"[185, 186)",8.0,185.5
"[186, 187)",69.75,186.5
"[187, 188)",51.875,187.5
"[188, 189)",60.75,188.5
"[189, 190)",30.5,189.5
"[190, 191)",161.0,190.5
"[191, 192)",141.0,191.5
"[192, 193)",62.333333333333336,192.5
"[193, 194)",83.5,193.5
"[194, 195)",75.75,194.5
"[195, 196)",9.0,195.5
"[196, 197)",0.0,196.5
"[197, 198)",63.5,197.5
"[198, 199)",79.5,198.5
"[199, 200)",89.75,199.5
