time_bin,throughput,time_bin_mid
"[1, 2)",48.0,1.5
"[2, 3)",54.0,2.5
"[3, 4)",10.5,3.5
"[6, 7)",0.0,6.5
"[7, 8)",157.0,7.5
"[8, 9)",152.75,8.5
"[9, 10)",99.0,9.5
"[10, 11)",84.9,10.5
"[11, 12)",37.09090909090909,11.5
"[12, 13)",34.85,12.5
"[13, 14)",40.63636363636363,13.5
"[14, 15)",31.5,14.5
"[15, 16)",55.72222222222222,15.5
"[16, 17)",36.42857142857143,16.5
"[17, 18)",43.5,17.5
"[18, 19)",48.0,18.5
"[19, 20)",0.0,19.5
"[20, 21)",0.0,20.5
"[21, 22)",0.0,21.5
"[22, 23)",49.0,22.5
"[23, 24)",0.0,23.5
"[24, 25)",0.0,24.5
"[25, 26)",26.5,25.5
"[26, 27)",0.0,26.5
"[27, 28)",0.0,27.5
"[28, 29)",21.9,28.5
"[29, 30)",48.92857142857143,29.5
"[30, 31)",43.9375,30.5
"[31, 32)",27.9,31.5
"[32, 33)",52.0,32.5
"[33, 34)",130.16666666666666,33.5
"[34, 35)",54.625,34.5
"[35, 36)",20.0,35.5
"[36, 37)",70.5,36.5
"[37, 38)",113.5,37.5
"[39, 40)",41.25,39.5
"[41, 42)",0.0,41.5
"[42, 43)",297.0,42.5
"[43, 44)",97.8,43.5
"[44, 45)",43.4375,44.5
"[45, 46)",39.5,45.5
"[46, 47)",57.0,46.5
"[47, 48)",56.5,47.5
"[48, 49)",73.66666666666667,48.5
"[49, 50)",19.5,49.5
"[50, 51)",48.75,50.5
"[51, 52)",42.0,51.5
"[52, 53)",84.25,52.5
"[53, 54)",41.5,53.5
"[54, 55)",79.75,54.5
"[55, 56)",19.5,55.5
"[56, 57)",41.25,56.5
"[57, 58)",9.5,57.5
"[58, 59)",75.75,58.5
"[59, 60)",177.0,59.5
"[60, 61)",0.0,60.5
"[61, 62)",0.0,61.5
"[62, 63)",35.25,62.5
"[63, 64)",111.75,63.5
"[64, 65)",5.625,64.5
"[65, 66)",32.583333333333336,65.5
"[66, 67)",45.25,66.5
"[67, 68)",77.3,67.5
"[68, 69)",77.9,68.5
"[69, 70)",61.25,69.5
"[70, 71)",41.92857142857143,70.5
"[71, 72)",31.625,71.5
"[72, 73)",75.0,72.5
"[73, 74)",53.333333333333336,73.5
"[74, 75)",181.0,74.5
"[75, 76)",4.5,75.5
"[76, 77)",31.5,76.5
"[77, 78)",26.333333333333332,77.5
"[80, 81)",55.5,80.5
"[81, 82)",54.0,81.5
