time_bin,throughput,time_bin_mid
"[82, 83)",74.25,82.5
"[84, 85)",43.8,84.5
"[85, 86)",30.333333333333332,85.5
"[86, 87)",102.5,86.5
"[87, 88)",106.25,87.5
"[88, 89)",0.0,88.5
"[89, 90)",13.5,89.5
"[95, 96)",67.125,95.5
"[96, 97)",123.5,96.5
"[97, 98)",2.0,97.5
"[98, 99)",73.2,98.5
"[99, 100)",58.0,99.5
"[100, 101)",59.0,100.5
"[101, 102)",49.833333333333336,101.5
"[102, 103)",159.5,102.5
"[103, 104)",39.75,103.5
"[104, 105)",2.5,104.5
"[108, 109)",63.75,108.5
"[109, 110)",183.0,109.5
"[110, 111)",53.1,110.5
"[111, 112)",75.2,111.5
"[112, 113)",92.75,112.5
"[115, 116)",75.0,115.5
"[116, 117)",173.5,116.5
"[117, 118)",0.0,117.5
"[118, 119)",72.78571428571429,118.5
"[119, 120)",70.5,119.5
"[120, 121)",70.125,120.5
"[121, 122)",41.333333333333336,121.5
"[122, 123)",0.0,122.5
"[123, 124)",144.0,123.5
"[124, 125)",56.2,124.5
"[125, 126)",93.25,125.5
"[128, 129)",0.0,128.5
"[130, 131)",0.0,130.5
"[131, 132)",0.0,131.5
"[132, 133)",39.833333333333336,132.5
"[133, 134)",12.75,133.5
"[134, 135)",0.0,134.5
"[135, 136)",90.75,135.5
"[136, 137)",51.5,136.5
"[137, 138)",25.5,137.5
"[138, 139)",42.6,138.5
"[139, 140)",30.166666666666668,139.5
"[140, 141)",169.5,140.5
"[141, 142)",80.0,141.5
"[142, 143)",39.375,142.5
"[143, 144)",147.5,143.5
"[144, 145)",38.75,144.5
"[145, 146)",38.1,145.5
"[146, 147)",11.5,146.5
"[147, 148)",65.0,147.5
"[148, 149)",26.25,148.5
"[149, 150)",37.5,149.5
"[150, 151)",42.125,150.5
"[151, 152)",59.1,151.5
"[152, 153)",52.125,152.5
"[153, 154)",37.875,153.5
"[154, 155)",35.125,154.5
"[155, 156)",104.0,155.5
"[156, 157)",71.5,156.5
"[157, 158)",72.75,157.5
"[158, 159)",39.0,158.5
"[159, 160)",8.0,159.5
"[160, 161)",61.5,160.5
"[161, 162)",57.333333333333336,161.5
"[162, 163)",150.0,162.5
"[163, 164)",39.666666666666664,163.5
"[164, 165)",17.0,164.5
"[165, 166)",53.7,165.5
"[166, 167)",60.333333333333336,166.5
"[167, 168)",16.5,167.5
"[168, 169)",36.75,168.5
"[169, 170)",28.625,169.5
"[170, 171)",9.5,170.5
"[171, 172)",0.0,171.5
"[172, 173)",0.0,172.5
"[173, 174)",0.0,173.5
"[174, 175)",0.0,174.5
"[175, 176)",48.3,175.5
"[176, 177)",44.6,176.5
"[177, 178)",25.25,177.5
"[178, 179)",4.5,178.5
"[179, 180)",0.0,179.5
"[180, 181)",0.5,180.5
"[181, 182)",0.0,181.5
"[182, 183)",21.6,182.5
"[183, 184)",65.1,183.5
"[184, 185)",57.25,184.5
"[185, 186)",44.0,185.5
"[186, 187)",27.833333333333332,186.5
"[187, 188)",0.0,187.5
"[188, 189)",0.0,188.5
"[189, 190)",0.0,189.5
"[190, 191)",0.0,190.5
"[191, 192)",42.0,191.5
"[192, 193)",43.125,192.5
"[193, 194)",33.75,193.5
"[194, 195)",108.75,194.5
"[195, 196)",27.625,195.5
"[196, 197)",0.5,196.5
"[197, 198)",0.0,197.5
"[198, 199)",56.0,198.5
"[199, 200)",45.42857142857143,199.5
