time_bin,goodput,time_bin_mid
"[1, 2)",39.0,1.5
"[2, 3)",9.0,2.5
"[3, 4)",10.5,3.5
"[6, 7)",0.0,6.5
"[7, 8)",0.0,7.5
"[8, 9)",0.0,8.5
"[9, 10)",0.0,9.5
"[10, 11)",15.3,10.5
"[11, 12)",30.40909090909091,11.5
"[12, 13)",20.55,12.5
"[13, 14)",33.95454545454545,13.5
"[14, 15)",25.416666666666668,14.5
"[15, 16)",23.333333333333332,15.5
"[16, 17)",35.785714285714285,16.5
"[17, 18)",36.25,17.5
"[18, 19)",9.75,18.5
"[19, 20)",0.0,19.5
"[20, 21)",0.0,20.5
"[21, 22)",0.0,21.5
"[22, 23)",36.5,22.5
"[23, 24)",0.0,23.5
"[24, 25)",0.0,24.5
"[25, 26)",16.5,25.5
"[26, 27)",0.0,26.5
"[27, 28)",0.0,27.5
"[28, 29)",21.9,28.5
"[29, 30)",29.642857142857142,29.5
"[30, 31)",25.875,30.5
"[31, 32)",16.8,31.5
"[32, 33)",49.5,32.5
"[33, 34)",114.16666666666667,33.5
"[34, 35)",28.75,34.5
"[35, 36)",6.5,35.5
"[36, 37)",44.25,36.5
"[37, 38)",45.0,37.5
"[39, 40)",35.25,39.5
"[41, 42)",0.0,41.5
"[42, 43)",0.0,42.5
"[43, 44)",27.0,43.5
"[44, 45)",23.4375,44.5
"[45, 46)",35.5,45.5
"[46, 47)",51.75,46.5
"[47, 48)",55.0,47.5
"[48, 49)",73.66666666666667,48.5
"[49, 50)",19.5,49.5
"[50, 51)",44.25,50.5
"[51, 52)",24.6,51.5
"[52, 53)",59.125,52.5
"[53, 54)",27.0,53.5
"[54, 55)",44.5,54.5
"[55, 56)",0.0,55.5
"[56, 57)",41.25,56.5
"[57, 58)",9.5,57.5
"[58, 59)",42.0,58.5
"[59, 60)",67.5,59.5
"[60, 61)",0.0,60.5
"[61, 62)",0.0,61.5
"[62, 63)",21.0,62.5
"[63, 64)",12.375,63.5
"[64, 65)",5.625,64.5
"[65, 66)",23.083333333333332,65.5
"[66, 67)",29.25,66.5
"[67, 68)",48.3,67.5
"[68, 69)",48.3,68.5
"[69, 70)",53.25,69.5
"[70, 71)",32.57142857142857,70.5
"[71, 72)",23.0,71.5
"[72, 73)",75.0,72.5
"[73, 74)",33.833333333333336,73.5
"[74, 75)",23.5,74.5
"[75, 76)",4.5,75.5
"[76, 77)",31.5,76.5
"[77, 78)",22.666666666666668,77.5
"[80, 81)",40.5,80.5
"[81, 82)",30.0,81.5
"[82, 83)",48.75,82.5
"[84, 85)",30.6,84.5
"[85, 86)",20.333333333333332,85.5
"[86, 87)",80.5,86.5
"[87, 88)",48.5,87.5
"[88, 89)",0.0,88.5
"[89, 90)",0.0,89.5
"[95, 96)",42.0,95.5
"[96, 97)",30.75,96.5
"[97, 98)",0.0,97.5
"[98, 99)",48.9,98.5
"[99, 100)",34.7,99.5
"[100, 101)",44.0,100.5
"[101, 102)",28.833333333333332,101.5
"[102, 103)",45.0,102.5
"[103, 104)",39.75,103.5
"[104, 105)",2.5,104.5
"[108, 109)",42.0,108.5
"[109, 110)",78.0,109.5
"[110, 111)",34.5,110.5
"[111, 112)",38.9,111.5
"[112, 113)",30.5,112.5
"[115, 116)",44.25,115.5
"[116, 117)",35.5,116.5
"[117, 118)",0.0,117.5
"[118, 119)",22.714285714285715,118.5
"[119, 120)",53.625,119.5
"[120, 121)",61.875,120.5
"[121, 122)",39.0,121.5
"[122, 123)",0.0,122.5
"[123, 124)",85.5,123.5
"[124, 125)",38.4,124.5
"[125, 126)",32.5,125.5
"[128, 129)",0.0,128.5
"[130, 131)",0.0,130.5
"[131, 132)",0.0,131.5
"[132, 133)",28.0,132.5
"[133, 134)",4.5,133.5
"[134, 135)",0.0,134.5
"[135, 136)",57.0,135.5
"[136, 137)",24.0,136.5
"[137, 138)",3.0,137.5
"[138, 139)",32.1,138.5
"[139, 140)",16.166666666666668,139.5
"[140, 141)",169.5,140.5
"[141, 142)",80.0,141.5
"[142, 143)",21.75,142.5
"[143, 144)",20.25,143.5
"[144, 145)",0.0,144.5
"[145, 146)",27.3,145.5
"[146, 147)",4.3,146.5
"[147, 148)",0.0,147.5
"[148, 149)",24.25,148.5
"[149, 150)",37.5,149.5
"[150, 151)",33.0,150.5
"[151, 152)",49.5,151.5
"[152, 153)",46.125,152.5
"[153, 154)",32.25,153.5
"[154, 155)",34.375,154.5
"[155, 156)",87.5,155.5
"[156, 157)",14.5,156.5
"[157, 158)",39.75,157.5
"[158, 159)",25.5,158.5
"[159, 160)",8.0,159.5
"[160, 161)",49.5,160.5
"[161, 162)",31.833333333333332,161.5
"[162, 163)",34.5,162.5
"[163, 164)",36.166666666666664,163.5
"[164, 165)",17.0,164.5
"[165, 166)",33.0,165.5
"[166, 167)",22.833333333333332,166.5
"[167, 168)",1.5,167.5
"[168, 169)",32.25,168.5
"[169, 170)",22.25,169.5
"[170, 171)",1.25,170.5
"[171, 172)",0.0,171.5
"[172, 173)",0.0,172.5
"[173, 174)",0.0,173.5
"[174, 175)",0.0,174.5
"[175, 176)",28.5,175.5
"[176, 177)",29.6,176.5
"[177, 178)",18.583333333333332,177.5
"[178, 179)",0.0,178.5
"[179, 180)",0.0,179.5
"[180, 181)",0.5,180.5
"[181, 182)",0.0,181.5
"[182, 183)",15.6,182.5
"[183, 184)",44.7,183.5
"[184, 185)",22.75,184.5
"[185, 186)",44.0,185.5
"[186, 187)",27.833333333333332,186.5
"[187, 188)",0.0,187.5
"[188, 189)",0.0,188.5
"[189, 190)",0.0,189.5
"[190, 191)",0.0,190.5
"[191, 192)",26.0,191.5
