time_bin,retransmissions,time_bin_mid
"[1, 2)",4.25,1.5
"[2, 3)",3.5,2.5
"[6, 7)",0.0,6.5
"[7, 8)",0.0,7.5
"[8, 9)",0.0,8.5
"[9, 10)",10.55,9.5
"[10, 11)",4.925925925925926,10.5
"[11, 12)",9.778625954198473,11.5
"[12, 13)",14.666666666666666,12.5
"[13, 14)",10.26984126984127,13.5
"[14, 15)",15.738636363636363,14.5
"[15, 16)",5.882352941176471,15.5
"[17, 18)",5.522123893805309,17.5
"[18, 19)",9.555555555555555,18.5
"[19, 20)",3.0,19.5
"[20, 21)",1.2857142857142858,20.5
"[22, 23)",4.5,22.5
"[23, 24)",26.0,23.5
"[24, 25)",8.380952380952381,24.5
"[25, 26)",3.5,25.5
"[26, 27)",1.8571428571428572,26.5
"[27, 28)",2.5714285714285716,27.5
"[28, 29)",2.473684210526316,28.5
"[29, 30)",8.512987012987013,29.5
"[30, 31)",4.176470588235294,30.5
"[31, 32)",18.49367088607595,31.5
"[32, 33)",3.0,32.5
"[33, 34)",5.166666666666667,33.5
"[34, 35)",5.943661971830986,34.5
"[35, 36)",4.7727272727272725,35.5
"[36, 37)",7.3076923076923075,36.5
"[37, 38)",0.0,37.5
"[39, 40)",0.5,39.5
"[41, 42)",0.0,41.5
"[42, 43)",0.0,42.5
"[43, 44)",5.54054054054054,43.5
"[44, 45)",5.445544554455446,44.5
"[45, 46)",8.186046511627907,45.5
"[46, 47)",5.275862068965517,46.5
"[47, 48)",3.5,47.5
"[49, 50)",1.5,49.5
"[50, 51)",3.5365853658536586,50.5
"[51, 52)",6.373737373737374,51.5
"[52, 53)",8.5,52.5
"[53, 54)",14.414893617021276,53.5
"[55, 56)",7.275862068965517,55.5
"[56, 57)",3.5,56.5
"[57, 58)",8.022222222222222,57.5
"[58, 59)",7.366197183098592,58.5
"[59, 60)",5.166666666666667,59.5
"[60, 61)",5.2,60.5
"[62, 63)",6.173333333333333,62.5
"[63, 64)",0.0,63.5
"[64, 65)",0.0,64.5
"[65, 66)",10.979591836734693,65.5
"[66, 67)",6.054545454545455,66.5
"[67, 68)",6.368421052631579,67.5
"[68, 69)",0.875,68.5
"[69, 70)",5.585858585858586,69.5
"[70, 71)",4.793103448275862,70.5
"[71, 72)",1.5,71.5
"[73, 74)",5.590551181102362,73.5
"[74, 75)",6.083333333333333,74.5
"[76, 77)",0.5,76.5
"[77, 78)",1.0,77.5
"[80, 81)",2.1052631578947367,80.5
"[81, 82)",11.97872340425532,81.5
"[83, 84)",3.5,83.5
"[84, 85)",14.015384615384615,84.5
"[85, 86)",6.043478260869565,85.5
"[86, 87)",9.08235294117647,86.5
"[88, 89)",5.190476190476191,88.5
"[94, 95)",3.357142857142857,94.5
"[95, 96)",5.835,95.5
"[96, 97)",6.4,96.5
"[97, 98)",6.395348837209302,97.5
"[98, 99)",5.932203389830509,98.5
"[99, 100)",4.513513513513513,99.5
"[100, 101)",2.2,100.5
"[101, 102)",6.373737373737374,101.5
"[102, 103)",11.0,102.5
"[103, 104)",1.0,103.5
"[108, 109)",7.703703703703703,108.5
"[109, 110)",2.125,109.5
"[110, 111)",6.940860215053763,110.5
"[111, 112)",6.3125,111.5
"[112, 113)",6.0,112.5
"[115, 116)",6.276190476190476,115.5
"[116, 117)",4.543478260869565,116.5
"[117, 118)",4.40625,117.5
"[118, 119)",5.903846153846154,118.5
"[119, 120)",4.5,119.5
"[120, 121)",5.136363636363637,120.5
"[123, 124)",6.318181818181818,123.5
"[124, 125)",6.391304347826087,124.5
"[125, 126)",14.1,125.5
"[131, 132)",0.0,131.5
"[132, 133)",5.333333333333333,132.5
"[133, 134)",0.0,133.5
"[134, 135)",0.0,134.5
"[135, 136)",6.283464566929134,135.5
"[136, 137)",10.472727272727273,136.5
"[137, 138)",9.108108108108109,137.5
"[138, 139)",10.033333333333333,138.5
"[139, 140)",1.5,139.5
"[141, 142)",4.617021276595745,141.5
"[142, 143)",5.805194805194805,142.5
"[143, 144)",0.0,143.5
"[144, 145)",0.0,144.5
"[145, 146)",13.380281690140846,145.5
"[146, 147)",3.6666666666666665,146.5
"[147, 148)",1.5,147.5
"[148, 149)",3.3636363636363638,148.5
"[149, 150)",7.3,149.5
"[150, 151)",11.538461538461538,150.5
"[151, 152)",8.981818181818182,151.5
"[152, 153)",15.26923076923077,152.5
"[153, 154)",8.166666666666666,153.5
"[154, 155)",6.5,154.5
"[155, 156)",5.536585365853658,155.5
"[156, 157)",8.379310344827585,156.5
"[157, 158)",21.571428571428573,157.5
"[158, 159)",3.0,158.5
"[159, 160)",6.5,159.5
"[160, 161)",3.888888888888889,160.5
"[161, 162)",7.883928571428571,161.5
"[162, 163)",18.944444444444443,162.5
"[163, 164)",11.5,163.5
"[164, 165)",4.0,164.5
"[165, 166)",6.68503937007874,165.5
"[166, 167)",18.971014492753625,166.5
"[167, 168)",5.5,167.5
"[169, 170)",0.0,169.5
"[170, 171)",5.291666666666667,170.5
"[175, 176)",18.301204819277107,175.5
"[176, 177)",9.670103092783505,176.5
"[178, 179)",4.5,178.5
"[180, 181)",0.5,180.5
"[181, 182)",0.5,181.5
"[182, 183)",3.375,182.5
"[183, 184)",5.992063492063492,183.5
"[184, 185)",11.604166666666666,184.5
"[185, 186)",0.5,185.5
"[190, 191)",5.3125,190.5
"[191, 192)",3.890909090909091,191.5
"[192, 193)",0.0,192.5
"[196, 197)",1.5,196.5
"[197, 198)",0.0,197.5
"[198, 199)",5.326086956521739,198.5
"[199, 200)",5.105691056910569,199.5
