processor_ids,avg_processing_times,avg_data_arrival_times
0,4.2082,1.773908000000364
1,3.9854000000000007,1.9885615000006311
2,3.2792727272727293,1.9727409090912191
3,4.423030303030301,2.4527377272734245
4,3.603030303030305,3.1321009090918808
5,4.0230303030303025,2.8831659090918267
6,4.611527777777776,6.552276666672291
7,3.514861111111111,6.7032722222274295
8,3.6125,5.636903000015221
