time_bin,cwnd,time_bin_mid
"[1, 2)",5.5,1.5
"[2, 3)",48.331383754094006,2.5
"[5, 6)",15.0,5.5
"[6, 7)",57.65817985089641,6.5
"[7, 8)",65.39074074329275,7.5
"[8, 9)",10.5,8.5
"[9, 10)",54.23337385064092,9.5
"[10, 11)",65.55803772244991,10.5
"[20, 21)",22.5,20.5
"[29, 30)",5.0,29.5
"[30, 31)",36.9827302631579,30.5
"[41, 42)",15.0,41.5
"[42, 43)",57.95295809447838,42.5
"[43, 44)",65.32978672951943,43.5
"[46, 47)",5.0,46.5
"[47, 48)",46.59351483542257,47.5
"[48, 49)",64.65294248636032,48.5
"[51, 52)",11.5,51.5
"[52, 53)",43.0,52.5
"[53, 54)",64.45108098950637,53.5
"[54, 55)",65.0077780504611,54.5
"[55, 56)",2.0,55.5
"[56, 57)",40.093512930122046,56.5
"[57, 58)",65.0370888474043,57.5
"[58, 59)",66.1512736273885,58.5
"[69, 70)",3.0,69.5
"[70, 71)",10.5,70.5
"[71, 72)",33.5,71.5
"[72, 73)",62.69681111139548,72.5
"[73, 74)",65.23741586878246,73.5
"[74, 75)",66.13615315889581,74.5
"[77, 78)",2.0,77.5
"[78, 79)",5.0,78.5
"[79, 80)",33.111111111111114,79.5
"[80, 81)",54.08837683114614,80.5
"[81, 82)",55.365775729551466,81.5
"[83, 84)",15.5,83.5
"[84, 85)",57.491655119678214,84.5
"[85, 86)",61.46373152493204,85.5
"[86, 87)",3.0,86.5
"[87, 88)",28.263157894736842,87.5
"[88, 89)",46.36427223717223,88.5
"[89, 90)",51.61816876536078,89.5
"[90, 91)",62.87657972302389,90.5
"[91, 92)",64.96895930490787,91.5
"[92, 93)",65.39129178028529,92.5
"[94, 95)",23.0,94.5
"[95, 96)",62.088468088594695,95.5
"[96, 97)",28.5,96.5
"[97, 98)",63.89069462846883,97.5
"[98, 99)",34.853077789198394,98.5
"[99, 100)",61.37799521166198,99.5
"[100, 101)",46.05656631276537,100.5
"[101, 102)",63.09840668577913,101.5
"[102, 103)",43.23609706726864,102.5
"[103, 104)",35.32652752644903,103.5
"[104, 105)",56.76393041179006,104.5
"[105, 106)",64.738019498536,105.5
"[116, 117)",2.0,116.5
"[117, 118)",5.0,117.5
"[118, 119)",9.5,118.5
"[119, 120)",35.8448275862069,119.5
"[120, 121)",54.86082721961681,120.5
"[121, 122)",62.24352007890966,121.5
"[122, 123)",65.33713119221345,122.5
"[123, 124)",43.50009479331723,123.5
"[124, 125)",48.1733071895143,124.5
"[125, 126)",63.54898171383341,125.5
"[126, 127)",32.73422428670105,126.5
"[127, 128)",33.07843137254902,127.5
"[128, 129)",56.00101866743036,128.5
"[129, 130)",64.83929135914332,129.5
"[130, 131)",35.23084601794709,130.5
"[131, 132)",35.225,131.5
"[132, 133)",62.57479755025046,132.5
"[133, 134)",20.146813762493046,133.5
"[134, 135)",30.62189165700401,134.5
"[135, 136)",1.75,135.5
"[136, 137)",6.402021353279105,136.5
"[137, 138)",6.033038460352842,137.5
"[138, 139)",15.0,138.5
"[139, 140)",50.32301623148254,139.5
"[140, 141)",64.80644874972226,140.5
"[141, 142)",55.59292637805949,141.5
"[142, 143)",25.5,142.5
"[143, 144)",57.62885815379317,143.5
"[144, 145)",64.49793192573698,144.5
"[145, 146)",16.5,145.5
"[146, 147)",52.29372580565343,146.5
"[147, 148)",64.85267957078206,147.5
"[148, 149)",65.71918592046944,148.5
"[153, 154)",2.0,153.5
"[154, 155)",3.5,154.5
"[155, 156)",35.90624975790042,155.5
"[156, 157)",64.51308611909381,156.5
"[157, 158)",65.2609474995778,157.5
"[164, 165)",15.0,164.5
"[165, 166)",56.31768805576172,165.5
"[166, 167)",65.14560143242288,166.5
"[167, 168)",65.8407828580347,167.5
"[178, 179)",14.0,178.5
"[179, 180)",39.125,179.5
"[180, 181)",55.98644259479292,180.5
"[181, 182)",38.103236250243,181.5
"[182, 183)",59.13023425289016,182.5
"[183, 184)",59.82717309750275,183.5
"[184, 185)",17.266546049959395,184.5
"[185, 186)",12.792657974582502,185.5
"[186, 187)",14.451708690185603,186.5
"[187, 188)",13.395971168727103,187.5
"[188, 189)",11.993544555700785,188.5
"[189, 190)",6.953952222720686,189.5
"[190, 191)",21.007521981434692,190.5
"[191, 192)",9.138086921687874,191.5
"[192, 193)",10.12955660663857,192.5
"[193, 194)",11.122121627522715,193.5
"[194, 195)",11.992173223431049,194.5
"[195, 196)",12.954699027062695,195.5
"[196, 197)",13.041422397898355,196.5
"[197, 198)",13.02051433564639,197.5
"[198, 199)",9.695037033651786,198.5
"[199, 200)",7.574094741850195,199.5
