time_bin_mid,avg_data_arrival_time
35.5,2.0137000000005827
46.5,2.0077000000013925
54.5,2.225900000002234
111.5,2.085399999996824
119.5,2.15069999999497
141.5,1.8721999999921195
153.5,2.3685999999895557
