processor_ids,avg_processing_times,avg_data_arrival_times
0,4.607272727272728,1.9381818181781592
1,4.151999999999999,2.109285714285037
2,3.442499999999999,1.9370930933488106
3,3.2153333333333363,2.003803771212938
4,3.9525000000000006,2.1139943101257703
5,4.56095238095238,2.103457142853954
6,4.394107142857143,2.3221929408620974
7,4.383863636363639,2.686925113153544
8,3.3962499999999984,2.210762499999394
