time_bin,goodput,time_bin_mid
"[2, 3)",0.0,2.5
"[7, 8)",0.0,7.5
"[8, 9)",102.0,8.5
"[9, 10)",150.0,9.5
"[10, 11)",62.0,10.5
"[12, 13)",72.0,12.5
"[18, 19)",0.0,18.5
"[22, 23)",103.5,22.5
"[23, 24)",126.75,23.5
"[24, 25)",53.0,24.5
"[33, 34)",100.5,33.5
"[34, 35)",75.0,34.5
"[35, 36)",69.25,35.5
"[36, 37)",147.0,36.5
"[37, 38)",100.5,37.5
"[38, 39)",70.5,38.5
"[39, 40)",126.0,39.5
"[40, 41)",94.75,40.5
"[46, 47)",103.5,46.5
"[47, 48)",39.5,47.5
"[49, 50)",0.0,49.5
"[50, 51)",58.5,50.5
"[51, 52)",72.75,51.5
"[52, 53)",70.0,52.5
"[57, 58)",0.0,57.5
"[63, 64)",0.0,63.5
"[64, 65)",0.0,64.5
"[65, 66)",46.5,65.5
"[66, 67)",48.0,66.5
"[67, 68)",83.25,67.5
"[68, 69)",82.5,68.5
"[69, 70)",110.0,69.5
"[70, 71)",0.0,70.5
"[71, 72)",53.0,71.5
"[74, 75)",84.0,74.5
"[77, 78)",0.0,77.5
"[82, 83)",0.0,82.5
"[85, 86)",103.5,85.5
"[86, 87)",109.0,86.5
"[87, 88)",150.0,87.5
"[88, 89)",30.5,88.5
"[90, 91)",0.0,90.5
"[97, 98)",51.75,97.5
"[98, 99)",66.5,98.5
"[99, 100)",16.5,99.5
"[106, 107)",103.5,106.5
"[107, 108)",57.5,107.5
"[109, 110)",5.25,109.5
"[110, 111)",48.5,110.5
"[112, 113)",88.5,112.5
"[113, 114)",150.0,113.5
"[114, 115)",49.5,114.5
"[119, 120)",0.0,119.5
"[129, 130)",88.5,129.5
"[130, 131)",79.5,130.5
"[131, 132)",150.0,131.5
"[132, 133)",150.0,132.5
"[133, 134)",4.5,133.5
"[135, 136)",103.5,135.5
"[136, 137)",105.5,136.5
"[145, 146)",88.5,145.5
"[146, 147)",124.5,146.5
"[151, 152)",103.5,151.5
"[152, 153)",61.25,152.5
"[153, 154)",88.5,153.5
"[154, 155)",75.0,154.5
"[155, 156)",31.5,155.5
"[157, 158)",27.75,157.5
"[158, 159)",102.0,158.5
"[159, 160)",9.5,159.5
"[160, 161)",63.0,160.5
"[161, 162)",90.0,161.5
"[166, 167)",0.0,166.5
"[175, 176)",103.5,175.5
"[176, 177)",66.25,176.5
"[177, 178)",0.0,177.5
"[178, 179)",0.0,178.5
"[179, 180)",0.0,179.5
"[187, 188)",0.0,187.5
"[188, 189)",103.5,188.5
"[189, 190)",148.5,189.5
"[190, 191)",24.75,190.5
"[191, 192)",82.5,191.5
"[192, 193)",88.5,192.5
"[193, 194)",96.5,193.5
"[198, 199)",0.0,198.5
