time_bin,goodput,time_bin_mid
"[1, 2)",39.0,1.5
"[2, 3)",15.75,2.5
"[3, 4)",47.0,3.5
"[4, 5)",38.75,4.5
"[5, 6)",19.5,5.5
"[6, 7)",33.666666666666664,6.5
"[7, 8)",22.833333333333332,7.5
"[8, 9)",55.875,8.5
"[9, 10)",19.5,9.5
"[10, 11)",21.5,10.5
"[16, 17)",42.75,16.5
"[17, 18)",33.0,17.5
"[18, 19)",14.75,18.5
"[19, 20)",42.0,19.5
"[20, 21)",26.125,20.5
"[21, 22)",35.0,21.5
"[22, 23)",57.0,22.5
"[23, 24)",0.0,23.5
"[24, 25)",28.5,24.5
"[26, 27)",42.75,26.5
"[27, 28)",42.0,27.5
"[28, 29)",42.0,28.5
"[29, 30)",21.0,29.5
"[30, 31)",42.0,30.5
"[31, 32)",20.5,31.5
"[33, 34)",35.25,33.5
"[34, 35)",2.5,34.5
"[35, 36)",38.25,35.5
"[36, 37)",30.0,36.5
"[37, 38)",32.8,37.5
"[38, 39)",17.0,38.5
"[39, 40)",26.5,39.5
"[40, 41)",42.75,40.5
"[41, 42)",39.375,41.5
"[42, 43)",26.6,42.5
"[43, 44)",24.75,43.5
"[44, 45)",55.5,44.5
"[45, 46)",30.0,45.5
"[46, 47)",13.0,46.5
"[49, 50)",0.0,49.5
"[50, 51)",10.125,50.5
"[51, 52)",0.0,51.5
"[52, 53)",20.0,52.5
"[53, 54)",30.375,53.5
"[54, 55)",0.0,54.5
"[55, 56)",22.75,55.5
"[56, 57)",10.125,56.5
"[57, 58)",0.0,57.5
"[58, 59)",0.0,58.5
"[59, 60)",41.25,59.5
"[60, 61)",28.0,60.5
"[61, 62)",69.0,61.5
"[62, 63)",118.5,62.5
"[63, 64)",1.5,63.5
"[64, 65)",0.375,64.5
"[65, 66)",0.0,65.5
"[66, 67)",17.7,66.5
"[67, 68)",30.6,67.5
"[68, 69)",20.5,68.5
"[69, 70)",16.944444444444443,69.5
"[70, 71)",6.3,70.5
"[71, 72)",14.5,71.5
"[72, 73)",27.75,72.5
"[73, 74)",8.25,73.5
"[74, 75)",8.375,74.5
"[75, 76)",0.0,75.5
"[76, 77)",0.0,76.5
"[77, 78)",8.5,77.5
"[78, 79)",0.0,78.5
"[79, 80)",27.9,79.5
"[80, 81)",22.5,80.5
"[81, 82)",10.8,81.5
"[82, 83)",25.375,82.5
"[83, 84)",5.5,83.5
"[84, 85)",21.0,84.5
"[85, 86)",43.125,85.5
"[86, 87)",15.333333333333334,86.5
"[87, 88)",28.5,87.5
"[88, 89)",35.25,88.5
"[89, 90)",11.25,89.5
"[90, 91)",0.0,90.5
"[91, 92)",26.5,91.5
