time_bin,throughput,time_bin_mid
"[179, 180)",0.375,179.5
"[180, 181)",59.875,180.5
"[181, 182)",40.05555555555556,181.5
"[182, 183)",30.25,182.5
"[183, 184)",37.7,183.5
"[184, 185)",39.5,184.5
"[185, 186)",30.375,185.5
"[186, 187)",38.833333333333336,186.5
"[187, 188)",0.5,187.5
"[188, 189)",0.0,188.5
"[189, 190)",47.0,189.5
"[190, 191)",63.75,190.5
"[191, 192)",7.5,191.5
"[192, 193)",50.0,192.5
"[193, 194)",32.75,193.5
"[194, 195)",30.0,194.5
"[195, 196)",5.75,195.5
"[196, 197)",25.0,196.5
"[197, 198)",5.25,197.5
"[198, 199)",17.0,198.5
"[199, 200)",0.0,199.5
