time_bin,throughput,time_bin_mid
"[1, 2)",48.0,1.5
"[2, 3)",29.5,2.5
"[3, 4)",101.66666666666667,3.5
"[4, 5)",69.25,4.5
"[5, 6)",45.75,5.5
"[6, 7)",33.666666666666664,6.5
"[7, 8)",32.333333333333336,7.5
"[8, 9)",110.25,8.5
"[9, 10)",50.0,9.5
"[10, 11)",21.5,10.5
"[16, 17)",75.75,16.5
"[17, 18)",133.5,17.5
"[18, 19)",14.75,18.5
"[19, 20)",48.5,19.5
"[20, 21)",40.75,20.5
"[21, 22)",165.83333333333334,21.5
"[22, 23)",138.0,22.5
"[23, 24)",0.0,23.5
"[24, 25)",33.0,24.5
"[26, 27)",74.25,26.5
"[27, 28)",74.5,27.5
"[28, 29)",67.5,28.5
"[29, 30)",34.0,29.5
"[30, 31)",75.0,30.5
"[31, 32)",65.5,31.5
"[33, 34)",35.25,33.5
"[34, 35)",2.5,34.5
"[35, 36)",60.0,35.5
"[36, 37)",30.0,36.5
"[37, 38)",41.5,37.5
"[38, 39)",44.8,38.5
"[39, 40)",159.33333333333334,39.5
"[40, 41)",77.625,40.5
"[41, 42)",73.125,41.5
"[42, 43)",53.4,42.5
"[43, 44)",82.5,43.5
"[44, 45)",58.5,44.5
"[45, 46)",30.0,45.5
"[46, 47)",13.0,46.5
"[49, 50)",0.0,49.5
"[50, 51)",41.625,50.5
"[51, 52)",0.0,51.5
"[52, 53)",20.0,52.5
"[53, 54)",34.875,53.5
"[54, 55)",0.0,54.5
"[55, 56)",47.125,55.5
"[56, 57)",50.875,56.5
"[57, 58)",0.0,57.5
"[58, 59)",0.0,58.5
"[59, 60)",54.375,59.5
"[60, 61)",71.5,60.5
"[61, 62)",76.5,61.5
"[62, 63)",195.0,62.5
"[63, 64)",3.9,63.5
"[64, 65)",46.125,64.5
"[65, 66)",0.0,65.5
"[66, 67)",30.9,66.5
"[67, 68)",70.0,67.5
"[68, 69)",28.75,68.5
"[69, 70)",25.444444444444443,69.5
"[70, 71)",36.2,70.5
"[71, 72)",36.416666666666664,71.5
"[72, 73)",51.375,72.5
"[73, 74)",21.75,73.5
"[74, 75)",40.875,74.5
"[75, 76)",0.0,75.5
"[76, 77)",0.0,76.5
"[77, 78)",61.5,77.5
"[78, 79)",290.0,78.5
"[79, 80)",99.4,79.5
"[80, 81)",42.5,80.5
"[81, 82)",44.7,81.5
"[82, 83)",31.75,82.5
"[83, 84)",22.75,83.5
"[84, 85)",60.9,84.5
"[85, 86)",57.25,85.5
"[86, 87)",36.5,86.5
"[87, 88)",45.5,87.5
"[88, 89)",68.125,88.5
"[89, 90)",61.75,89.5
"[90, 91)",0.0,90.5
"[91, 92)",26.5,91.5
"[92, 93)",53.333333333333336,92.5
"[93, 94)",79.75,93.5
"[94, 95)",37.5,94.5
"[95, 96)",36.375,95.5
"[96, 97)",33.4,96.5
"[97, 98)",19.5,97.5
"[98, 99)",53.0,98.5
"[99, 100)",43.0,99.5
"[100, 101)",5.5,100.5
"[101, 102)",2.25,101.5
"[102, 103)",2.0,102.5
"[103, 104)",0.0,103.5
"[104, 105)",47.1,104.5
"[105, 106)",39.0,105.5
"[106, 107)",64.0,106.5
"[107, 108)",22.5,107.5
"[108, 109)",40.0,108.5
"[109, 110)",1.0,109.5
"[110, 111)",4.833333333333333,110.5
"[111, 112)",64.5,111.5
"[112, 113)",46.9,112.5
"[113, 114)",67.0,113.5
"[114, 115)",0.75,114.5
"[115, 116)",0.0,115.5
"[116, 117)",0.0,116.5
"[117, 118)",48.0,117.5
"[118, 119)",94.25,118.5
"[119, 120)",0.0,119.5
"[120, 121)",0.0,120.5
"[121, 122)",66.375,121.5
"[122, 123)",102.66666666666667,122.5
"[123, 124)",0.0,123.5
"[124, 125)",49.6,124.5
"[125, 126)",39.9,125.5
"[126, 127)",43.333333333333336,126.5
"[127, 128)",19.0,127.5
"[128, 129)",0.0,128.5
"[129, 130)",0.0,129.5
"[130, 131)",47.5,130.5
"[131, 132)",105.75,131.5
"[132, 133)",26.25,132.5
"[133, 134)",56.4,133.5
"[134, 135)",31.0,134.5
"[135, 136)",0.0,135.5
"[136, 137)",0.0,136.5
"[137, 138)",0.0,137.5
"[138, 139)",0.0,138.5
"[139, 140)",47.5,139.5
"[140, 141)",73.125,140.5
"[141, 142)",46.833333333333336,141.5
"[142, 143)",81.66666666666667,142.5
"[143, 144)",7.75,143.5
"[144, 145)",0.0,144.5
"[145, 146)",22.666666666666668,145.5
"[146, 147)",25.7,146.5
"[147, 148)",45.0,147.5
"[148, 149)",40.5,148.5
"[149, 150)",58.5,149.5
"[150, 151)",13.75,150.5
"[151, 152)",0.0,151.5
"[152, 153)",0.0,152.5
"[153, 154)",0.0,153.5
"[154, 155)",75.66666666666667,154.5
"[155, 156)",0.0,155.5
"[156, 157)",0.0,156.5
"[157, 158)",26.4,157.5
"[158, 159)",53.5,158.5
"[159, 160)",22.714285714285715,159.5
"[160, 161)",52.42857142857143,160.5
"[161, 162)",33.4,161.5
"[162, 163)",43.333333333333336,162.5
"[163, 164)",0.0,163.5
"[164, 165)",0.0,164.5
"[165, 166)",0.0,165.5
"[166, 167)",19.2,166.5
"[167, 168)",16.875,167.5
"[168, 169)",70.95,168.5
"[169, 170)",61.2,169.5
"[170, 171)",56.25,170.5
"[171, 172)",14.666666666666666,171.5
"[172, 173)",0.0,172.5
"[173, 174)",0.0,173.5
"[174, 175)",0.0,174.5
"[175, 176)",0.0,175.5
"[176, 177)",0.0,176.5
"[177, 178)",0.0,177.5
"[178, 179)",25.0,178.5
