job_ids,handling_times
1,0.0
5,0.006080000000000085
9,0.010959999999999859
14,0.0
15,0.0
19,0.0
21,0.0
23,0.009560000000000457
24,2.6482700000000996
25,0.0
27,0.011639999999999873
31,0.0
32,0.002520000000000522
36,0.0
37,1.8756300000004344
38,0.0
39,1.8497700000000776
43,0.0
44,0.0072800000000015075
45,0.0
51,2.4435150000016534
52,0.0
55,1.505905000000432
56,0.0
57,0.0
59,0.0037999999999982492
62,0.0
64,0.0
69,0.0
76,2.18346999999531
79,1.2637099999990795
80,0.0
82,1.8652249999958102
85,0.0
88,0.009920000000001039
89,3.0222599999984396
90,0.0
93,0.01120000000000232
92,3.4342900000002032
98,0.0
101,2.199449999999487
103,1.9112799999979018
104,2.880660000000134
107,0.00664000000000442
108,0.00615999999999417
114,0.0
113,0.002480000000005589
110,0.0
115,0.0
125,0.0
126,0.0
127,0.0
131,0.0028800000000046566
132,0.0
133,0.012439999999998008
136,0.0
138,0.0
139,0.008560000000002788
143,0.0
145,0.0
146,0.00767999999999347
150,0.0
152,1.4567850000011902
154,0.0
156,0.013999999999995794
155,0.009240000000005466
157,2.749535000004599
159,0.0
164,0.0
166,0.0
168,0.0
171,0.01120000000000232
174,0.0
173,2.1945650000045873
176,0.007360000000005584
182,0.0
180,0.008039999999994052
184,2.8494450000033993
187,0.0
185,0.0
191,0.0
193,0.0
194,0.0
201,0.0
202,0.0
207,0.0
210,0.0
211,0.011920000000003483
212,0.0
215,0.0
219,0.003960000000006403
216,0.0
214,0.011120000000005348
225,0.0
228,0.0
229,0.006760000000014088
231,0.0
227,2.670359999983731
233,0.0
234,0.0
236,0.0
241,0.0
244,2.3860949999946683
246,0.0
252,0.0
255,2.3566449999915733
256,2.806744999994436
258,0.0
264,2.1441250000004857
269,2.6230549999956168
273,1.4782199999975205
272,0.006280000000003838
277,0.0
278,0.0
282,0.0
283,1.7458399999919152
288,2.234189999990889
289,1.9678649999965785
290,0.0
293,0.007159999999998945
296,0.0
297,0.008839999999992187
299,0.012439999999998008
305,2.2006549999932474
307,0.012879999999995562
308,0.0
309,0.0058799999999905594
311,0.0
310,0.010879999999986012
