time,Router_7_total_load
0.0,0
0.1,0
0.2,0
0.30000000000000004,0
0.4,0
0.5,0
0.6,0
0.7,0
0.7999999999999999,0
0.8999999999999999,0
0.9999999999999999,0
1.0999999999999999,0
1.2,0
1.3,0
1.4000000000000001,0
1.5000000000000002,0
1.6000000000000003,0
1.7000000000000004,0
1.8000000000000005,0
1.9000000000000006,0
2.0000000000000004,0
2.1000000000000005,0
2.2000000000000006,0
2.3000000000000007,0
2.400000000000001,0
2.500000000000001,0
2.600000000000001,0
2.700000000000001,0
2.800000000000001,0
2.9000000000000012,0
3.0000000000000013,0
3.1000000000000014,0
3.2000000000000015,0
3.3000000000000016,0
3.4000000000000017,0
3.5000000000000018,0
3.600000000000002,0
3.700000000000002,0
3.800000000000002,0
3.900000000000002,0
4.000000000000002,0
4.100000000000001,0
4.200000000000001,0
4.300000000000001,0
4.4,0
4.5,0
4.6,0
4.699999999999999,0
4.799999999999999,0
4.899999999999999,0
4.999999999999998,0
5.099999999999998,0
5.100099999999998,1
5.1999999999999975,1
5.220989999999997,0
5.299999999999997,0
5.310074999999997,1
5.3209899999999966,1
5.331049999999996,0
5.399999999999997,0
5.420149999999996,1
5.430224999999996,2
5.4310499999999955,3
5.441109999999995,1
5.451169999999994,0
5.4999999999999964,0
5.540299999999995,1
5.5503749999999945,2
5.551169999999994,3
5.560449999999994,2
5.561229999999993,3
5.570524999999994,2
5.571289999999992,3
5.580599999999993,2
5.581349999999992,3
5.590674999999993,2
5.591409999999991,3
5.599999999999996,0
5.600749999999993,2
5.60146999999999,3
5.610824999999992,2
5.6115299999999895,3
5.620899999999992,2
5.621589999999989,3
5.630974999999991,2
5.631649999999988,3
5.641049999999991,2
5.641709999999987,3
5.651124999999991,2
5.651769999999987,3
5.66119999999999,2
5.661829999999986,3
5.67127499999999,2
5.671889999999985,3
5.6813499999999895,2
5.6819499999999845,3
5.691424999999989,2
5.692009999999984,3
5.699999999999996,0
5.701499999999989,2
5.702069999999983,3
5.711574999999988,2
5.712129999999982,3
5.721649999999988,2
5.722189999999982,3
5.7317249999999875,2
5.732249999999981,3
5.741799999999987,2
5.74230999999998,3
5.751874999999987,2
5.7523699999999796,3
5.761949999999986,2
5.762429999999979,3
5.772024999999986,2
5.772489999999978,3
5.782099999999986,2
5.782549999999977,3
5.792174999999985,2
5.792609999999977,3
5.799999999999995,0
5.802249999999985,2
5.802669999999976,3
5.812324999999984,2
5.812729999999975,3
5.822399999999984,2
5.822789999999975,3
5.832474999999984,2
5.832849999999974,3
5.842549999999983,2
5.842909999999973,3
5.852624999999983,2
5.8529699999999725,3
5.8626999999999825,2
5.863029999999972,3
5.872774999999982,2
5.873089999999971,3
5.882849999999982,2
5.88314999999997,3
5.892924999999981,2
5.89320999999997,3
5.899999999999995,0
5.902999999999981,2
5.903269999999969,3
5.9130749999999805,2
5.913329999999968,3
5.92314999999998,2
5.9233899999999675,3
5.93322499999998,2
5.933449999999967,3
5.943299999999979,2
5.943509999999966,3
5.953374999999979,2
5.953569999999965,3
5.963449999999979,2
5.963629999999965,3
5.973524999999978,2
5.973689999999964,3
5.983599999999978,2
5.983749999999963,3
5.993674999999977,2
5.993809999999963,3
5.999999999999995,0
6.003749999999977,2
6.003869999999962,3
6.013824999999977,2
6.013929999999961,3
6.023899999999976,2
6.02398999999996,3
6.033974999999976,2
6.03404999999996,3
6.0440499999999755,2
6.044109999999959,3
6.054124999999975,2
6.054169999999958,3
6.064199999999975,2
6.064229999999958,3
6.074274999999974,2
6.074289999999957,3
6.084349999999956,1
6.084349999999974,1
6.0944099999999555,1
6.094424999999974,1
6.099999999999994,0
6.104469999999955,1
6.104499999999973,1
6.114529999999954,1
6.114574999999973,1
6.124589999999953,1
6.124649999999972,1
6.134649999999953,1
6.134724999999972,1
6.144709999999952,1
6.144799999999972,1
6.154769999999951,1
6.154874999999971,1
6.1648299999999505,1
6.164949999999971,1
6.17485999999995,1
6.1750249999999705,1
6.18488999999995,1
6.18509999999997,1
6.194919999999949,1
6.19517499999997,1
6.199999999999994,0
6.204949999999949,1
6.205249999999969,1
6.214979999999948,1
6.215324999999969,1
6.225009999999948,1
6.2253999999999685,1
6.235039999999947,1
6.235474999999968,1
6.245069999999947,1
6.245549999999968,1
6.255099999999946,1
6.255624999999967,1
6.265129999999946,1
6.265699999999967,1
6.2751599999999454,1
6.275774999999967,1
6.285189999999945,1
6.285849999999966,1
6.2952199999999445,1
6.295924999999966,1
6.299999999999994,0
6.305249999999944,1
6.305999999999965,1
6.315279999999944,1
6.316074999999965,1
6.325309999999943,1
6.326149999999965,1
6.335339999999943,1
6.336224999999964,1
6.345369999999942,1
6.346299999999964,1
6.355399999999942,1
6.3563749999999635,1
6.365459999999941,1
6.366449999999963,1
6.375489999999941,1
6.376524999999963,1
6.38551999999994,1
6.386599999999962,1
6.39554999999994,1
6.396674999999962,1
6.399999999999993,0
6.405579999999939,1
6.4067499999999615,1
6.415609999999939,1
6.416824999999961,1
6.425639999999938,1
6.426899999999961,1
6.435669999999938,1
6.43697499999996,1
6.445699999999937,1
6.44704999999996,1
6.455729999999937,1
6.45712499999996,1
6.4657599999999364,1
6.467199999999959,1
6.475789999999936,1
6.477274999999959,1
6.4858199999999355,1
6.487349999999958,1
6.495849999999935,1
6.497424999999958,1
6.499999999999993,0
6.505879999999935,1
6.507499999999958,1
6.515909999999934,1
6.517574999999957,1
6.525939999999934,1
6.527649999999957,1
6.535969999999933,1
6.5377249999999565,1
6.545999999999933,1
6.547799999999956,1
6.556029999999932,1
6.557874999999956,1
6.566089999999932,1
6.567949999999955,1
6.576119999999931,1
6.578024999999955,1
6.586149999999931,1
6.5880999999999545,1
6.59617999999993,1
6.598174999999954,1
6.5999999999999925,0
6.60620999999993,1
6.608249999999954,1
6.614829999999992,1
6.616239999999929,1
6.618324999999953,1
6.626269999999929,1
6.628399999999953,1
6.636299999999928,1
6.638474999999953,1
6.646329999999928,1
6.648549999999952,1
6.6563599999999274,1
6.658624999999952,1
6.666389999999927,1
6.6686999999999514,1
6.6764199999999265,1
6.678774999999951,1
6.686439999999926,1
6.688849999999951,1
6.696459999999926,1
6.69892499999995,1
6.699999999999992,1
6.706459999999926,1
6.70899999999995,1
6.710074999999992,0
6.716459999999926,1
6.7190749999999495,1
6.724859999999992,1
6.724889999999991,2
6.726459999999926,1
6.729149999999949,1
6.7364599999999255,1
6.739224999999949,1
6.746459999999925,1
6.749299999999948,1
6.756459999999925,1
6.759374999999948,1
6.766459999999925,1
6.769449999999948,1
6.776459999999925,1
6.779524999999947,1
6.786459999999924,1
6.789599999999947,1
6.796459999999924,1
6.799674999999946,1
6.799999999999992,0
6.806459999999924,1
6.809749999999946,1
6.810074999999991,3
6.816459999999924,1
6.819824999999946,1
6.820149999999991,1
6.826459999999924,1
6.829899999999945,1
6.830224999999991,0
6.834919999999991,1
6.83494999999999,2
6.836459999999923,1
6.839974999999945,1
6.84497999999999,3
6.84500999999999,4
6.846459999999923,1
6.8500499999999445,1
6.856459999999923,1
6.860124999999944,1
6.866459999999923,1
6.870199999999944,1
6.8764599999999225,1
6.880274999999943,1
6.886459999999922,1
6.890349999999943,1
6.896459999999922,1
6.8999999999999915,0
6.9004249999999425,1
6.906459999999922,1
6.910499999999942,1
6.916459999999922,1
6.920574999999942,1
6.9264599999999215,1
6.93022499999999,7
6.930649999999941,1
6.936459999999921,1
6.94029999999999,5
6.940724999999941,1
