time_bin,throughput,time_bin_mid
"[1, 2)",31.5,1.5
"[9, 10)",0.0,9.5
"[10, 11)",62.25,10.5
"[11, 12)",60.666666666666664,11.5
"[12, 13)",36.4,12.5
"[13, 14)",19.5,13.5
"[14, 15)",0.0,14.5
"[15, 16)",69.375,15.5
"[16, 17)",119.66666666666667,16.5
"[17, 18)",78.07142857142857,17.5
"[18, 19)",69.0,18.5
"[20, 21)",126.5,20.5
"[21, 22)",0.0,21.5
"[24, 25)",327.0,24.5
"[27, 28)",0.0,27.5
"[29, 30)",0.0,29.5
"[30, 31)",62.666666666666664,30.5
"[31, 32)",65.8,31.5
"[32, 33)",76.66666666666667,32.5
"[33, 34)",65.4,33.5
"[34, 35)",0.0,34.5
"[35, 36)",11.0,35.5
"[36, 37)",6.0,36.5
"[37, 38)",101.78571428571429,37.5
"[38, 39)",65.92857142857143,38.5
"[40, 41)",339.0,40.5
"[45, 46)",119.5,45.5
"[48, 49)",0.0,48.5
"[49, 50)",134.66666666666666,49.5
"[50, 51)",0.0,50.5
"[51, 52)",41.5,51.5
"[52, 53)",0.0,52.5
"[53, 54)",56.0,53.5
"[54, 55)",64.6,54.5
"[55, 56)",53.5,55.5
"[59, 60)",0.0,59.5
"[60, 61)",0.0,60.5
"[61, 62)",213.0,61.5
"[62, 63)",87.5,62.5
"[64, 65)",93.5,64.5
"[65, 66)",0.0,65.5
"[66, 67)",57.333333333333336,66.5
"[67, 68)",0.0,67.5
"[68, 69)",116.0,68.5
"[71, 72)",154.5,71.5
"[72, 73)",161.0,72.5
"[78, 79)",88.5,78.5
"[80, 81)",0.0,80.5
"[81, 82)",244.0,81.5
"[82, 83)",29.5,82.5
"[83, 84)",0.0,83.5
"[84, 85)",0.0,84.5
"[85, 86)",0.0,85.5
"[86, 87)",113.33333333333333,86.5
"[87, 88)",109.0,87.5
"[88, 89)",135.0,88.5
"[89, 90)",63.333333333333336,89.5
"[91, 92)",139.0,91.5
"[95, 96)",87.5,95.5
"[97, 98)",114.0,97.5
"[100, 101)",135.0,100.5
"[101, 102)",0.0,101.5
"[103, 104)",0.0,103.5
"[104, 105)",301.0,104.5
"[105, 106)",82.16666666666667,105.5
"[106, 107)",0.0,106.5
"[107, 108)",22.0,107.5
"[108, 109)",48.0,108.5
"[109, 110)",191.25,109.5
"[111, 112)",0.0,111.5
"[113, 114)",141.33333333333334,113.5
"[114, 115)",95.0,114.5
"[117, 118)",131.5,117.5
"[119, 120)",0.0,119.5
"[120, 121)",72.0,120.5
"[121, 122)",0.0,121.5
"[122, 123)",188.0,122.5
"[124, 125)",166.0,124.5
"[125, 126)",104.5,125.5
"[126, 127)",74.0,126.5
"[127, 128)",134.0,127.5
"[128, 129)",129.5,128.5
"[129, 130)",39.5,129.5
"[131, 132)",0.0,131.5
"[132, 133)",106.0,132.5
"[138, 139)",0.0,138.5
"[139, 140)",103.75,139.5
"[140, 141)",152.75,140.5
"[141, 142)",98.66666666666667,141.5
"[142, 143)",74.0,142.5
"[143, 144)",52.125,143.5
"[144, 145)",0.0,144.5
"[145, 146)",0.0,145.5
"[146, 147)",0.0,146.5
"[147, 148)",0.0,147.5
"[148, 149)",0.0,148.5
"[149, 150)",0.0,149.5
"[150, 151)",27.75,150.5
"[151, 152)",25.0,151.5
"[152, 153)",110.85,152.5
"[153, 154)",129.54545454545453,153.5
"[154, 155)",52.85,154.5
"[155, 156)",38.0,155.5
"[157, 158)",0.0,157.5
"[158, 159)",0.0,158.5
"[159, 160)",78.2,159.5
"[160, 161)",0.0,160.5
"[161, 162)",195.25,161.5
"[163, 164)",104.33333333333333,163.5
"[167, 168)",122.0,167.5
"[168, 169)",75.0,168.5
"[171, 172)",94.5,171.5
"[172, 173)",55.5,172.5
"[175, 176)",71.33333333333333,175.5
"[178, 179)",0.0,178.5
"[179, 180)",134.5,179.5
"[180, 181)",0.0,180.5
"[181, 182)",0.0,181.5
"[182, 183)",0.0,182.5
"[183, 184)",71.2,183.5
"[184, 185)",32.5,184.5
"[185, 186)",0.0,185.5
"[186, 187)",42.0,186.5
"[187, 188)",0.0,187.5
"[188, 189)",173.375,188.5
"[189, 190)",203.125,189.5
"[190, 191)",156.6,190.5
"[195, 196)",0.0,195.5
"[196, 197)",0.0,196.5
"[197, 198)",83.8,197.5
"[198, 199)",75.0,198.5
"[199, 200)",329.0,199.5
