time_bin,cwnd,time_bin_mid
"[2, 3)",4.583333333333333,2.5
"[3, 4)",31.49438202247191,3.5
"[4, 5)",61.65226798009543,4.5
"[5, 6)",30.350313464260676,5.5
"[6, 7)",68.50359113146573,6.5
"[12, 13)",17.0,12.5
"[13, 14)",55.06569109553018,13.5
"[14, 15)",77.56269391656728,14.5
"[15, 16)",16.70621638536012,15.5
"[20, 21)",13.0,20.5
"[21, 22)",33.0,21.5
"[26, 27)",5.0,26.5
"[27, 28)",33.5,27.5
"[28, 29)",71.46418087106147,28.5
"[29, 30)",87.70149118923854,29.5
"[30, 31)",58.15845128440505,30.5
"[40, 41)",18.0,40.5
"[41, 42)",48.30406887169654,41.5
"[42, 43)",58.89665873029601,42.5
"[43, 44)",114.83634899358937,43.5
"[56, 57)",29.517241379310345,56.5
"[57, 58)",66.38130604634289,57.5
"[58, 59)",22.0,58.5
"[75, 76)",4.5,75.5
"[76, 77)",46.42761812263053,76.5
"[77, 78)",39.247340495305586,77.5
"[78, 79)",63.32593188976059,78.5
"[79, 80)",2.0,79.5
"[80, 81)",6.5,80.5
"[81, 82)",45.32209292588686,81.5
"[82, 83)",66.7097688650918,82.5
"[83, 84)",45.5141534056446,83.5
"[84, 85)",25.90523002951227,84.5
"[85, 86)",69.09475353614255,85.5
"[86, 87)",150.82902379333783,86.5
"[87, 88)",23.5,87.5
"[88, 89)",76.68890873303774,88.5
"[89, 90)",102.9236857504583,89.5
"[91, 92)",5.0,91.5
"[92, 93)",26.5,92.5
"[93, 94)",64.40781247974951,93.5
"[94, 95)",103.5133742995929,94.5
"[95, 96)",83.19167786850923,95.5
"[104, 105)",19.5,104.5
"[105, 106)",66.49200177349078,105.5
"[121, 122)",3.0,121.5
"[122, 123)",24.0,122.5
"[123, 124)",34.0,123.5
"[126, 127)",12.5,126.5
"[127, 128)",47.45330467946049,127.5
"[128, 129)",73.52018644226433,128.5
"[129, 130)",17.0,129.5
"[130, 131)",45.0,130.5
"[136, 137)",7.0,136.5
"[137, 138)",29.0,137.5
"[142, 143)",5.0,142.5
"[143, 144)",30.5,143.5
"[144, 145)",73.63361954408231,144.5
"[145, 146)",113.87682618671539,145.5
"[146, 147)",149.7971422109016,146.5
"[148, 149)",23.0,148.5
"[149, 150)",72.9169626451199,149.5
"[150, 151)",109.36249446234588,150.5
"[173, 174)",22.0,173.5
"[174, 175)",65.37814910913019,174.5
"[175, 176)",91.26015256284524,175.5
"[183, 184)",2.0,183.5
"[184, 185)",16.0,184.5
"[185, 186)",47.0,185.5
"[198, 199)",2.75,198.5
"[199, 200)",27.655172413793103,199.5
