Site,Category,Total Jobs,Completed Jobs,Average Completion Time,Average Waiting Time
2,0,37,35,6.2692000000000005,0.2572235920155615
2,1,36,36,7.946111111111112,0.25047306384781937
2,2,29,29,8.179353448275876,0.2730094800806716
