job_times,data_arrival_times
5.2875,3.5908499999999464
4.947499999999998,5.395899999999951
3.2650000000000006,2.9145500000001476
3.992500000000007,7.340850000000422
2.7787500000000023,2.83035000000001
3.336250000000007,5.963649999999291
3.4525000000000006,1.8486999999988853
4.4637500000000045,3.6149499999983448
3.5487499999999983,2.1443999999973613
3.2549999999999955,2.06704999999684
2.6812500000000057,2.079749999999734
4.03125,1.8425500000018644
2.0475000000000136,2.0201500000037527
5.916249999999991,5.637950000006782
2.4562500000000114,1.9515000000097302
