time_bin,throughput,time_bin_mid
"[1, 2)",48.0,1.5
"[2, 3)",54.0,2.5
"[3, 4)",10.5,3.5
"[9, 10)",61.5,9.5
"[10, 11)",66.5,10.5
"[11, 12)",12.75,11.5
"[12, 13)",23.375,12.5
"[13, 14)",27.0,13.5
"[14, 15)",35.5,14.5
"[15, 16)",15.0,15.5
"[16, 17)",36.9,16.5
"[17, 18)",62.666666666666664,17.5
"[18, 19)",45.666666666666664,18.5
"[19, 20)",15.75,19.5
"[20, 21)",50.5,20.5
"[21, 22)",44.5,21.5
"[22, 23)",22.75,22.5
"[23, 24)",75.75,23.5
"[24, 25)",49.5,24.5
"[25, 26)",31.5,25.5
"[26, 27)",43.166666666666664,26.5
"[27, 28)",23.25,27.5
"[28, 29)",68.25,28.5
"[29, 30)",59.7,29.5
"[30, 31)",30.0,30.5
"[31, 32)",3.0,31.5
"[32, 33)",30.0,32.5
"[33, 34)",14.25,33.5
"[34, 35)",15.0,34.5
"[35, 36)",105.66666666666667,35.5
"[36, 37)",18.857142857142858,36.5
"[37, 38)",67.21428571428571,37.5
"[38, 39)",45.166666666666664,38.5
"[39, 40)",38.125,39.5
"[40, 41)",41.8,40.5
"[41, 42)",10.5,41.5
"[42, 43)",40.125,42.5
"[43, 44)",68.33333333333333,43.5
"[44, 45)",34.7,44.5
"[45, 46)",58.5,45.5
"[46, 47)",30.0,46.5
"[47, 48)",27.0,47.5
"[48, 49)",33.0,48.5
"[49, 50)",0.0,49.5
"[50, 51)",0.0,50.5
"[51, 52)",56.5,51.5
"[52, 53)",72.5,52.5
"[53, 54)",9.5,53.5
"[54, 55)",35.25,54.5
"[55, 56)",70.5,55.5
"[56, 57)",76.5,56.5
"[58, 59)",46.5,58.5
"[59, 60)",28.5,59.5
"[60, 61)",0.0,60.5
"[61, 62)",95.0,61.5
"[62, 63)",0.0,62.5
"[63, 64)",0.0,63.5
"[64, 65)",67.75,64.5
"[65, 66)",0.0,65.5
"[66, 67)",10.125,66.5
"[67, 68)",36.57142857142857,67.5
"[68, 69)",58.57142857142857,68.5
"[69, 70)",27.0,69.5
"[70, 71)",7.428571428571429,70.5
"[71, 72)",36.25,71.5
"[72, 73)",38.75,72.5
"[73, 74)",35.18181818181818,73.5
"[74, 75)",33.041666666666664,74.5
"[75, 76)",25.0625,75.5
"[76, 77)",19.285714285714285,76.5
"[77, 78)",22.5,77.5
"[78, 79)",22.5,78.5
"[79, 80)",23.7,79.5
"[80, 81)",28.714285714285715,80.5
