time_bin,throughput,time_bin_mid
"[81, 82)",47.4375,81.5
"[82, 83)",19.0,82.5
"[83, 84)",2.5,83.5
"[84, 85)",32.25,84.5
"[85, 86)",23.833333333333332,85.5
"[86, 87)",21.0,86.5
"[87, 88)",52.125,87.5
"[88, 89)",75.5,88.5
"[89, 90)",52.5,89.5
"[90, 91)",85.0,90.5
"[91, 92)",35.1,91.5
"[92, 93)",33.75,92.5
"[93, 94)",40.375,93.5
"[94, 95)",6.5,94.5
"[95, 96)",38.5,95.5
"[97, 98)",0.0,97.5
"[99, 100)",89.5,99.5
"[100, 101)",25.0,100.5
"[101, 102)",0.0,101.5
"[102, 103)",75.75,102.5
"[103, 104)",50.0,103.5
"[104, 105)",123.0,104.5
"[105, 106)",176.5,105.5
"[106, 107)",48.0,106.5
"[107, 108)",54.333333333333336,107.5
"[108, 109)",90.33333333333333,108.5
"[109, 110)",66.5,109.5
"[110, 111)",0.0,110.5
"[111, 112)",31.5,111.5
"[112, 113)",211.5,112.5
"[113, 114)",148.5,113.5
"[114, 115)",92.0,114.5
"[117, 118)",72.0,117.5
"[118, 119)",45.75,118.5
"[119, 120)",0.0,119.5
"[120, 121)",104.5,120.5
"[121, 122)",138.2,121.5
"[122, 123)",60.333333333333336,122.5
"[123, 124)",43.125,123.5
"[124, 125)",29.7,124.5
"[125, 126)",39.1,125.5
"[126, 127)",42.5,126.5
"[127, 128)",15.0,127.5
"[128, 129)",16.5,128.5
"[129, 130)",42.375,129.5
"[130, 131)",38.9,130.5
"[131, 132)",14.25,131.5
"[132, 133)",38.25,132.5
"[133, 134)",22.0,133.5
"[134, 135)",13.6,134.5
"[135, 136)",1.0,135.5
"[137, 138)",69.75,137.5
"[138, 139)",126.5,138.5
"[139, 140)",47.666666666666664,139.5
"[140, 141)",82.5,140.5
"[141, 142)",44.0,141.5
"[142, 143)",115.0,142.5
"[143, 144)",24.0,143.5
"[145, 146)",67.5,145.5
"[146, 147)",64.125,146.5
"[147, 148)",87.2,147.5
"[148, 149)",3.5,148.5
"[149, 150)",40.375,149.5
"[150, 151)",157.0,150.5
"[151, 152)",118.0,151.5
"[152, 153)",27.833333333333332,152.5
"[153, 154)",21.75,153.5
"[154, 155)",31.625,154.5
"[155, 156)",10.166666666666666,155.5
"[156, 157)",0.0,156.5
"[157, 158)",71.25,157.5
"[158, 159)",67.375,158.5
"[159, 160)",40.166666666666664,159.5
"[160, 161)",23.5,160.5
"[161, 162)",57.5,161.5
"[162, 163)",94.25,162.5
"[163, 164)",0.0,163.5
"[164, 165)",0.0,164.5
"[165, 166)",51.0,165.5
"[166, 167)",101.33333333333333,166.5
"[167, 168)",50.9,167.5
"[168, 169)",1.0,168.5
"[169, 170)",0.0,169.5
"[170, 171)",3.0,170.5
"[171, 172)",39.0,171.5
"[172, 173)",26.083333333333332,172.5
"[173, 174)",14.5,173.5
"[174, 175)",38.5,174.5
"[175, 176)",65.58333333333333,175.5
"[176, 177)",43.5,176.5
"[177, 178)",39.785714285714285,177.5
"[178, 179)",17.75,178.5
"[179, 180)",20.0,179.5
"[180, 181)",16.5,180.5
"[181, 182)",58.5,181.5
"[182, 183)",30.5,182.5
"[183, 184)",24.0,183.5
"[184, 185)",12.75,184.5
"[185, 186)",7.5,185.5
"[186, 187)",81.0,186.5
"[187, 188)",63.375,187.5
"[188, 189)",39.5,188.5
"[189, 190)",100.5,189.5
"[190, 191)",18.0,190.5
"[193, 194)",0.0,193.5
"[195, 196)",82.5,195.5
"[196, 197)",66.0,196.5
"[197, 198)",98.875,197.5
"[198, 199)",5.25,198.5
"[199, 200)",0.0,199.5
