Category,Total Jobs,Completed Jobs,Average Completion Time,Average Waiting Time
0,112,109,5.503045871559637,0.23806583804012563
1,105,101,6.270990099009906,0.26451667849440774
2,110,103,5.4298058252427195,0.25159414772155375
