waiting_times,completion_times,turnaround_times
0.12427181373474872,6.013333333333334,6.137605147068083
0.12427181373474872,6.206666666666667,6.330938480401416
0.4094941850388185,6.526666666666667,6.936160851705486
0.2823903451767631,4.379999999999999,4.662390345176762
0.43837815896479526,5.203333333333333,5.641711492298128
0.0069918062115643664,10.103333333333332,10.110325139544896
0.3448456454964983,4.210000000000001,4.554845645496499
0.2576639921350612,8.123333333333335,8.380997325468396
0.07677299897332546,7.156666666666666,7.233439665639992
0.09569146106088411,7.936666666666667,8.032358127727552
0.47491077911937296,8.986666666666665,9.461577445786038
0.47002127198746635,7.666666666666664,8.13668793865413
0.01717894172564627,6.100000000000001,6.117178941725648
0.01270053779417779,7.313333333333333,7.32603387112751
0.4126251479154881,7.653333333333329,8.065958481248817
0.11724412142802265,7.469999999999999,7.5872441214280215
0.29394950072190085,8.056666666666672,8.350616167388573
0.05978189924334032,10.016666666666666,10.076448565910006
0.025833617598571834,8.329999999999998,8.35583361759857
0.27121421218372177,7.983333333333334,8.254547545517056
0.16912018736009315,6.313333333333333,6.482453520693426
0.14322980972550425,6.336666666666666,6.47989647639217
0.17015553684370843,8.296666666666667,8.466822203510375
0.4407736742305346,4.156666666666659,4.597440340897194
0.20154397308870386,8.049999999999997,8.251543973088701
0.42226067597285777,7.140000000000008,7.562260675972865
1.4178852857169133,6.469999999999999,7.887885285716912
0.18917711400799675,8.313333333333333,8.50251044734133
0.4621552176784789,4.776666666666671,5.23882188434515
0.41109141127290627,4.493333333333339,4.904424744606246
0.05711461868101253,6.173333333333332,6.2304479520143445
0.14150927547712655,9.549999999999997,9.691509275477124
0.25167227704422857,8.49333333333334,8.745005610377568
0.11855229618167584,8.446666666666658,8.565218962848334
0.0037554560868784392,7.280000000000015,7.283755456086894
0.005343755087551472,6.683333333333337,6.688677088420889
0.4437460371009223,6.986666666666665,7.430412703767587
0.46616483020447674,8.02333333333334,8.489498163537817
0.4552053810112966,5.833333333333343,6.288538714344639
0.4808901023705374,6.673333333333332,7.154223435703869
0.4631965008789507,9.030000000000001,9.493196500878952
0.06630560797307794,6.6200000000000045,6.6863056079730825
0.4616793830305852,7.646666666666661,8.108346049697246
0.4525919354185248,7.140000000000015,7.59259193541854
0.06842593526458529,6.796666666666667,6.865092601931252
0.13584658602989919,9.993333333333325,10.129179919363224
0.4484228434308193,5.8700000000000045,6.318422843430824
0.028541063010280254,5.700000000000003,5.728541063010283
0.3864902331471569,6.393333333333331,6.779823566480488
0.20712055398774964,6.846666666666664,7.053787220654414
0.083982400214623,4.5033333333333445,4.5873157335479675
0.3877707838400113,5.466666666666654,5.854437450506666
0.3304904117679257,6.916666666666686,7.247157078434611
0.36360647865591034,11.676666666666662,12.040273145322573
0.058522505482514475,9.969999999999999,10.028522505482513
0.4073120895615432,11.566666666666677,11.97397875622822
0.4717597215485796,9.820000000000007,10.291759721548587
0.4147114196197492,6.266666666666666,6.681378086286415
0.28042929385536297,6.209999999999994,6.490429293855357
0.1179975615095259,9.203333333333347,9.321330894842873
0.3922217482408854,6.539999999999992,6.9322217482408774
0.3948897710193222,8.090000000000032,8.484889771019354
0.07473488853625554,4.813333333333333,4.888068221869588
0.36351379793916294,7.509999999999991,7.873513797939154
0.035966222488866606,6.0166666666666515,6.052632889155518
0.4930721362910333,7.060000000000002,7.553072136291036
0.2152417699860223,6.639999999999986,6.855241769986009
0.4751258391897011,16.563333333333304,17.038459172523005
0.029523090430672028,10.403333333333336,10.432856423764008
0.12208608723631187,5.866666666666646,5.988752753902958
0.4526094958032729,7.136666666666713,7.589276162469986
0.36833566959296604,8.27000000000001,8.638335669592976
0.03236682277241698,8.719999999999999,8.752366822772416
0.23022088367955007,4.5166666666666515,4.746887550346202
0.21401517732840603,7.293333333333322,7.507348510661728
0.21703683829173315,8.113333333333316,8.330370171625049
0.010368353418613196,8.483333333333348,8.493701686751962
0.3689681217205134,6.48333333333332,6.8523014550538335
0.26962102493396856,6.720000000000056,6.989621024934024
0.43663377118625135,6.646666666666647,7.083300437852898
0.014589237037398561,4.2733333333333405,4.287922570370739
0.05877199298603841,7.806666666666672,7.86543865965271
0.3879139835605372,8.799999999999983,9.18791398356052
0.19897169303783357,10.273333333333312,10.472305026371146
0.3454920445256846,7.329999999999984,7.675492044525669
0.42751645817170925,6.596666666666692,7.024183124838402
0.10362223476235499,4.509999999999991,4.613622234762346
0.4819223870215126,4.040000000000049,4.5219223870215615
0.3046951930118098,8.026666666666642,8.331361859678452
0.45057161045548355,10.396666666666675,10.847238277122159
0.18725316851796947,7.846666666666664,8.033919835184633
0.11529150271744015,9.20666666666665,9.32195816938409
0.36619476951412366,,
0.18111343438815197,,
0.021668117335735815,,
0.09906751969731431,,
