time_bin,goodput,time_bin_mid
"[2, 3)",103.5,2.5
"[3, 4)",48.5,3.5
"[6, 7)",73.5,6.5
"[7, 8)",133.5,7.5
"[8, 9)",67.0,8.5
"[9, 10)",60.0,9.5
"[10, 11)",150.0,10.5
"[11, 12)",104.0,11.5
"[21, 22)",63.0,21.5
"[23, 24)",0.0,23.5
"[25, 26)",0.0,25.5
"[26, 27)",0.0,26.5
"[30, 31)",73.5,30.5
"[31, 32)",22.5,31.5
"[34, 35)",0.0,34.5
"[35, 36)",0.0,35.5
"[42, 43)",88.5,42.5
"[43, 44)",67.5,43.5
"[46, 47)",103.5,46.5
"[47, 48)",150.0,47.5
"[48, 49)",85.5,48.5
"[55, 56)",0.0,55.5
"[58, 59)",0.0,58.5
"[59, 60)",52.5,59.5
"[60, 61)",54.0,60.5
"[61, 62)",44.5,61.5
"[62, 63)",70.5,62.5
"[63, 64)",42.0,63.5
"[64, 65)",79.5,64.5
"[65, 66)",13.5,65.5
"[68, 69)",0.0,68.5
"[75, 76)",63.0,75.5
"[76, 77)",134.0,76.5
"[82, 83)",43.5,82.5
"[83, 84)",150.0,83.5
"[84, 85)",30.5,84.5
"[86, 87)",0.0,86.5
"[88, 89)",43.5,88.5
"[89, 90)",130.5,89.5
"[99, 100)",82.0,99.5
"[100, 101)",73.5,100.5
"[101, 102)",75.0,101.5
"[102, 103)",80.25,102.5
"[103, 104)",34.75,103.5
"[104, 105)",141.0,104.5
"[105, 106)",150.0,105.5
"[106, 107)",1.5,106.5
"[107, 108)",43.5,107.5
"[108, 109)",139.5,108.5
"[109, 110)",102.0,109.5
"[113, 114)",0.0,113.5
"[116, 117)",23.25,116.5
"[117, 118)",102.0,117.5
"[118, 119)",1.75,118.5
"[124, 125)",73.0,124.5
"[129, 130)",88.5,129.5
"[130, 131)",96.5,130.5
"[131, 132)",88.5,131.5
"[132, 133)",96.5,132.5
"[133, 134)",0.0,133.5
"[134, 135)",0.0,134.5
"[135, 136)",1.5,135.5
"[136, 137)",31.5,136.5
"[137, 138)",23.5,137.5
"[141, 142)",52.5,141.5
"[142, 143)",75.0,142.5
"[143, 144)",75.0,143.5
"[144, 145)",78.5,144.5
"[147, 148)",0.0,147.5
"[148, 149)",0.0,148.5
"[149, 150)",46.5,149.5
"[150, 151)",72.0,150.5
"[151, 152)",59.25,151.5
"[152, 153)",13.0,152.5
"[159, 160)",40.5,159.5
"[160, 161)",142.5,160.5
"[161, 162)",28.5,161.5
"[162, 163)",146.0,162.5
"[168, 169)",0.0,168.5
"[169, 170)",0.0,169.5
"[171, 172)",58.5,171.5
"[172, 173)",17.5,172.5
"[174, 175)",0.0,174.5
"[176, 177)",73.5,176.5
"[177, 178)",98.5,177.5
"[185, 186)",0.0,185.5
"[187, 188)",0.0,187.5
"[188, 189)",13.5,188.5
"[189, 190)",7.5,189.5
"[190, 191)",16.5,190.5
"[191, 192)",8.25,191.5
"[192, 193)",46.5,192.5
"[193, 194)",35.833333333333336,193.5
"[194, 195)",15.0,194.5
"[195, 196)",9.0,195.5
"[196, 197)",22.5,196.5
"[197, 198)",39.75,197.5
"[198, 199)",19.75,198.5
"[199, 200)",10.5,199.5
