time_bin,cwnd,time_bin_mid
"[1, 2)",5.5,1.5
"[2, 3)",48.61702127659573,2.5
"[5, 6)",15.0,5.5
"[6, 7)",58.29999999999994,6.5
"[7, 8)",68.49999999999974,7.5
"[8, 9)",10.5,8.5
"[9, 10)",54.74999999999996,9.5
"[10, 11)",69.04999999999971,10.5
"[20, 21)",22.5,20.5
"[29, 30)",5.0,29.5
"[30, 31)",36.983333333333334,30.5
"[41, 42)",3.0,41.5
"[42, 43)",44.591666666666654,42.5
"[43, 44)",65.7999999999999,43.5
"[45, 46)",6.0,45.5
"[46, 47)",50.06818181818179,46.5
"[47, 48)",68.77499999999972,47.5
"[48, 49)",71.72499999999955,48.5
"[58, 59)",3.0,58.5
"[59, 60)",30.43076923076923,59.5
"[60, 61)",59.82432432432425,60.5
"[61, 62)",48.022727272727174,61.5
"[62, 63)",62.57272727272722,62.5
"[63, 64)",67.74999999999979,63.5
"[64, 65)",69.47499999999968,64.5
"[74, 75)",3.0,74.5
"[75, 76)",40.48,75.5
"[76, 77)",66.12499999999989,76.5
"[81, 82)",9.0,81.5
"[82, 83)",53.14030612244894,82.5
"[83, 84)",67.4499999999998,83.5
"[87, 88)",10.0,87.5
"[88, 89)",54.26818181818177,88.5
"[98, 99)",5.0,98.5
"[99, 100)",26.346153846153847,99.5
"[100, 101)",51.873333333333306,100.5
"[101, 102)",41.99147727272726,101.5
"[102, 103)",63.03316326530594,102.5
"[103, 104)",53.22526315789467,103.5
"[104, 105)",68.27499999999975,104.5
"[105, 106)",71.0749999999996,105.5
"[106, 107)",9.0,106.5
"[107, 108)",53.002577319587594,107.5
"[108, 109)",68.24999999999976,108.5
"[109, 110)",70.19999999999965,109.5
"[116, 117)",19.0,116.5
"[117, 118)",58.94029850746265,117.5
"[123, 124)",26.0,123.5
"[128, 129)",25.5,128.5
"[129, 130)",63.86249999999993,129.5
"[130, 131)",27.0,130.5
"[131, 132)",64.39109589041088,131.5
"[135, 136)",3.5,135.5
"[136, 137)",33.0,136.5
"[140, 141)",15.5,140.5
"[141, 142)",52.21999999999999,141.5
"[142, 143)",66.02499999999988,142.5
"[143, 144)",68.77499999999972,143.5
"[148, 149)",5.0,148.5
"[149, 150)",32.0,149.5
"[150, 151)",64.47033898305078,150.5
"[151, 152)",67.87499999999979,151.5
"[158, 159)",4.5,158.5
"[159, 160)",36.0,159.5
"[160, 161)",64.76323529411755,160.5
"[161, 162)",23.5,161.5
"[162, 163)",63.02647058823522,162.5
"[170, 171)",20.0,170.5
"[171, 172)",45.5,171.5
"[175, 176)",5.0,175.5
"[176, 177)",46.58390804597699,176.5
"[177, 178)",66.09999999999988,177.5
"[187, 188)",1.0246770628368471,187.5
"[188, 189)",1.10908001008376,188.5
"[189, 190)",1.2128970813107693,189.5
"[190, 191)",2.0157984664605944,190.5
"[191, 192)",13.175932941387448,191.5
"[192, 193)",54.7178689154815,192.5
"[193, 194)",44.896627049839104,193.5
"[194, 195)",1.4946240950872414,194.5
"[195, 196)",1.5632381852487396,195.5
"[196, 197)",2.676250544694421,196.5
"[197, 198)",28.61414989985065,197.5
"[198, 199)",1.9884900443407412,198.5
"[199, 200)",2.059292666311118,199.5
