waiting_times,completion_times,turnaround_time,mid_points
0.10233828227057273,2.6899999999999995,2.7923382822705722,10.5
0.3077612741049762,4.859999999999999,5.167761274104976,11.5
0.4422997852710253,9.146666666666668,9.588966451937694,22.5
0.3025649406874784,3.4949999999999974,3.797564940687476,39.5
0.2670530732584737,5.643333333333338,5.910386406591812,41.5
0.1623273992524048,4.406666666666666,4.568994065919071,60.5
0.32576993309081814,6.579999999999998,6.905769933090816,61.5
0.07582398262205459,3.1066666666666833,3.182490649288738,64.5
0.213071903665913,5.685000000000009,5.898071903665922,74.5
0.23108376498701944,9.5,9.73108376498702,75.5
0.25874639006320876,6.856666666666669,7.115413056729878,81.5
0.039356261336351395,9.716666666666683,9.756022928003034,85.5
0.4314533482610443,4.476666666666688,4.908120014927732,91.5
0.19463974927633387,5.363333333333344,5.557973082609678,92.5
0.2973280807665333,4.033333333333331,4.330661414099865,104.5
0.03912039973194226,9.823333333333338,9.86245373306528,111.5
0.4104633631377368,13.203333333333347,13.613796696471084,112.5
0.3257991720302442,14.610000000000014,14.935799172030258,114.5
0.33443086885625917,10.210000000000022,10.544430868856281,128.5
0.308703106615269,9.189999999999998,9.498703106615267,130.5
0.24239568623218588,4.456666666666678,4.6990623528988635,143.5
0.3265286040255262,4.7900000000000205,5.116528604025547,147.5
0.4737831658269158,9.606666666666655,10.08044983249357,148.5
0.2942059479144632,4.043333333333351,4.337539281247814,161.5
0.28716042022446686,6.293333333333351,6.580493753557818,165.5
0.4529465884711499,3.423333333333318,3.8762799218044677,171.5
0.21060071936247482,3.726666666666688,3.9372673860291627,178.5
0.25130316116840845,6.6933333333333564,6.944636494501765,181.5
0.1653630252754965,6.00333333333333,6.168696358608827,190.5
