time_bin_mid,Queue_1_avg_load,Queue_2_avg_load,Queue_3_avg_load,Queue_4_avg_load,Queue_5_avg_load,Queue_6_avg_load,Queue_7_avg_load,Queue_8_avg_load,Queue_9_avg_load,Queue_10_avg_load,Queue_11_avg_load,Queue_12_avg_load
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,1.7804878048780488,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,9.0,9.842198581560284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5,6.916058394160584,7.479166666666667,3.816901408450704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,8.578740157480315,0.0,8.780684104627767,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,6.661971830985915,0.0,7.015748031496063,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,2.0,0.0,0.7894736842105263,2.1686746987951806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,5.9508670520231215,0.0,0.15384615384615385,6.421203438395415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,8.924657534246576,0.0,0.0,9.197841726618705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.5,2.509433962264151,2.923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.5,8.695564516129032,8.778672032193159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.5,7.6923076923076925,7.644927536231884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.5,,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.5,8.945454545454545,9.895027624309392,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.5,8.008474576271187,0.0,0.6363636363636364,9.108753315649867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.5,8.694711538461538,0.0,0.8333333333333334,9.161290322580646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.5,4.276595744680851,0.0,4.448979591836735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.5,7.875989445910291,0.8529411764705882,8.011834319526628,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.5,2.0136986301369864,1.9589041095890412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.5,8.06081081081081,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.5,8.316901408450704,9.419753086419753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.5,8.644628099173554,8.451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.5,2.2857142857142856,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.5,4.5,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.5,6.5,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.5,7.4,0.0,0.15384615384615385,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.5,11.0,0.0,0.15384615384615385,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.5,14.0,0.0,0.15384615384615385,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.5,8.935933147632312,2.4545454545454546,1.6885245901639345,8.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.5,8.976923076923077,2.7666666666666666,0.0,9.057815845824411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.5,8.145454545454545,2.7346938775510203,0.0,7.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.5,3.806896551724138,3.143884892086331,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.5,6.76063829787234,6.781081081081081,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.5,2.9491525423728815,3.090909090909091,0.0,0.6451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.5,4.848837209302325,0.0,0.0,5.114391143911439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.5,8.291666666666666,0.0,0.0,8.638676844783715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.5,4.475206611570248,0.0,0.0,5.12639405204461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.5,7.583333333333333,0.0,0.0,7.635416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.5,7.587859424920127,0.0,0.0,8.96242774566474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.5,8.526470588235295,0.0,0.9354838709677419,9.085034013605442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.5,6.181229773462783,3.6184210526315788,4.4034334763948495,5.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.5,8.714285714285714,9.349473684210526,2.5483870967741935,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.5,8.450980392156863,8.2,2.840909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.5,5.741818181818182,0.0,6.036666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.5,6.833333333333333,0.0,6.779005524861878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.5,0.5,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.5,8.341207349081365,0.0,9.191542288557214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.5,8.267441860465116,0.0,7.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.5,9.217391304347826,0.0,6.612903225806452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.5,,0.0,7.3578947368421055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.5,9.938650306748466,0.0,8.513333333333334,0.8260869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.5,11.434782608695652,0.0,3.9074074074074074,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.5,,0.0,0.0,1.1818181818181819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.5,,0.0,0.0,1.1818181818181819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.5,8.492105263157894,8.958801498127341,1.1818181818181819,3.963157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.5,8.652525252525253,8.310416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.5,5.737864077669903,4.719298245614035,0.0,4.636015325670498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.5,6.283132530120482,0.0,0.0,6.159235668789809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
