time_bin,rtt,time_bin_mid
"[1, 2)",0.03558547619047689,1.5
"[4, 5)",0.05927877192980441,4.5
"[6, 7)",0.06063888888887226,6.5
"[8, 9)",0.06124922413793707,8.5
"[10, 11)",0.04723000000000356,10.5
"[13, 14)",0.04702298245614956,13.5
"[15, 16)",0.04657092342343284,15.5
"[17, 18)",0.03302588235292692,17.5
"[26, 27)",0.04722247264762735,26.5
"[28, 29)",0.04797543589736466,28.5
"[29, 30)",2.4273866666667074,29.5
"[30, 31)",0.27417805725938543,30.5
"[31, 32)",0.4563898113203746,31.5
"[36, 37)",0.06538159420306992,36.5
"[38, 39)",0.07020910447794956,38.5
"[42, 43)",0.06556225000030877,42.5
"[43, 44)",0.060720956522026165,43.5
"[44, 45)",0.04844403846167125,44.5
"[45, 46)",0.06476581081099163,45.5
"[46, 47)",0.048543906250240666,46.5
"[47, 48)",0.04814943298993281,47.5
"[50, 51)",0.07308534090930095,50.5
"[52, 53)",0.04170934911264919,52.5
"[56, 57)",0.06859143835651128,56.5
"[57, 58)",0.047125700000242216,57.5
"[58, 59)",0.04581771428592748,58.5
"[64, 65)",0.07989117021281451,64.5
"[65, 66)",0.03302588235296402,65.5
"[67, 68)",0.04683884955744632,67.5
"[68, 69)",0.08761546835430639,68.5
"[74, 75)",0.060720956521567525,74.5
"[77, 78)",0.05721113636347022,77.5
"[78, 79)",0.07712836956526357,78.5
"[83, 84)",0.04751564655164566,83.5
"[84, 85)",0.06508546666671275,84.5
"[85, 86)",0.04435680107519861,85.5
"[88, 89)",0.0656906557377546,88.5
"[89, 90)",0.0690015131576898,89.5
"[95, 96)",0.1383836893199888,95.5
"[96, 97)",0.047082330097011495,96.5
"[97, 98)",0.04743848484841283,97.5
"[98, 99)",0.046380458715521815,98.5
"[99, 100)",0.07955617021281386,99.5
"[100, 101)",0.048444038461568355,100.5
"[106, 107)",0.11308292968717648,106.5
"[108, 109)",0.04717604878041824,108.5
"[110, 111)",0.05703542168662295,110.5
"[112, 113)",0.04758455026448653,112.5
"[115, 116)",0.06994536585354572,115.5
"[118, 119)",0.06929733766213171,118.5
"[119, 120)",0.06859143835596149,119.5
"[122, 123)",0.03676953488374712,122.5
"[123, 124)",0.06584115384619246,123.5
"[129, 130)",0.06350177966127447,129.5
"[130, 131)",0.055434107142868276,130.5
"[133, 134)",0.04779770408289767,133.5
"[134, 135)",0.08776050000005058,134.5
"[135, 136)",0.09546772020975719,135.5
"[137, 138)",0.03718477272731103,137.5
"[142, 143)",0.07440483146074085,142.5
"[145, 146)",0.07183896341499804,145.5
"[148, 149)",0.06753707692307714,148.5
"[149, 150)",0.06880619047618865,149.5
"[150, 151)",0.04649200957063352,150.5
"[151, 152)",0.056178961039768126,151.5
"[153, 154)",0.05921568965517712,153.5
"[155, 156)",0.04735944723744177,155.5
"[157, 158)",0.0690015131582387,157.5
"[163, 164)",0.06610797101451428,163.5
"[164, 165)",0.046500272728542444,164.5
"[166, 167)",0.06072095652200287,166.5
"[168, 169)",0.07051312500035359,168.5
"[169, 170)",0.051405185185210464,169.5
"[171, 172)",0.02123918367412411,171.5
"[172, 173)",0.21533619691754824,172.5
"[173, 174)",0.2564102083397725,173.5
"[177, 178)",0.08524397959188357,177.5
"[178, 179)",0.07010955696238048,178.5
"[180, 181)",0.05498232142859142,180.5
"[182, 183)",0.06878208053725392,182.5
"[185, 186)",0.043968595506797374,185.5
"[186, 187)",0.06880619047618865,186.5
"[187, 188)",0.07126938931325973,187.5
"[188, 189)",0.047730854702151604,188.5
"[193, 194)",0.06347549450619652,193.5
"[195, 196)",0.084258387097152,195.5
"[197, 198)",0.07239298850581351,197.5
