time_bin,goodput,time_bin_mid
"[1, 2)",0.0,1.5
"[7, 8)",0.0,7.5
"[9, 10)",88.5,9.5
"[10, 11)",64.5,10.5
"[12, 13)",42.0,12.5
"[13, 14)",78.0,13.5
"[14, 15)",64.0,14.5
"[15, 16)",94.5,15.5
"[16, 17)",78.0,16.5
"[17, 18)",83.5,17.5
"[21, 22)",24.0,21.5
"[22, 23)",142.5,22.5
"[23, 24)",120.0,23.5
"[24, 25)",16.5,24.5
"[25, 26)",12.75,25.5
"[26, 27)",38.5,26.5
"[27, 28)",0.0,27.5
"[29, 30)",0.0,29.5
"[30, 31)",10.5,30.5
"[31, 32)",127.5,31.5
"[32, 33)",50.0,32.5
"[40, 41)",57.0,40.5
"[44, 45)",88.5,44.5
"[45, 46)",150.0,45.5
"[46, 47)",78.5,46.5
"[48, 49)",88.5,48.5
"[49, 50)",69.5,49.5
"[50, 51)",85.0,50.5
"[55, 56)",69.0,55.5
"[57, 58)",0.0,57.5
"[63, 64)",0.0,63.5
"[65, 66)",67.0,65.5
"[74, 75)",73.5,74.5
"[75, 76)",110.5,75.5
"[76, 77)",0.0,76.5
"[78, 79)",0.0,78.5
"[82, 83)",0.75,82.5
"[83, 84)",21.0,83.5
"[84, 85)",94.5,84.5
"[85, 86)",78.0,85.5
"[86, 87)",49.0,86.5
"[87, 88)",24.75,87.5
"[88, 89)",29.5,88.5
"[90, 91)",88.5,90.5
"[91, 92)",140.5,91.5
"[92, 93)",29.25,92.5
"[93, 94)",93.0,93.5
"[94, 95)",99.0,94.5
"[95, 96)",20.5,95.5
"[99, 100)",0.0,99.5
"[105, 106)",10.5,105.5
"[106, 107)",46.5,106.5
"[107, 108)",77.25,107.5
"[108, 109)",74.0,108.5
"[109, 110)",104.5,109.5
"[115, 116)",88.5,115.5
"[116, 117)",143.5,116.5
"[126, 127)",73.5,126.5
"[127, 128)",29.666666666666668,127.5
"[128, 129)",75.0,128.5
"[129, 130)",45.0,129.5
"[130, 131)",24.5,130.5
"[131, 132)",72.0,131.5
"[132, 133)",34.0,132.5
"[134, 135)",103.5,134.5
"[135, 136)",25.5,135.5
"[137, 138)",0.0,137.5
"[138, 139)",75.0,138.5
"[139, 140)",150.0,139.5
"[140, 141)",49.0,140.5
"[142, 143)",40.5,142.5
"[143, 144)",25.166666666666668,143.5
"[144, 145)",50.25,144.5
"[145, 146)",88.5,145.5
"[146, 147)",93.75,146.5
"[147, 148)",14.5,147.5
"[148, 149)",34.5,148.5
"[149, 150)",18.0,149.5
"[152, 153)",73.5,152.5
"[153, 154)",26.666666666666668,153.5
"[154, 155)",15.5,154.5
"[156, 157)",15.0,156.5
"[157, 158)",100.5,157.5
"[158, 159)",55.5,158.5
"[159, 160)",49.5,159.5
"[160, 161)",6.333333333333333,160.5
"[161, 162)",90.0,161.5
"[162, 163)",95.25,162.5
"[163, 164)",97.5,163.5
"[164, 165)",59.5,164.5
"[166, 167)",10.5,166.5
"[167, 168)",31.0,167.5
"[168, 169)",46.5,168.5
"[169, 170)",44.25,169.5
"[170, 171)",54.25,170.5
"[171, 172)",21.0,171.5
"[172, 173)",33.5,172.5
"[177, 178)",6.0,177.5
"[178, 179)",10.5,178.5
"[179, 180)",37.0,179.5
"[180, 181)",62.0,180.5
"[181, 182)",54.666666666666664,181.5
"[182, 183)",80.25,182.5
"[183, 184)",74.25,183.5
"[184, 185)",15.666666666666666,184.5
"[185, 186)",16.5,185.5
"[186, 187)",18.0,186.5
"[187, 188)",30.0,187.5
"[188, 189)",77.25,188.5
"[189, 190)",39.625,189.5
"[190, 191)",27.0,190.5
"[191, 192)",48.0,191.5
"[192, 193)",48.0,192.5
"[193, 194)",34.0,193.5
"[194, 195)",60.0,194.5
"[195, 196)",106.5,195.5
"[196, 197)",90.0,196.5
"[197, 198)",88.5,197.5
"[198, 199)",75.0,198.5
"[199, 200)",45.25,199.5
