time,cwnd,connection_id,src,dst
1.0463800000000023,2.0,37265,<entities.dtn.DTN object at 0x000001F43F5C40A0>,<entities.processor.Processor object at 0x000001F43F5C4220>
1.0527400000000025,3.0,37265,<entities.dtn.DTN object at 0x000001F43F5C40A0>,<entities.processor.Processor object at 0x000001F43F5C4220>
1.0529000000000024,4.0,37265,<entities.dtn.DTN object at 0x000001F43F5C40A0>,<entities.processor.Processor object at 0x000001F43F5C4220>
1.0654600000000027,5.0,37265,<entities.dtn.DTN object at 0x000001F43F5C40A0>,<entities.processor.Processor object at 0x000001F43F5C4220>
1.0656200000000027,6.0,37265,<entities.dtn.DTN object at 0x000001F43F5C40A0>,<entities.processor.Processor object at 0x000001F43F5C4220>
1.0657800000000026,7.0,37265,<entities.dtn.DTN object at 0x000001F43F5C40A0>,<entities.processor.Processor object at 0x000001F43F5C4220>
1.0659400000000026,8.0,37265,<entities.dtn.DTN object at 0x000001F43F5C40A0>,<entities.processor.Processor object at 0x000001F43F5C4220>
1.0909000000000033,9.0,37265,<entities.dtn.DTN object at 0x000001F43F5C40A0>,<entities.processor.Processor object at 0x000001F43F5C4220>
1.0910600000000032,10.0,37265,<entities.dtn.DTN object at 0x000001F43F5C40A0>,<entities.processor.Processor object at 0x000001F43F5C4220>
1.0912200000000032,11.0,37265,<entities.dtn.DTN object at 0x000001F43F5C40A0>,<entities.processor.Processor object at 0x000001F43F5C4220>
1.0913800000000031,12.0,37265,<entities.dtn.DTN object at 0x000001F43F5C40A0>,<entities.processor.Processor object at 0x000001F43F5C4220>
1.091540000000003,13.0,37265,<entities.dtn.DTN object at 0x000001F43F5C40A0>,<entities.processor.Processor object at 0x000001F43F5C4220>
1.091700000000003,14.0,37265,<entities.dtn.DTN object at 0x000001F43F5C40A0>,<entities.processor.Processor object at 0x000001F43F5C4220>
1.091860000000003,15.0,37265,<entities.dtn.DTN object at 0x000001F43F5C40A0>,<entities.processor.Processor object at 0x000001F43F5C4220>
1.0920200000000029,16.0,37265,<entities.dtn.DTN object at 0x000001F43F5C40A0>,<entities.processor.Processor object at 0x000001F43F5C4220>
