time_bin,goodput,time_bin_mid
"[187, 188)",34.5,187.5
"[188, 189)",15.75,188.5
"[189, 190)",23.5,189.5
"[190, 191)",161.0,190.5
"[191, 192)",88.5,191.5
"[192, 193)",36.333333333333336,192.5
"[193, 194)",45.5,193.5
"[194, 195)",42.75,194.5
"[195, 196)",9.0,195.5
"[196, 197)",0.0,196.5
"[197, 198)",33.0,197.5
"[198, 199)",62.0,198.5
"[199, 200)",20.25,199.5
