time_bin,retransmissions,time_bin_mid
"[1, 2)",4.25,1.5
"[2, 3)",3.5,2.5
"[8, 9)",3.6,8.5
"[9, 10)",7.935779816513762,9.5
"[10, 11)",0.0,10.5
"[11, 12)",1.0,11.5
"[15, 16)",2.0,15.5
"[16, 17)",6.431818181818182,16.5
"[17, 18)",9.03448275862069,17.5
"[18, 19)",6.071428571428571,18.5
"[20, 21)",4.5,20.5
"[21, 22)",8.5,21.5
"[22, 23)",0.0,22.5
"[23, 24)",7.5,23.5
"[24, 25)",5.961538461538462,24.5
"[25, 26)",13.395833333333334,25.5
"[26, 27)",18.113636363636363,26.5
"[27, 28)",11.78,27.5
"[28, 29)",6.375,28.5
"[29, 30)",2.75,29.5
"[31, 32)",0.0,31.5
"[32, 33)",3.375,32.5
"[33, 34)",6.45398773006135,33.5
"[34, 35)",40.5,34.5
"[35, 36)",14.720930232558139,35.5
"[36, 37)",11.978260869565217,36.5
"[37, 38)",5.71,37.5
"[38, 39)",3.473684210526316,38.5
"[39, 40)",2.0,39.5
"[40, 41)",6.0576923076923075,40.5
"[41, 42)",16.0,41.5
"[43, 44)",0.0,43.5
"[44, 45)",0.0,44.5
"[45, 46)",0.0,45.5
"[46, 47)",0.0,46.5
"[47, 48)",6.216494845360825,47.5
"[48, 49)",0.0,48.5
"[49, 50)",0.75,49.5
"[50, 51)",0.75,50.5
"[51, 52)",4.527777777777778,51.5
"[52, 53)",7.279569892473118,52.5
"[53, 54)",1.3488372093023255,53.5
"[54, 55)",-0.2857142857142857,54.5
"[55, 56)",4.36,55.5
"[56, 57)",6.318181818181818,56.5
"[57, 58)",5.564885496183206,57.5
"[58, 59)",5.324324324324325,58.5
"[59, 60)",4.5,59.5
"[60, 61)",2.5833333333333335,60.5
"[63, 64)",1.6,63.5
"[64, 65)",3.0,64.5
"[65, 66)",0.6666666666666666,65.5
"[66, 67)",2.8,66.5
"[67, 68)",2.0344827586206895,67.5
"[68, 69)",7.897058823529412,68.5
"[69, 70)",8.484848484848484,69.5
"[70, 71)",2.8181818181818183,70.5
"[71, 72)",2.5714285714285716,71.5
"[72, 73)",-0.5,72.5
"[73, 74)",0.6666666666666666,73.5
"[74, 75)",4.095238095238095,74.5
"[75, 76)",5.883720930232558,75.5
"[76, 77)",9.555555555555555,76.5
"[77, 78)",8.788461538461538,77.5
"[78, 79)",1.36,78.5
"[79, 80)",5.375,79.5
"[81, 82)",4.0,81.5
"[82, 83)",3.0,82.5
"[83, 84)",0.5,83.5
"[86, 87)",9.49468085106383,86.5
"[87, 88)",7.544303797468355,87.5
"[88, 89)",15.052631578947368,88.5
"[89, 90)",9.806451612903226,89.5
"[90, 91)",6.732394366197183,90.5
"[91, 92)",5.969230769230769,91.5
"[92, 93)",6.318181818181818,92.5
"[93, 94)",4.25,93.5
"[95, 96)",6.318181818181818,95.5
"[96, 97)",9.795454545454545,96.5
"[98, 99)",5.052631578947368,98.5
"[100, 101)",0.5,100.5
"[101, 102)",6.26,101.5
"[102, 103)",8.5,102.5
"[103, 104)",5.784313725490196,103.5
"[104, 105)",6.5,104.5
"[105, 106)",17.5,105.5
"[106, 107)",2.6,106.5
"[107, 108)",6.601941747572815,107.5
"[108, 109)",1.5714285714285714,108.5
"[109, 110)",4.5,109.5
"[110, 111)",9.904411764705882,110.5
"[111, 112)",23.0,111.5
"[112, 113)",3.9523809523809526,112.5
"[113, 114)",15.47191011235955,113.5
"[114, 115)",5.6,114.5
"[115, 116)",5.52542372881356,115.5
"[117, 118)",4.136363636363637,117.5
"[118, 119)",1.1,118.5
"[119, 120)",1.84375,119.5
"[120, 121)",4.705882352941177,120.5
"[122, 123)",7.482758620689655,122.5
"[123, 124)",20.6875,123.5
"[125, 126)",3.5,125.5
"[126, 127)",0.5,126.5
"[127, 128)",13.775510204081632,127.5
"[128, 129)",12.571428571428571,128.5
"[130, 131)",18.27777777777778,130.5
"[131, 132)",0.0,131.5
"[132, 133)",10.541666666666666,132.5
"[133, 134)",1.0,133.5
"[134, 135)",0.0,134.5
"[135, 136)",0.0,135.5
"[136, 137)",6.2784810126582276,136.5
"[137, 138)",6.070422535211268,137.5
"[138, 139)",12.493827160493828,138.5
"[139, 140)",2.0526315789473686,139.5
"[140, 141)",3.4375,140.5
"[141, 142)",3.4074074074074074,141.5
"[142, 143)",3.857142857142857,142.5
"[143, 144)",6.2272727272727275,143.5
"[144, 145)",17.89189189189189,144.5
"[145, 146)",3.0,145.5
"[149, 150)",8.9375,149.5
"[150, 151)",21.666666666666668,150.5
"[151, 152)",8.914285714285715,151.5
"[152, 153)",5.346153846153846,152.5
"[153, 154)",-0.5,153.5
"[157, 158)",8.30232558139535,157.5
"[158, 159)",3.7238805970149254,158.5
"[159, 160)",2.442622950819672,159.5
"[165, 166)",15.0,165.5
"[169, 170)",3.9285714285714284,169.5
"[170, 171)",6.728813559322034,170.5
"[171, 172)",3.925925925925926,171.5
"[172, 173)",6.8742138364779874,172.5
"[173, 174)",6.184210526315789,173.5
"[174, 175)",2.0470588235294116,174.5
"[178, 179)",6.303030303030303,178.5
"[179, 180)",4.428571428571429,179.5
"[180, 181)",10.411111111111111,180.5
"[181, 182)",9.137931034482758,181.5
"[182, 183)",4.413043478260869,182.5
"[183, 184)",9.307692307692308,183.5
"[184, 185)",23.204545454545453,184.5
"[185, 186)",5.077922077922078,185.5
"[186, 187)",0.5454545454545454,186.5
"[187, 188)",6.363636363636363,187.5
"[188, 189)",9.023809523809524,188.5
"[189, 190)",2.0,189.5
"[191, 192)",9.28888888888889,191.5
"[192, 193)",5.03960396039604,192.5
"[193, 194)",-0.3333333333333333,193.5
"[194, 195)",6.318181818181818,194.5
"[195, 196)",24.0,195.5
"[196, 197)",7.0,196.5
"[197, 198)",13.75925925925926,197.5
"[198, 199)",4.021978021978022,198.5
"[199, 200)",-0.11538461538461539,199.5
