time_bin,rtt,time_bin_mid
"[0, 1)",0.07734703124999584,0.5
"[1, 2)",0.0990373846153838,1.5
"[3, 4)",0.07966433447100296,3.5
"[5, 6)",0.07443519999999153,5.5
"[6, 7)",0.0051281276595540074,6.5
"[8, 9)",0.03121632352942477,8.5
"[11, 12)",0.0727089908257209,11.5
"[12, 13)",0.06892297752811954,12.5
"[15, 16)",0.01005959627330662,15.5
"[16, 17)",0.07577036842100536,16.5
"[19, 20)",0.005538013244917438,19.5
"[20, 21)",0.06086442176866727,20.5
"[23, 24)",0.010255168269247062,23.5
"[26, 27)",0.010250118483428309,26.5
"[27, 28)",0.07270899082563737,27.5
"[29, 30)",0.08155388888883179,29.5
"[31, 32)",0.010315092165914726,31.5
"[33, 34)",0.009318197879873152,33.5
"[36, 37)",0.006168888889177613,36.5
"[38, 39)",0.07974529197092987,38.5
"[40, 41)",0.0057439142859832416,40.5
"[42, 43)",0.08663458715609611,42.5
"[44, 45)",0.009456220472449331,44.5
"[46, 47)",0.005157299578298578,46.5
"[48, 49)",0.0803842474917678,48.5
"[50, 51)",0.010091707317083566,50.5
"[52, 53)",0.009348109090921665,52.5
"[54, 55)",0.006248913043768914,54.5
"[58, 59)",0.07280747747759526,58.5
"[61, 62)",0.00651321018092739,61.5
"[63, 64)",0.010424570637333158,63.5
"[66, 67)",0.008767736842145643,66.5
"[67, 68)",0.006023156681492956,67.5
"[69, 70)",0.007087394366227824,69.5
"[71, 72)",0.030869571428340032,71.5
"[73, 74)",0.07640324999941879,73.5
"[75, 76)",0.021621821705196328,75.5
"[76, 77)",0.006751788702333596,76.5
"[78, 79)",0.006367541589087035,78.5
"[81, 82)",0.005440729926528415,81.5
"[84, 85)",0.020975680272137382,84.5
"[86, 87)",0.007174632352978098,86.5
"[88, 89)",0.07352333333277303,88.5
"[90, 91)",0.006163089430347397,90.5
"[92, 93)",0.006390850661063766,92.5
"[94, 95)",0.0060259174306582335,94.5
"[96, 97)",0.005985446008858677,96.5
"[97, 98)",0.006258172042460865,97.5
"[99, 100)",0.06328067484615091,99.5
"[102, 103)",0.006491122277484767,102.5
"[104, 105)",0.03599131868104791,104.5
"[105, 106)",0.009930355029606312,105.5
"[107, 108)",0.007782732558160243,107.5
"[109, 110)",0.010033323262867938,109.5
"[111, 112)",0.02815189655151917,111.5
"[113, 114)",0.009878921282818715,113.5
"[115, 116)",0.006009637305169898,115.5
"[117, 118)",0.009841740506354106,117.5
"[120, 121)",0.020580204081482797,120.5
"[123, 124)",0.007868656957711228,123.5
"[124, 125)",0.014661297709888103,124.5
"[127, 128)",0.06311685185137193,127.5
"[130, 131)",0.006318193203298707,130.5
"[131, 132)",0.0071072535211065616,131.5
"[132, 133)",0.006374722223380363,132.5
"[134, 135)",0.061049366197246845,134.5
"[137, 138)",0.010383541147137224,137.5
"[140, 141)",0.008554774774783457,140.5
"[141, 142)",0.061775961538551284,141.5
"[142, 143)",0.009854044943838172,142.5
"[143, 144)",0.006028599509695577,143.5
"[144, 145)",0.006374722223380363,144.5
"[146, 147)",0.005809863702633019,146.5
"[148, 149)",0.008602488888901437,148.5
"[150, 151)",0.07978752000010422,150.5
"[151, 152)",0.010258995327123523,151.5
"[154, 155)",0.00961306188926212,154.5
"[157, 158)",0.08347710191094782,157.5
"[161, 162)",0.07266927272738428,161.5
"[162, 163)",0.0061642021287843275,162.5
"[164, 165)",0.011294543728270216,164.5
"[167, 168)",0.0060096373067878,167.5
"[168, 169)",0.008316672092006946,168.5
"[171, 172)",0.07471206030159173,171.5
"[172, 173)",0.005434202899535929,172.5
"[174, 175)",0.005852835366908169,174.5
"[176, 177)",0.005748019944065761,176.5
"[178, 179)",0.07257560747674233,178.5
"[180, 181)",0.006025592784593677,180.5
"[181, 182)",0.010106170212779073,181.5
"[183, 184)",0.005981175773060997,183.5
"[186, 187)",0.07299576923086858,186.5
"[189, 190)",0.005853064517194581,189.5
"[190, 191)",0.005754104047289991,190.5
"[193, 194)",0.005751949686571949,193.5
"[196, 197)",0.008520161290294233,196.5
"[197, 198)",0.005470780670132691,197.5
"[199, 200)",0.00616887096886708,199.5
