times,loads
6.120469999999968,32
6.120469999999968,32
6.120469999999968,31
6.120544999999968,32
6.120544999999968,32
6.120544999999968,31
6.120619999999968,32
6.120619999999968,32
6.120619999999968,31
6.120694999999968,32
6.120694999999968,32
6.120694999999968,31
6.120724999999967,32
6.120754999999967,33
6.120754999999967,33
6.120754999999967,32
6.120784999999967,33
6.120814999999967,34
6.120814999999967,34
6.120814999999967,33
6.120844999999966,34
6.120874999999966,35
6.120874999999966,35
6.120874999999966,34
6.120904999999966,35
6.120934999999966,36
6.120934999999966,36
6.120934999999966,35
6.120964999999965,36
6.120994999999965,37
6.120994999999965,37
6.120994999999965,36
6.121024999999965,37
6.121054999999965,38
6.121054999999965,38
6.121054999999965,37
6.121084999999964,38
6.121114999999964,39
6.121114999999964,39
6.121114999999964,38
6.121144999999964,39
6.121174999999964,40
6.121174999999964,40
6.121174999999964,39
6.121204999999963,40
6.121234999999963,41
6.121234999999963,41
6.121234999999963,40
6.121264999999963,41
6.121294999999963,42
6.121294999999963,42
6.121294999999963,41
6.121324999999962,42
6.121354999999962,43
6.121354999999962,43
6.121354999999962,42
6.121384999999962,43
6.121414999999962,44
6.121414999999962,44
6.121414999999962,43
6.121444999999961,44
6.121474999999961,45
6.121474999999961,45
6.121474999999961,44
6.121504999999961,45
6.121534999999961,46
6.121534999999961,46
6.121534999999961,45
6.12156499999996,46
6.12159499999996,47
6.12159499999996,47
6.12159499999996,46
6.12162499999996,47
6.12165499999996,48
6.12165499999996,48
6.12165499999996,47
6.121684999999959,48
6.121714999999959,49
6.121714999999959,49
6.121714999999959,48
6.121744999999959,49
6.121774999999959,50
6.121774999999959,50
6.121774999999959,49
6.121804999999958,50
6.121834999999958,51
6.121834999999958,51
6.121834999999958,50
6.121864999999958,51
6.121894999999958,52
6.121894999999958,52
6.121894999999958,51
6.121924999999957,52
6.121954999999957,53
6.121954999999957,53
6.121954999999957,52
6.121984999999957,53
6.122014999999957,54
6.122014999999957,54
6.122014999999957,53
6.122044999999956,54
6.122074999999956,55
6.122074999999956,55
6.122074999999956,54
6.122104999999956,55
6.122134999999956,56
6.122134999999956,56
6.122134999999956,55
6.1221649999999554,56
6.122194999999955,57
6.122194999999955,57
6.122194999999955,56
6.122224999999955,57
6.122254999999955,58
6.122254999999955,58
6.122254999999955,57
6.1222849999999545,58
6.122314999999954,59
6.122314999999954,59
6.122314999999954,58
6.122344999999954,59
6.122374999999954,60
6.122374999999954,60
6.122374999999954,59
6.1224049999999535,60
6.122434999999953,61
6.122434999999953,61
6.122434999999953,60
6.122464999999953,61
6.122494999999953,62
6.122494999999953,62
6.122494999999953,61
6.1225249999999525,62
6.122554999999952,63
6.122554999999952,63
6.122554999999952,62
6.122584999999952,63
6.122614999999952,64
6.122614999999952,64
6.122614999999952,63
6.122689999999952,64
6.122689999999952,64
6.122689999999952,63
6.122764999999951,64
6.122764999999951,64
6.122764999999951,63
6.122839999999951,64
6.122839999999951,64
6.122839999999951,63
6.122914999999951,64
6.122914999999951,64
6.122914999999951,63
6.122989999999951,64
6.122989999999951,64
6.122989999999951,63
6.123064999999951,64
6.123064999999951,64
6.123064999999951,63
6.1231399999999505,64
6.1231399999999505,64
6.1231399999999505,63
6.12321499999995,64
6.12321499999995,64
6.12321499999995,63
6.12328999999995,64
6.12328999999995,64
6.12328999999995,63
6.12336499999995,64
6.12336499999995,64
6.12336499999995,63
6.12343999999995,64
6.12343999999995,64
6.12343999999995,63
6.12351499999995,64
6.12351499999995,64
6.12351499999995,63
6.1235899999999495,64
6.1235899999999495,64
6.1235899999999495,63
6.123664999999949,64
6.123664999999949,64
6.123664999999949,63
6.123739999999949,64
6.123739999999949,64
6.123739999999949,63
6.123814999999949,64
6.123814999999949,64
6.123814999999949,63
6.123889999999949,64
6.123889999999949,64
6.123889999999949,63
6.123964999999949,64
6.123964999999949,64
6.123964999999949,63
6.124039999999948,64
6.124039999999948,64
6.124039999999948,63
6.124114999999948,64
6.124114999999948,64
6.124114999999948,63
6.124189999999948,64
6.124189999999948,64
6.124189999999948,63
6.124264999999948,64
6.124264999999948,64
6.124264999999948,63
6.124339999999948,64
6.124339999999948,64
6.124339999999948,63
6.1244149999999475,64
6.1244149999999475,64
6.1244149999999475,63
6.124489999999947,64
6.124489999999947,64
6.124489999999947,63
6.124564999999947,64
6.124564999999947,64
6.124564999999947,63
6.124639999999947,64
6.124639999999947,64
6.124639999999947,63
6.124714999999947,64
6.124714999999947,64
6.124714999999947,63
6.124789999999947,64
6.124789999999947,64
6.124789999999947,63
6.1248649999999465,64
6.1248649999999465,64
6.1248649999999465,63
6.124939999999946,64
6.124939999999946,64
6.124939999999946,63
6.125014999999946,64
6.125014999999946,64
6.125014999999946,63
6.125089999999946,64
6.125089999999946,64
6.125089999999946,63
6.125164999999946,64
6.125164999999946,64
6.125164999999946,63
6.125239999999946,64
6.125239999999946,64
6.125239999999946,63
6.125314999999945,64
6.125314999999945,64
6.125314999999945,63
6.125389999999945,64
6.125389999999945,64
6.125389999999945,63
6.125464999999945,64
6.125464999999945,64
6.125464999999945,63
6.125539999999945,64
6.125539999999945,64
6.125539999999945,63
6.125614999999945,64
6.125614999999945,64
6.125614999999945,63
6.125689999999945,64
6.125689999999945,64
6.125689999999945,63
6.125764999999944,64
6.125764999999944,64
6.125764999999944,63
6.125839999999944,64
6.125839999999944,64
6.125839999999944,63
6.125914999999944,64
6.125914999999944,64
6.125914999999944,63
6.125989999999944,64
6.125989999999944,64
6.125989999999944,63
6.126064999999944,64
6.126064999999944,64
6.126064999999944,63
6.1261399999999435,64
6.1261399999999435,64
6.1261399999999435,63
6.126214999999943,64
6.126214999999943,64
6.126214999999943,63
6.126289999999943,64
6.126289999999943,64
6.126289999999943,63
6.126364999999943,64
6.126364999999943,64
6.126364999999943,63
6.126439999999943,64
6.126439999999943,64
6.126439999999943,63
6.126514999999943,64
6.126514999999943,64
6.126514999999943,63
6.1265899999999425,64
6.1265899999999425,64
6.1265899999999425,63
6.126664999999942,64
6.126664999999942,64
6.126664999999942,63
6.126739999999942,64
6.126739999999942,64
6.126739999999942,63
6.126814999999942,64
6.126814999999942,64
6.126814999999942,63
6.126889999999942,64
6.126889999999942,64
6.126889999999942,63
6.126964999999942,64
6.126964999999942,64
6.126964999999942,63
6.127039999999941,64
6.127039999999941,64
6.127039999999941,63
6.127114999999941,64
6.127114999999941,64
6.127114999999941,63
6.127189999999941,64
6.127189999999941,64
6.127189999999941,63
6.127264999999941,64
6.127264999999941,64
6.127264999999941,63
6.127339999999941,64
6.127339999999941,64
6.127339999999941,63
6.1274149999999405,64
6.1274149999999405,64
6.1274149999999405,63
6.12744499999994,64
6.12747499999994,65
6.12747499999994,65
6.12747499999994,64
6.12750499999994,65
6.12750499999994,65
6.12750499999994,64
6.12753499999994,65
6.12753499999994,65
6.12753499999994,64
6.127564999999939,65
6.127564999999939,65
6.127564999999939,64
6.127594999999939,65
6.127594999999939,65
6.127594999999939,64
6.127624999999939,65
6.127624999999939,65
6.127624999999939,64
6.127654999999939,65
6.127654999999939,65
6.127654999999939,64
6.127684999999938,65
6.127684999999938,65
6.127684999999938,64
6.127714999999938,65
6.127714999999938,65
6.127714999999938,64
6.127744999999938,65
6.127744999999938,65
6.127744999999938,64
6.127774999999938,65
6.127774999999938,65
6.127774999999938,64
6.127804999999937,65
6.127804999999937,65
6.127804999999937,64
6.127834999999937,65
6.127834999999937,65
6.127834999999937,64
6.127864999999937,65
6.127864999999937,65
6.127864999999937,64
6.127894999999937,65
6.127894999999937,65
6.127894999999937,64
6.127924999999936,65
6.127924999999936,65
6.127924999999936,64
6.127954999999936,65
6.127954999999936,65
6.127954999999936,64
6.127984999999936,65
6.127984999999936,65
6.127984999999936,64
6.128014999999936,65
6.128014999999936,65
6.128014999999936,64
6.128044999999935,65
6.128044999999935,65
6.128044999999935,64
6.128074999999935,65
6.128074999999935,65
6.128074999999935,64
6.128104999999935,65
6.128104999999935,65
6.128104999999935,64
6.128134999999935,65
6.128134999999935,65
6.128134999999935,64
6.128164999999934,65
6.128164999999934,65
6.128164999999934,64
6.128194999999934,65
6.128194999999934,65
6.128194999999934,64
6.128224999999934,65
6.128224999999934,65
6.128224999999934,64
6.128254999999934,65
6.128254999999934,65
6.128254999999934,64
6.128284999999933,65
6.128284999999933,65
6.128284999999933,64
6.128314999999933,65
6.128314999999933,65
6.128314999999933,64
6.128344999999933,65
6.128344999999933,65
6.128344999999933,64
6.128374999999933,65
6.128374999999933,65
6.128374999999933,64
6.128404999999932,65
6.128404999999932,65
6.128404999999932,64
6.128434999999932,65
6.128434999999932,65
6.128434999999932,64
6.128464999999932,65
6.128464999999932,65
6.128464999999932,64
6.128494999999932,65
6.128494999999932,65
6.128494999999932,64
6.128524999999931,65
6.128524999999931,65
6.128524999999931,64
6.128554999999931,65
6.128554999999931,65
6.128554999999931,64
6.128584999999931,65
6.128584999999931,65
6.128584999999931,64
6.128614999999931,65
6.128614999999931,65
6.128614999999931,64
6.12864499999993,65
6.12864499999993,65
6.12864499999993,64
6.12867499999993,65
6.12867499999993,65
6.12867499999993,64
6.12870499999993,65
6.12870499999993,65
6.12870499999993,64
6.12873499999993,65
6.12873499999993,65
6.12873499999993,64
6.128764999999929,65
6.128764999999929,65
6.128764999999929,64
6.128794999999929,65
6.128794999999929,65
6.128794999999929,64
6.128824999999929,65
6.128824999999929,65
6.128824999999929,64
6.128854999999929,65
6.128854999999929,65
6.128854999999929,64
6.128884999999928,65
6.128884999999928,65
6.128884999999928,64
6.128914999999928,65
6.128914999999928,65
6.128914999999928,64
6.128944999999928,65
6.128944999999928,65
6.128944999999928,64
6.128974999999928,65
6.128974999999928,65
6.128974999999928,64
6.129004999999927,65
6.129004999999927,65
6.129004999999927,64
6.129034999999927,65
6.129034999999927,65
6.129034999999927,64
6.129064999999927,65
6.129064999999927,65
6.129064999999927,64
6.129094999999927,65
6.129094999999927,65
6.129094999999927,64
6.129124999999926,65
6.129124999999926,65
6.129124999999926,64
6.129154999999926,65
6.129154999999926,65
6.129154999999926,64
6.129184999999926,65
6.129184999999926,65
6.129184999999926,64
6.129214999999926,65
6.129214999999926,65
6.129214999999926,64
6.1292449999999254,65
6.1292449999999254,65
6.1292449999999254,64
6.129274999999925,65
6.129274999999925,65
6.129274999999925,64
6.129304999999925,65
6.129304999999925,65
6.129304999999925,64
6.129334999999925,65
6.129334999999925,65
6.129334999999925,64
6.1293649999999245,65
6.1293649999999245,65
6.1293649999999245,64
6.129439999999924,65
6.129439999999924,65
6.129439999999924,64
6.129514999999924,65
6.129514999999924,65
6.129514999999924,64
6.129589999999924,65
6.129589999999924,65
6.129589999999924,64
6.129664999999924,65
6.129664999999924,65
6.129664999999924,64
6.129739999999924,65
6.129739999999924,65
6.129739999999924,64
6.129814999999923,65
6.129814999999923,65
6.129814999999923,64
6.129889999999923,65
6.129889999999923,65
6.129889999999923,64
6.129964999999923,65
6.129964999999923,65
6.129964999999923,64
6.130039999999923,65
6.130039999999923,65
6.130039999999923,64
6.130114999999923,65
6.130114999999923,65
6.130114999999923,64
6.1301899999999225,65
6.1301899999999225,65
6.1301899999999225,64
6.130264999999922,65
6.130264999999922,65
6.130264999999922,64
6.130339999999922,65
6.130339999999922,65
6.130339999999922,64
6.130414999999922,65
6.130414999999922,65
6.130414999999922,64
6.130489999999922,65
6.130489999999922,65
6.130489999999922,64
6.130564999999922,65
6.130564999999922,65
6.130564999999922,64
6.1306399999999215,65
6.1306399999999215,65
6.1306399999999215,64
6.130714999999921,65
6.130714999999921,65
6.130714999999921,64
6.130789999999921,65
6.130789999999921,65
6.130789999999921,64
6.130864999999921,65
6.130864999999921,65
6.130864999999921,64
6.130939999999921,65
6.130939999999921,65
6.130939999999921,64
6.131014999999921,65
6.131014999999921,65
6.131014999999921,64
6.13108999999992,65
6.13108999999992,65
6.13108999999992,64
6.13116499999992,65
6.13116499999992,65
6.13116499999992,64
6.13123999999992,65
6.13123999999992,65
6.13123999999992,64
6.13131499999992,65
6.13131499999992,65
6.13131499999992,64
6.13138999999992,65
6.13138999999992,65
6.13138999999992,64
6.13146499999992,65
6.13146499999992,65
6.13146499999992,64
6.131539999999919,65
6.131539999999919,65
6.131539999999919,64
6.131614999999919,65
6.131614999999919,65
6.131614999999919,64
6.131689999999919,65
6.131689999999919,65
6.131689999999919,64
6.131764999999919,65
6.131764999999919,65
6.131764999999919,64
6.131839999999919,65
6.131839999999919,65
6.131839999999919,64
6.1319149999999185,65
6.1319149999999185,65
6.1319149999999185,64
6.131989999999918,65
6.131989999999918,65
6.131989999999918,64
6.132064999999918,65
6.132064999999918,65
6.132064999999918,64
6.132139999999918,65
6.132139999999918,65
6.132139999999918,64
6.132214999999918,65
6.132214999999918,65
6.132214999999918,64
6.132289999999918,65
6.132289999999918,65
6.132289999999918,64
6.1323649999999175,65
6.1323649999999175,65
6.1323649999999175,64
6.132439999999917,65
6.132439999999917,65
6.132439999999917,64
6.132514999999917,65
6.132514999999917,65
6.132514999999917,64
6.132589999999917,65
6.132589999999917,65
6.132589999999917,64
6.132664999999917,65
6.132664999999917,65
6.132664999999917,64
6.132739999999917,65
6.132739999999917,65
6.132739999999917,64
6.132814999999916,65
6.132814999999916,65
6.132814999999916,64
6.132889999999916,65
6.132889999999916,65
6.132889999999916,64
6.132964999999916,65
6.132964999999916,65
6.132964999999916,64
6.133039999999916,65
6.133039999999916,65
6.133039999999916,64
6.133114999999916,65
6.133114999999916,65
6.133114999999916,64
6.1331899999999155,65
6.1331899999999155,65
6.1331899999999155,64
6.133264999999915,65
6.133264999999915,65
6.133264999999915,64
6.133339999999915,65
6.133339999999915,65
6.133339999999915,64
6.133414999999915,65
6.133414999999915,65
6.133414999999915,64
6.133489999999915,65
6.133489999999915,65
6.133489999999915,64
6.133564999999915,65
6.133564999999915,65
6.133564999999915,64
6.1336399999999145,65
6.1336399999999145,65
6.1336399999999145,64
6.133714999999914,65
6.133714999999914,65
6.133714999999914,64
6.133789999999914,65
6.133789999999914,65
6.133789999999914,64
6.133864999999914,65
6.133864999999914,65
6.133864999999914,64
6.133939999999914,65
6.133939999999914,65
6.133939999999914,64
6.134014999999914,65
6.134014999999914,65
6.134014999999914,64
6.1340899999999134,65
6.1340899999999134,65
6.1340899999999134,64
6.134164999999913,65
6.134164999999913,65
6.134164999999913,64
6.134239999999913,65
6.134239999999913,65
6.134239999999913,64
6.134269999999913,65
6.134299999999913,66
6.134299999999913,66
6.134299999999913,65
6.134329999999912,66
6.134329999999912,66
6.134329999999912,65
6.134359999999912,66
6.134359999999912,66
6.134359999999912,65
6.134389999999912,66
6.134389999999912,66
6.134389999999912,65
6.134419999999912,66
6.134419999999912,66
6.134419999999912,65
6.134449999999911,66
6.134449999999911,66
6.134449999999911,65
6.134479999999911,66
6.134479999999911,66
6.134479999999911,65
6.134509999999911,66
6.134509999999911,66
6.134509999999911,65
6.134539999999911,66
6.134539999999911,66
6.134539999999911,65
6.13456999999991,66
6.13456999999991,66
6.13456999999991,65
6.13459999999991,66
6.13459999999991,66
6.13459999999991,65
6.13462999999991,66
6.13462999999991,66
6.13462999999991,65
6.13465999999991,66
6.13465999999991,66
6.13465999999991,65
6.134689999999909,66
6.134689999999909,66
6.134689999999909,65
6.134719999999909,66
6.134719999999909,66
6.134719999999909,65
6.134749999999909,66
6.134749999999909,66
6.134749999999909,65
6.134779999999909,66
6.134779999999909,66
6.134779999999909,65
6.134809999999908,66
6.134809999999908,66
6.134809999999908,65
6.134839999999908,66
6.134839999999908,66
6.134839999999908,65
6.134869999999908,66
6.134869999999908,66
6.134869999999908,65
6.134899999999908,66
6.134899999999908,66
6.134899999999908,65
6.134929999999907,66
6.134929999999907,66
6.134929999999907,65
6.134959999999907,66
6.134959999999907,66
6.134959999999907,65
6.134989999999907,66
6.134989999999907,66
6.134989999999907,65
6.135019999999907,66
6.135019999999907,66
6.135019999999907,65
6.135049999999906,66
6.135049999999906,66
6.135049999999906,65
6.135079999999906,66
6.135079999999906,66
6.135079999999906,65
6.135109999999906,66
6.135109999999906,66
6.135109999999906,65
6.135139999999906,66
6.135139999999906,66
6.135139999999906,65
6.135169999999905,66
6.135169999999905,66
6.135169999999905,65
6.135199999999905,66
6.135199999999905,66
6.135199999999905,65
6.135229999999905,66
6.135229999999905,66
6.135229999999905,65
6.135259999999905,66
6.135259999999905,66
6.135259999999905,65
6.135289999999904,66
6.135289999999904,66
6.135289999999904,65
6.135319999999904,66
6.135319999999904,66
6.135319999999904,65
6.135349999999904,66
6.135349999999904,66
6.135349999999904,65
6.135379999999904,66
6.135379999999904,66
6.135379999999904,65
6.135409999999903,66
6.135409999999903,66
6.135409999999903,65
6.135439999999903,66
6.135439999999903,66
6.135439999999903,65
6.135469999999903,66
6.135469999999903,66
6.135469999999903,65
6.135499999999903,66
6.135499999999903,66
6.135499999999903,65
6.135519999999903,66
6.135519999999903,66
6.135519999999903,65
6.135519999999903,65
6.135519999999903,64
6.135519999999903,64
6.135519999999903,63
6.135519999999903,63
6.135519999999903,62
6.135519999999903,62
6.135519999999903,61
6.135519999999903,61
6.135519999999903,60
6.135519999999903,60
6.135519999999903,59
6.135519999999903,59
6.135519999999903,58
6.135519999999903,58
6.135519999999903,57
6.135519999999903,57
6.135519999999903,56
6.135519999999903,56
6.135519999999903,55
6.135519999999903,55
6.135519999999903,54
6.135519999999903,54
6.135519999999903,53
6.135519999999903,53
6.135519999999903,52
6.135519999999903,52
6.135519999999903,51
6.135519999999903,51
6.135519999999903,50
6.135519999999903,50
6.135519999999903,49
6.135519999999903,49
6.135519999999903,48
6.135519999999903,48
6.135519999999903,47
6.135519999999903,47
6.135519999999903,46
6.135519999999903,46
6.135519999999903,45
6.135519999999903,45
6.135519999999903,44
6.135519999999903,44
6.135519999999903,43
6.135519999999903,43
6.135519999999903,42
6.135594999999903,43
6.135594999999903,43
6.135594999999903,42
6.1356699999999025,43
6.1356699999999025,43
6.1356699999999025,42
6.135744999999902,43
6.135744999999902,43
6.135744999999902,42
6.135819999999902,43
6.135819999999902,43
6.135819999999902,42
6.135894999999902,43
6.135894999999902,43
6.135894999999902,42
6.135969999999902,43
6.135969999999902,43
6.135969999999902,42
6.136044999999902,43
6.136044999999902,43
6.136044999999902,42
6.136119999999901,43
6.136119999999901,43
6.136119999999901,42
6.136194999999901,43
6.136194999999901,43
6.136194999999901,42
6.136269999999901,43
6.136269999999901,43
6.136269999999901,42
6.136344999999901,43
6.136344999999901,43
6.136344999999901,42
6.136419999999901,43
6.136419999999901,43
6.136419999999901,42
6.136494999999901,43
6.136494999999901,43
6.136494999999901,42
6.1365699999999,43
6.1365699999999,43
6.1365699999999,42
6.1366449999999,43
6.1366449999999,43
6.1366449999999,42
6.1367199999999,43
6.1367199999999,43
6.1367199999999,42
6.1367949999999,43
6.1367949999999,43
6.1367949999999,42
6.1368699999999,43
6.1368699999999,43
6.1368699999999,42
6.1369449999998995,43
6.1369449999998995,43
6.1369449999998995,42
6.137019999999899,43
6.137019999999899,43
6.137019999999899,42
6.137094999999899,43
6.137094999999899,43
6.137094999999899,42
6.137169999999899,43
6.137169999999899,43
6.137169999999899,42
6.137244999999899,43
6.137244999999899,43
6.137244999999899,42
6.137319999999899,43
6.137319999999899,43
6.137319999999899,42
6.1373949999998985,43
6.1373949999998985,43
6.1373949999998985,42
6.137469999999898,43
6.137469999999898,43
6.137469999999898,42
6.137544999999898,43
6.137544999999898,43
6.137544999999898,42
6.137619999999898,43
6.137619999999898,43
6.137619999999898,42
6.137694999999898,43
6.137694999999898,43
6.137694999999898,42
6.137769999999898,43
6.137769999999898,43
6.137769999999898,42
6.137844999999897,43
6.137844999999897,43
6.137844999999897,42
6.137919999999897,43
6.137919999999897,43
6.137919999999897,42
6.137994999999897,43
6.137994999999897,43
6.137994999999897,42
6.138069999999897,43
6.138069999999897,43
6.138069999999897,42
6.138144999999897,43
6.138144999999897,43
6.138144999999897,42
6.1382199999998965,43
6.1382199999998965,43
6.1382199999998965,42
6.138294999999896,43
6.138294999999896,43
6.138294999999896,42
6.138369999999896,43
6.138369999999896,43
6.138369999999896,42
6.138444999999896,43
6.138444999999896,43
6.138444999999896,42
6.138519999999896,43
6.138519999999896,43
6.138519999999896,42
6.138594999999896,43
6.138594999999896,43
6.138594999999896,42
6.1386699999998955,43
6.1386699999998955,43
