time,Queue_1_load,Queue_2_load,Queue_3_load,Queue_4_load,Queue_5_load,Queue_6_load
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.5,1.0,0.0,0.0,0.0,0.0,0.0
0.6,1.0,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0.0,0.0,0.0,0.0
0.62035,0.0,1.0,,,,
0.62035,0.0,2.0,,,,
0.7,,2.0,0.0,0.0,0.0,0.0
0.7,,1.0,0.0,0.0,0.0,0.0
0.7024999999999999,1.0,1.0,,,,
0.7024999999999999,1.0,0.0,,,,
0.7034999999999999,2.0,0.0,,,,
0.7203499999999999,2.0,,,,,
0.7203499999999999,1.0,,,,,
0.7213799999999999,,1.0,,,,
0.7214099999999999,1.0,2.0,,,,
0.7214099999999999,0.0,2.0,,,,
0.7224099999999999,0.0,,,,,
0.7999999999999999,,,0.0,0.0,0.0,0.0
0.8034999999999999,,2.0,,,,
0.8034999999999999,,1.0,,,,
0.8059999999999998,1.0,1.0,,,,
0.8059999999999998,1.0,0.0,,,,
0.8084999999999998,2.0,0.0,,,,
0.8224099999999999,2.0,,,,,
0.8224099999999999,1.0,,,,,
0.8234399999999998,,1.0,,,,
0.8234699999999998,1.0,2.0,,,,
0.8234699999999998,0.0,2.0,,,,
0.8244999999999998,,3.0,,,,
0.8245299999999998,0.0,4.0,,,,
0.8999999999999999,,,0.0,0.0,0.0,0.0
0.9084999999999998,,4.0,,,,
0.9084999999999998,,3.0,,,,
0.9109999999999997,1.0,3.0,,,,
0.9109999999999997,1.0,2.0,,,,
0.9134999999999996,2.0,2.0,,,,
0.9134999999999996,2.0,1.0,,,,
0.9159999999999996,3.0,1.0,,,,
0.9159999999999996,3.0,0.0,,,,
0.9184999999999995,4.0,0.0,,,,
0.9245299999999997,4.0,,,,,
0.9245299999999997,3.0,,,,,
0.9255599999999997,,1.0,,,,
0.9255899999999997,3.0,2.0,,,,
0.9255899999999997,2.0,2.0,,,,
0.9266199999999997,,3.0,,,,
0.9266499999999996,2.0,4.0,,,,
0.9266499999999996,1.0,4.0,,,,
0.9276799999999996,,5.0,,,,
0.9277099999999996,1.0,6.0,,,,
