time_bin,cwnd,time_bin_mid
"[15, 16)",2.0,15.5
"[16, 17)",30.0,16.5
"[17, 18)",56.48181818181818,17.5
"[18, 19)",30.5,18.5
"[19, 20)",63.99999999999997,19.5
"[26, 27)",2.0,26.5
"[27, 28)",25.5,27.5
"[28, 29)",62.049999999999976,28.5
"[33, 34)",9.0,33.5
"[34, 35)",50.789156626506,34.5
"[39, 40)",11.0,39.5
"[40, 41)",28.5,40.5
"[41, 42)",3.0,41.5
"[42, 43)",43.10714285714285,42.5
"[43, 44)",26.68648648648647,43.5
"[44, 45)",55.89999999999998,44.5
"[45, 46)",2.0,45.5
"[46, 47)",19.0,46.5
"[55, 56)",16.0,55.5
"[56, 57)",33.5,56.5
"[63, 64)",17.5,63.5
"[64, 65)",19.678571428571427,64.5
"[65, 66)",42.97888888888889,65.5
