time_bin,retransmissions,time_bin_mid
"[1, 2)",0.0,1.5
"[2, 3)",0.0,2.5
"[3, 4)",0.0,3.5
"[4, 5)",0.0,4.5
"[6, 7)",0.0,6.5
"[7, 8)",0.0,7.5
"[8, 9)",0.0,8.5
"[9, 10)",0.0,9.5
"[10, 11)",0.0,10.5
"[11, 12)",0.0,11.5
"[12, 13)",0.0,12.5
"[13, 14)",0.0,13.5
"[14, 15)",0.0,14.5
"[15, 16)",0.0,15.5
"[16, 17)",0.0,16.5
"[17, 18)",0.0,17.5
"[18, 19)",0.0,18.5
"[20, 21)",0.0,20.5
"[21, 22)",0.0,21.5
"[23, 24)",0.0,23.5
"[24, 25)",0.0,24.5
"[25, 26)",0.0,25.5
"[26, 27)",0.0,26.5
"[31, 32)",0.0,31.5
"[32, 33)",0.0,32.5
"[34, 35)",0.0,34.5
"[36, 37)",0.0,36.5
"[37, 38)",0.0,37.5
"[39, 40)",0.0,39.5
"[40, 41)",0.0,40.5
"[41, 42)",0.0,41.5
"[42, 43)",0.0,42.5
"[63, 64)",0.0,63.5
"[64, 65)",0.0,64.5
"[66, 67)",0.0,66.5
"[68, 69)",0.0,68.5
"[69, 70)",0.0,69.5
"[71, 72)",0.0,71.5
"[72, 73)",0.0,72.5
"[73, 74)",0.0,73.5
"[74, 75)",0.0,74.5
"[123, 124)",0.0,123.5
"[124, 125)",0.0,124.5
"[126, 127)",0.0,126.5
"[128, 129)",0.0,128.5
"[129, 130)",0.0,129.5
"[131, 132)",0.0,131.5
"[132, 133)",0.0,132.5
"[133, 134)",0.0,133.5
"[134, 135)",0.0,134.5
"[183, 184)",0.0,183.5
"[184, 185)",0.0,184.5
"[186, 187)",0.0,186.5
"[188, 189)",0.0,188.5
"[189, 190)",0.0,189.5
"[191, 192)",0.0,191.5
"[192, 193)",0.0,192.5
"[193, 194)",0.0,193.5
"[194, 195)",0.0,194.5
