time_bin,duration,time_bin_mid
"[0, 1)",0.0,0.5
"[1, 2)",0.006080000000000085,1.5
"[5, 6)",0.010959999999999859,5.5
"[8, 9)",0.006280000000000285,8.5
"[9, 10)",0.0,9.5
"[13, 14)",0.0,13.5
"[14, 15)",0.0,14.5
"[16, 17)",0.0,16.5
"[18, 19)",0.0,18.5
"[20, 21)",0.002520000000000522,20.5
"[22, 23)",3.174615000000209,22.5
"[24, 25)",0.7509350000000996,24.5
"[26, 27)",0.0,26.5
"[28, 29)",0.0,28.5
"[29, 30)",0.0019200000000001438,29.5
"[33, 34)",0.9458600000002306,33.5
"[34, 35)",1.57085499999976,34.5
"[35, 36)",0.0,35.5
"[36, 37)",0.0,36.5
"[39, 40)",0.0,39.5
"[41, 42)",0.010240000000003135,41.5
"[44, 45)",0.0,44.5
"[45, 46)",0.0,45.5
"[46, 47)",0.006839999999996849,46.5
"[47, 48)",2.787650000000845,47.5
"[49, 50)",0.0,49.5
"[50, 51)",3.5957900000001075,50.5
"[51, 52)",0.008079999999999643,51.5
"[53, 54)",2.0905100000000303,53.5
"[55, 56)",0.01355999999999824,55.5
"[61, 62)",0.0,61.5
"[63, 64)",0.0,63.5
"[64, 65)",0.0,64.5
"[65, 66)",3.6456099999993086,65.5
"[66, 67)",0.0,66.5
"[68, 69)",3.1181849999925078,68.5
"[69, 70)",0.013480000000001269,69.5
"[71, 72)",3.233182499996744,71.5
"[76, 77)",0.009759999999999991,76.5
"[78, 79)",0.0030399999999985994,78.5
"[79, 80)",0.0,79.5
"[80, 81)",0.0,80.5
"[81, 82)",0.0,81.5
"[82, 83)",0.0,82.5
"[83, 84)",0.0,83.5
"[85, 86)",0.006340000000001567,85.5
"[87, 88)",0.004640000000001976,87.5
"[89, 90)",0.0,89.5
"[90, 91)",0.0,90.5
"[92, 93)",0.0,92.5
"[93, 94)",0.0,93.5
"[94, 95)",0.0037799999999990064,94.5
"[98, 99)",0.003680000000002792,98.5
"[99, 100)",0.005540000000003431,99.5
"[100, 101)",0.0,100.5
"[101, 102)",0.006399999999999295,101.5
"[103, 104)",2.5591716666697977,103.5
"[106, 107)",0.0,106.5
"[107, 108)",4.354215000001886,107.5
"[111, 112)",0.0,111.5
"[113, 114)",0.0,113.5
"[114, 115)",2.8844100000038395,114.5
"[115, 116)",0.007999999999995566,115.5
"[117, 118)",2.926687500001684,117.5
"[125, 126)",0.0070399999999963825,125.5
"[126, 127)",0.0,126.5
"[127, 128)",0.0,127.5
"[130, 131)",3.869667499999764,130.5
"[132, 133)",0.0,132.5
"[133, 134)",0.0,133.5
"[135, 136)",4.768604999997137,135.5
"[137, 138)",0.011439999999993233,137.5
"[139, 140)",0.0,139.5
"[140, 141)",0.0,140.5
"[141, 142)",0.0067200000000013915,141.5
"[142, 143)",0.0,142.5
"[145, 146)",0.0037599999999997635,145.5
"[147, 148)",0.0,147.5
"[149, 150)",0.0,149.5
"[150, 151)",0.0,150.5
"[151, 152)",0.0,151.5
"[152, 153)",0.0,152.5
"[153, 154)",0.009759999999999991,153.5
"[156, 157)",3.243584999947956,156.5
"[157, 158)",0.0,157.5
"[159, 160)",1.2621624999983254,159.5
"[161, 162)",1.907140000000851,161.5
"[162, 163)",0.0,162.5
"[163, 164)",0.011840000000006512,163.5
"[170, 171)",0.0,170.5
"[177, 178)",3.074685000002802,177.5
"[178, 179)",0.001959999999996853,178.5
"[179, 180)",0.009799999999998477,179.5
"[180, 181)",4.1119549999978915,180.5
"[182, 183)",0.0,182.5
"[183, 184)",5.369479999891439,183.5
"[184, 185)",6.640014999999778,184.5
"[186, 187)",0.008800000000007913,186.5
"[188, 189)",3.9396124999998676,188.5
"[195, 196)",0.0032400000000052387,195.5
"[199, 200)",0.010599999999996612,199.5
