time_bin,throughput,time_bin_mid
"[89, 90)",58.666666666666664,89.5
"[90, 91)",50.5,90.5
"[91, 92)",69.9,91.5
"[92, 93)",32.0,92.5
"[93, 94)",0.0,93.5
"[94, 95)",54.5,94.5
"[95, 96)",30.214285714285715,95.5
"[96, 97)",21.75,96.5
"[97, 98)",15.0,97.5
"[98, 99)",27.0,98.5
"[99, 100)",30.0,99.5
"[100, 101)",9.25,100.5
"[102, 103)",61.5,102.5
"[103, 104)",64.125,103.5
"[104, 105)",45.5,104.5
"[105, 106)",82.5,105.5
"[106, 107)",0.0,106.5
"[107, 108)",2.5,107.5
"[110, 111)",0.0,110.5
"[112, 113)",147.0,112.5
"[113, 114)",43.166666666666664,113.5
"[114, 115)",55.714285714285715,114.5
"[115, 116)",67.75,115.5
"[116, 117)",51.375,116.5
"[117, 118)",69.16666666666667,117.5
"[118, 119)",0.0,118.5
"[121, 122)",0.0,121.5
"[122, 123)",36.75,122.5
"[123, 124)",98.16666666666667,123.5
"[124, 125)",72.0,124.5
"[125, 126)",52.5,125.5
"[126, 127)",33.3,126.5
"[127, 128)",41.75,127.5
"[128, 129)",79.5,128.5
"[129, 130)",77.25,129.5
"[130, 131)",42.0,130.5
"[131, 132)",106.25,131.5
"[132, 133)",54.0,132.5
"[133, 134)",59.125,133.5
"[134, 135)",5.5,134.5
"[135, 136)",15.25,135.5
"[136, 137)",30.0,136.5
"[137, 138)",57.0,137.5
"[138, 139)",52.333333333333336,138.5
"[139, 140)",28.5,139.5
"[140, 141)",87.75,140.5
"[141, 142)",80.0,141.5
"[142, 143)",43.125,142.5
"[143, 144)",96.5,143.5
"[144, 145)",63.92857142857143,144.5
"[145, 146)",46.166666666666664,145.5
"[146, 147)",22.5,146.5
"[147, 148)",69.25,147.5
"[148, 149)",44.875,148.5
"[149, 150)",87.25,149.5
"[151, 152)",69.0,151.5
"[152, 153)",185.0,152.5
"[153, 154)",69.0,153.5
"[154, 155)",30.5,154.5
"[155, 156)",0.0,155.5
"[156, 157)",0.0,156.5
"[157, 158)",121.125,157.5
"[158, 159)",56.8,158.5
"[159, 160)",47.75,159.5
"[160, 161)",41.25,160.5
"[161, 162)",95.0,161.5
"[162, 163)",61.5,162.5
"[163, 164)",39.5,163.5
"[166, 167)",49.0,166.5
"[167, 168)",66.0,167.5
"[169, 170)",47.0,169.5
"[170, 171)",68.16666666666667,170.5
"[171, 172)",26.25,171.5
"[172, 173)",28.875,172.5
"[173, 174)",14.25,173.5
"[174, 175)",2.25,174.5
"[175, 176)",62.375,175.5
"[176, 177)",116.3,176.5
"[177, 178)",30.0,177.5
"[178, 179)",27.75,178.5
"[179, 180)",30.0,179.5
"[180, 181)",30.0,180.5
"[181, 182)",56.5,181.5
"[182, 183)",48.916666666666664,182.5
"[183, 184)",85.83333333333333,183.5
"[184, 185)",6.75,184.5
"[185, 186)",46.166666666666664,185.5
"[186, 187)",107.25,186.5
"[187, 188)",0.5,187.5
"[188, 189)",127.5,188.5
"[189, 190)",63.0,189.5
"[190, 191)",56.2,190.5
"[191, 192)",120.75,191.5
"[193, 194)",39.75,193.5
"[194, 195)",15.5,194.5
"[195, 196)",0.0,195.5
"[196, 197)",0.0,196.5
"[197, 198)",0.0,197.5
"[198, 199)",65.25,198.5
"[199, 200)",45.375,199.5
