time,retransmissions,connection_id,src,dst
1.0085699999999969,-1,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.0086999999999968,0,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.0088299999999968,1,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.0089599999999967,2,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.0090899999999967,3,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.0092199999999967,4,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.0093499999999966,5,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.0094799999999966,6,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.0096099999999966,7,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.0097399999999965,8,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.0098699999999965,9,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.0099999999999965,10,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.1101299999999965,15,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.1102599999999965,16,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.1105899999999964,-1,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.1107199999999964,0,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.1108499999999963,1,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.1109799999999963,2,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.1111099999999963,3,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.1112399999999962,4,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.1113699999999962,5,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.1114999999999962,6,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.1116299999999961,7,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.111759999999996,8,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.111889999999996,9,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.112019999999996,10,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.112149999999996,15,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.112279999999996,16,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.213309999999996,0,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.2134399999999959,0,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.2135699999999958,0,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.2136999999999958,0,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.2138299999999957,0,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.2139599999999957,0,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.2140899999999957,0,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.3142199999999957,0,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.3143499999999957,0,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.3150799999999956,0,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.4152099999999956,0,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
1.4153399999999956,0,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
2.0878799639384513,0,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
2.0879099639384515,1,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
2.0909587184461444,2,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
2.090988718446144,3,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
2.0936888786403762,4,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
2.093718878640376,5,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
2.0961015188103285,6,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
2.0981550789590364,7,62898,<entities.dtn.DTN object at 0x0000027F6F63DA90>,<entities.processor.Processor object at 0x0000027F6F63DA00>
6.0,0,63944,<entities.processor.Processor object at 0x0000027F6F64E430>,<entities.dtn.DTN object at 0x0000027F6F63DA90>
7.0,0,63944,<entities.processor.Processor object at 0x0000027F6F64E430>,<entities.dtn.DTN object at 0x0000027F6F63DA90>
7.5,0,67640,<entities.processor.Processor object at 0x0000027F6F64E6D0>,<entities.dtn.DTN object at 0x0000027F6F63DA90>
8.5,0,67640,<entities.processor.Processor object at 0x0000027F6F64E6D0>,<entities.dtn.DTN object at 0x0000027F6F63DA90>
